Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,0,MINMIN,353.63999999999993,0, 10, 14, 12, 8, 4, 1, 1, 0, 4, 2, 6, 1, 0, 2, 12, 0, 8, 0, 2, 2, 0, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=14; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,16,NOML,490.16999999999996,17, 0, 5, 0, 3, 10, 0, 0, 0, 0, 3, 4, 6, 0, 6, 8, 4, 8, 3, 2, 1, 2, 0, 2, 0, 4, 10,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=10; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=8; r5.2xlarge=3; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=10}
chipseq,normal,0.1,40,16,TEXTDISTANCE,506.64,14, 0, 3, 0, 3, 10, 1, 1, 0, 0, 8, 8, 3, 0, 7, 10, 6, 7, 3, 1, 3, 2, 0, 1, 0, 2, 5,{c5.2xlarge=14; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=10; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=8; m5.xlarge=8; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=6; m5zn.xlarge=7; r5.2xlarge=3; r5.large=1; r5.xlarge=3; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=5}
chipseq,normal,0.1,40,16,CRITICALPATH,396.16999999999996,14, 0, 5, 0, 4, 14, 3, 2, 0, 0, 1, 6, 0, 0, 2, 6, 11, 8, 4, 4, 3, 0, 0, 2, 0, 4, 5,{c5.2xlarge=14; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=14; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=8; r5.2xlarge=4; r5.large=4; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=5}
chipseq,normal,0.1,40,16,CRITICALPATHREVERSE,486.81,12, 0, 4, 0, 5, 10, 0, 1, 0, 0, 3, 3, 1, 0, 2, 9, 13, 16, 2, 3, 1, 0, 0, 1, 0, 5, 7,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=10; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=3; m5.xlarge=3; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=13; m5zn.xlarge=16; r5.2xlarge=2; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=7}
chipseq,normal,0.1,40,16,RESHIV2,400.85999999999996,15, 0, 5, 0, 3, 15, 1, 1, 0, 0, 4, 3, 0, 0, 2, 6, 11, 9, 2, 4, 1, 0, 0, 1, 0, 5, 10,{c5.2xlarge=15; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=15; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=9; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=10}
chipseq,normal,0.1,40,16,RESHIV3,400.85999999999996,15, 0, 5, 0, 3, 15, 1, 1, 0, 0, 4, 3, 0, 0, 2, 6, 11, 9, 2, 4, 1, 0, 0, 1, 0, 5, 10,{c5.2xlarge=15; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=15; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=9; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=10}
chipseq,normal,0.1,40,16,RESHIMAX,449.78,13, 0, 4, 0, 3, 14, 1, 1, 0, 0, 4, 4, 0, 0, 2, 8, 8, 10, 3, 5, 1, 0, 0, 2, 0, 4, 11,{c5.2xlarge=13; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=14; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=3; r5.large=5; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=11}
chipseq,normal,0.1,40,16,RESHIFCFS,408.10999999999996,17, 0, 5, 0, 3, 9, 1, 1, 0, 0, 2, 2, 0, 0, 2, 8, 17, 11, 2, 4, 1, 0, 0, 1, 0, 5, 7,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=17; m5zn.xlarge=11; r5.2xlarge=2; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=7}
chipseq,normal,0.1,40,17,MINMIN,402.59999999999997,15, 0, 4, 0, 4, 13, 1, 1, 0, 0, 2, 2, 0, 0, 2, 10, 12, 14, 2, 2, 1, 0, 0, 1, 0, 4, 8,{c5.2xlarge=15; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=13; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=12; m5zn.xlarge=14; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=8}
chipseq,normal,0.1,40,17,MAXMIN,448.67999999999995,4, 0, 18, 6, 1, 5, 4, 2, 0, 0, 2, 2, 1, 6, 2, 5, 3, 7, 2, 5, 0, 0, 1, 0, 7, 4, 11,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=7; r5.2xlarge=2; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=4; z1d.xlarge=11}
chipseq,normal,0.1,40,17,MCT,410.03,4, 0, 12, 7, 1, 2, 2, 1, 0, 0, 1, 2, 0, 5, 2, 6, 7, 8, 2, 2, 0, 0, 1, 0, 15, 10, 8,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=8; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=15; z1d.large=10; z1d.xlarge=8}
chipseq,normal,0.1,40,17,ROUNDROBIN,492.43999999999994,7, 0, 1, 2, 9, 6, 6, 3, 0, 0, 5, 1, 0, 3, 4, 1, 1, 8, 4, 5, 0, 3, 2, 0, 12, 4, 11,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=9; d3.xlarge=6; i3.2xlarge=6; i3.large=3; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=8; r5.2xlarge=4; r5.large=5; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=4; z1d.xlarge=11}
chipseq,normal,0.1,40,17,STATIC,345.9099999999999,4, 0, 9, 8, 1, 4, 3, 2, 0, 0, 1, 2, 1, 5, 1, 5, 5, 11, 4, 2, 0, 1, 1, 0, 14, 6, 8,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=11; r5.2xlarge=4; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=14; z1d.large=6; z1d.xlarge=8}
chipseq,normal,0.1,40,17,NOML,335.22999999999996,7, 0, 14, 10, 1, 2, 0, 0, 0, 0, 4, 4, 2, 3, 5, 4, 3, 4, 4, 7, 0, 3, 1, 0, 6, 4, 10,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=4; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=5; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=4; r5.large=7; r5.xlarge=0; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=4; z1d.xlarge=10}
chipseq,normal,0.1,40,17,TEXTDISTANCE,360.13999999999993,6, 0, 9, 6, 2, 6, 4, 1, 0, 0, 8, 4, 1, 9, 6, 5, 3, 5, 4, 2, 0, 4, 2, 0, 6, 0, 5,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=4; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=8; m5.xlarge=4; m5a.2xlarge=1; m5a.large=9; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=4; r5.large=2; r5.xlarge=0; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,17,CRITICALPATH,449.15,5, 0, 13, 9, 2, 5, 5, 2, 0, 0, 1, 2, 0, 6, 2, 4, 5, 6, 3, 6, 0, 0, 1, 0, 10, 6, 6,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=5; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=3; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=6; z1d.xlarge=6}
chipseq,normal,0.1,40,17,CRITICALPATHREVERSE,462.03999999999996,4, 0, 12, 10, 1, 4, 0, 1, 0, 0, 2, 1, 1, 3, 2, 4, 8, 10, 2, 4, 0, 1, 1, 0, 10, 11, 6,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=2; r5.large=4; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=11; z1d.xlarge=6}
chipseq,normal,0.1,40,17,RESHIV2,335.22999999999996,5, 0, 14, 10, 1, 4, 3, 1, 0, 0, 4, 2, 0, 3, 1, 4, 8, 6, 2, 4, 0, 0, 1, 0, 11, 8, 6,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=2; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=8; z1d.xlarge=6}
chipseq,normal,0.1,40,17,RESHIV3,335.22999999999996,5, 0, 14, 10, 1, 4, 3, 1, 0, 0, 4, 2, 0, 3, 1, 4, 6, 6, 2, 6, 0, 0, 1, 0, 9, 8, 8,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=2; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=8; z1d.xlarge=8}
chipseq,normal,0.1,40,17,RESHIMAX,409.09,4, 0, 12, 8, 1, 3, 2, 2, 0, 0, 5, 2, 0, 6, 2, 4, 5, 6, 2, 6, 0, 0, 2, 0, 9, 7, 10,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=2; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=2; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=7; z1d.xlarge=10}
chipseq,normal,0.1,40,17,RESHIFCFS,352.88,5, 0, 14, 10, 1, 2, 2, 1, 0, 0, 2, 2, 0, 3, 2, 6, 10, 6, 2, 2, 0, 0, 1, 0, 9, 11, 7,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=11; z1d.xlarge=7}
chipseq,normal,0.1,40,18,MINMIN,403.7699999999999,6, 0, 12, 8, 2, 4, 3, 3, 0, 0, 2, 1, 0, 3, 1, 3, 7, 13, 2, 3, 0, 0, 1, 0, 8, 9, 7,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=3; i3.large=3; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=13; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=7}
chipseq,normal,0.1,40,18,MAXMIN,477.25999999999993,2, 9, 7, 6, 4, 8, 3, 2, 3, 4, 2, 2, 1, 6, 2, 6, 4, 5, 8, 0, 2, 0, 3, 2, 0, 0, 7,{c5.2xlarge=2; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=6; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=4; m5.large=2; m5.xlarge=2; m5a.2xlarge=1; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=5; r5.2xlarge=8; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.1,40,18,MCT,403.81,6, 8, 11, 8, 4, 6, 1, 1, 3, 4, 3, 2, 0, 2, 2, 6, 6, 8, 4, 0, 4, 0, 1, 1, 0, 0, 7,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=4; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=8; r5.2xlarge=4; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.1,40,18,ROUNDROBIN,818.76,1, 4, 3, 10, 5, 10, 3, 2, 2, 3, 0, 6, 5, 4, 9, 4, 7, 4, 3, 0, 1, 2, 1, 7, 0, 0, 2,{c5.2xlarge=1; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=10; i3.2xlarge=3; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=9; m5zn.2xlarge=4; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,18,STATIC,648.22,5, 11, 7, 7, 4, 6, 1, 1, 2, 5, 1, 1, 1, 4, 2, 5, 6, 10, 4, 0, 2, 1, 2, 2, 0, 0, 9,{c5.2xlarge=5; c5.xlarge=11; c5a.2xlarge=7; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=10; r5.2xlarge=4; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.1,40,18,NOML,335.22999999999996,7, 9, 9, 10, 2, 7, 1, 1, 0, 9, 1, 2, 3, 5, 8, 3, 2, 2, 5, 0, 2, 1, 2, 2, 0, 0, 5,{c5.2xlarge=7; c5.xlarge=9; c5a.2xlarge=9; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=7; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=9; m5.large=1; m5.xlarge=2; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=8; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=5; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,18,TEXTDISTANCE,505.7999999999999,5, 6, 6, 6, 2, 5, 1, 2, 1, 12, 8, 4, 1, 4, 6, 5, 4, 2, 6, 0, 4, 2, 2, 1, 0, 0, 3,{c5.2xlarge=5; c5.xlarge=6; c5a.2xlarge=6; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=12; m5.large=8; m5.xlarge=4; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=4; m5zn.xlarge=2; r5.2xlarge=6; r5.large=0; r5.xlarge=4; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.1,40,18,CRITICALPATH,336.05999999999995,5, 3, 10, 10, 4, 5, 2, 2, 4, 6, 2, 2, 0, 7, 3, 4, 8, 1, 8, 0, 3, 0, 1, 3, 0, 0, 5,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=6; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=8; m5zn.xlarge=1; r5.2xlarge=8; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,18,CRITICALPATHREVERSE,501.28999999999996,5, 8, 9, 11, 4, 8, 0, 1, 0, 3, 2, 1, 1, 2, 3, 4, 9, 5, 7, 0, 2, 1, 2, 1, 0, 0, 9,{c5.2xlarge=5; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=5; r5.2xlarge=7; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.1,40,18,RESHIV2,395.34999999999997,6, 4, 10, 10, 5, 8, 1, 1, 3, 4, 4, 3, 0, 5, 3, 4, 6, 6, 5, 0, 3, 0, 1, 1, 0, 0, 5,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=8; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=4; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,18,RESHIV3,395.03,6, 4, 10, 10, 5, 9, 2, 1, 3, 4, 4, 4, 0, 4, 3, 4, 6, 3, 4, 0, 2, 0, 1, 3, 0, 0, 6,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=9; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=4; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=4; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,18,RESHIMAX,488.52,5, 8, 9, 7, 5, 12, 0, 3, 3, 4, 5, 4, 0, 5, 3, 3, 5, 2, 3, 0, 2, 0, 2, 2, 0, 0, 6,{c5.2xlarge=5; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=7; d3.2xlarge=5; d3.xlarge=12; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=4; m5.large=5; m5.xlarge=4; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=2; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,18,RESHIFCFS,343.0399999999999,6, 7, 11, 11, 5, 7, 1, 1, 2, 3, 4, 3, 0, 2, 2, 4, 9, 3, 5, 0, 3, 0, 1, 1, 0, 0, 7,{c5.2xlarge=6; c5.xlarge=7; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=3; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
