Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.0,40,145,CRITICALPATH,395.36,10, 7, 4, 5, 2, 7, 0, 5, 0, 1, 6, 3, 0, 0, 2, 12, 11, 4, 2, 8, 0, 0, 0, 0, 2, 3, 4,{c5.2xlarge=10; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=7; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=1; m5.large=6; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=4; r5.2xlarge=2; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=4}
chipseq,normal,0.0,40,145,CRITICALPATHREVERSE,410.0199999999999,8, 6, 4, 5, 2, 3, 1, 1, 0, 1, 6, 1, 0, 0, 2, 16, 14, 11, 2, 3, 0, 0, 0, 0, 2, 6, 4,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=6; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=16; m5zn.large=14; m5zn.xlarge=11; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.0,40,145,RESHIV2,400.86,10, 10, 5, 5, 2, 6, 1, 2, 1, 1, 6, 1, 0, 0, 0, 12, 11, 6, 2, 2, 0, 0, 0, 0, 3, 4, 8,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=6; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=8}
chipseq,normal,0.0,40,145,RESHIV3,400.86,10, 10, 5, 5, 2, 6, 1, 2, 1, 1, 6, 1, 0, 0, 0, 12, 11, 6, 2, 2, 0, 0, 0, 0, 3, 4, 8,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=6; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=8}
chipseq,normal,0.0,40,145,RESHIMAX,350.16999999999996,9, 9, 4, 5, 2, 6, 0, 3, 0, 1, 8, 2, 0, 0, 2, 15, 8, 5, 3, 4, 0, 0, 0, 0, 2, 3, 7,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=1; m5.large=8; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=15; m5zn.large=8; m5zn.xlarge=5; r5.2xlarge=3; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=7}
chipseq,normal,0.0,40,145,RESHIFCFS,408.92999999999995,11, 7, 5, 7, 2, 3, 0, 2, 2, 1, 5, 1, 0, 0, 0, 15, 17, 7, 2, 3, 0, 0, 0, 0, 2, 3, 3,{c5.2xlarge=11; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=7; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=5; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=17; m5zn.xlarge=7; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=3}
chipseq,normal,0.0,40,146,MINMIN,402.08,14, 6, 3, 4, 2, 5, 0, 2, 0, 1, 4, 1, 0, 0, 2, 17, 12, 9, 2, 3, 0, 0, 0, 0, 2, 4, 5,{c5.2xlarge=14; c5.xlarge=6; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=1; m5.large=4; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=17; m5zn.large=12; m5zn.xlarge=9; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=5}
chipseq,normal,0.0,40,146,MAXMIN,518.9999999999999,16, 6, 12, 0, 3, 3, 3, 6, 6, 3, 0, 2, 2, 7, 1, 5, 7, 0, 0, 2, 0, 0, 1, 3, 3, 2, 5,{c5.2xlarge=16; c5.xlarge=6; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=3; i3.large=6; i3.xlarge=6; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=7; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=5}
chipseq,normal,0.0,40,146,MCT,407.8599999999999,20, 6, 13, 0, 2, 2, 1, 5, 2, 2, 0, 1, 0, 2, 2, 6, 16, 0, 0, 1, 0, 0, 1, 2, 4, 6, 4,{c5.2xlarge=20; c5.xlarge=6; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=5; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.0,40,146,ROUNDROBIN,726.9799999999999,8, 9, 3, 0, 1, 2, 7, 9, 4, 2, 0, 6, 5, 1, 4, 8, 8, 0, 0, 1, 0, 1, 1, 3, 6, 2, 7,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=7; i3.large=9; i3.xlarge=4; m5.2xlarge=2; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=6; z1d.large=2; z1d.xlarge=7}
chipseq,normal,0.0,40,146,STATIC,320.24999999999994,17, 3, 16, 0, 2, 1, 1, 7, 2, 3, 0, 2, 2, 5, 2, 4, 17, 0, 0, 1, 0, 0, 1, 2, 3, 2, 5,{c5.2xlarge=17; c5.xlarge=3; c5a.2xlarge=16; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=7; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=5; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=5}
chipseq,normal,0.0,40,146,NOML,335.16999999999996,22, 2, 14, 0, 1, 3, 2, 4, 0, 4, 0, 4, 6, 3, 6, 3, 8, 0, 0, 2, 0, 1, 1, 4, 2, 2, 4,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=4; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=6; m5a.large=3; m5a.xlarge=6; m5zn.2xlarge=3; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.0,40,146,TEXTDISTANCE,339.03999999999996,17, 6, 10, 0, 1, 2, 1, 3, 0, 9, 0, 7, 4, 3, 8, 5, 10, 0, 0, 1, 0, 2, 1, 2, 2, 0, 4,{c5.2xlarge=17; c5.xlarge=6; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=9; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=8; m5zn.2xlarge=5; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,146,CRITICALPATH,335.22999999999996,19, 5, 14, 0, 2, 2, 2, 6, 2, 3, 0, 3, 0, 6, 4, 4, 10, 0, 0, 2, 0, 0, 3, 3, 2, 2, 4,{c5.2xlarge=19; c5.xlarge=5; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=2; i3.large=6; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.0,40,146,CRITICALPATHREVERSE,531.79,17, 4, 13, 0, 2, 3, 2, 3, 1, 3, 0, 2, 0, 3, 2, 4, 19, 0, 0, 2, 0, 0, 2, 2, 3, 5, 6,{c5.2xlarge=17; c5.xlarge=4; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=19; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=6}
chipseq,normal,0.0,40,146,RESHIV2,336.06999999999994,17, 8, 15, 0, 2, 3, 2, 3, 2, 3, 0, 2, 0, 4, 1, 2, 15, 0, 0, 4, 0, 0, 1, 2, 4, 4, 4,{c5.2xlarge=17; c5.xlarge=8; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=4}
chipseq,normal,0.0,40,146,RESHIV3,336.06999999999994,17, 8, 15, 0, 2, 4, 2, 3, 2, 3, 0, 2, 0, 4, 1, 3, 12, 0, 0, 4, 0, 0, 1, 2, 3, 4, 6,{c5.2xlarge=17; c5.xlarge=8; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=6}
chipseq,normal,0.0,40,146,RESHIMAX,344.48999999999995,16, 8, 13, 0, 1, 3, 2, 6, 3, 2, 0, 1, 0, 4, 2, 4, 11, 0, 0, 4, 0, 0, 1, 5, 3, 4, 5,{c5.2xlarge=16; c5.xlarge=8; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=2; i3.large=6; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=5; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=5}
chipseq,normal,0.0,40,146,RESHIFCFS,361.0799999999999,21, 6, 13, 0, 1, 2, 1, 5, 2, 2, 0, 1, 0, 2, 2, 4, 20, 0, 0, 2, 0, 0, 1, 2, 2, 4, 5,{c5.2xlarge=21; c5.xlarge=6; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=5; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=20; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=5}
chipseq,normal,0.0,40,147,MINMIN,346.03,24, 4, 8, 0, 1, 2, 2, 3, 2, 2, 0, 2, 0, 2, 1, 4, 20, 0, 0, 2, 0, 0, 1, 2, 3, 7, 6,{c5.2xlarge=24; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=20; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=6}
chipseq,normal,0.0,40,147,MAXMIN,487.93999999999994,7, 0, 12, 12, 5, 4, 2, 2, 4, 3, 0, 0, 0, 11, 1, 4, 6, 2, 11, 0, 2, 1, 4, 0, 3, 2, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=12; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=11; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=2; r5.2xlarge=11; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,147,MCT,354.2699999999999,10, 0, 11, 13, 7, 4, 1, 1, 2, 3, 0, 0, 0, 4, 1, 6, 12, 3, 4, 0, 4, 0, 2, 0, 5, 5, 0,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=13; d3.2xlarge=7; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=12; m5zn.xlarge=3; r5.2xlarge=4; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.0,40,147,ROUNDROBIN,804.87,4, 0, 2, 6, 3, 4, 3, 2, 7, 9, 0, 0, 0, 11, 5, 10, 5, 0, 8, 0, 4, 1, 8, 0, 2, 4, 0,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=6; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=3; i3.large=2; i3.xlarge=7; m5.2xlarge=9; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=11; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=8; r5.large=0; r5.xlarge=4; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.0,40,147,STATIC,345.87999999999994,9, 0, 13, 11, 4, 4, 2, 1, 2, 3, 0, 0, 0, 5, 1, 7, 21, 3, 4, 0, 3, 0, 1, 0, 2, 2, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=21; m5zn.xlarge=3; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,147,NOML,335.22999999999996,8, 0, 14, 15, 4, 5, 1, 1, 0, 7, 0, 0, 0, 8, 3, 3, 5, 3, 6, 0, 2, 2, 7, 0, 2, 2, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=3; r5.2xlarge=6; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,147,TEXTDISTANCE,352.44999999999993,11, 0, 8, 7, 3, 4, 1, 2, 1, 15, 0, 0, 0, 6, 4, 5, 8, 4, 4, 0, 3, 4, 5, 0, 3, 0, 0,{c5.2xlarge=11; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=7; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=15; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=4; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=4; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.0,40,147,CRITICALPATH,400.28,8, 0, 13, 14, 4, 3, 2, 2, 4, 4, 0, 0, 0, 13, 1, 3, 8, 3, 6, 0, 3, 0, 3, 0, 2, 2, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=13; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=6; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.0,40,147,CRITICALPATHREVERSE,416.4,8, 0, 12, 15, 4, 4, 0, 1, 0, 3, 0, 0, 0, 4, 1, 5, 15, 5, 3, 0, 2, 2, 6, 0, 3, 5, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=15; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=15; m5zn.xlarge=5; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.0,40,147,RESHIV2,335.22999999999996,6, 0, 14, 15, 5, 6, 3, 1, 3, 5, 0, 0, 0, 7, 1, 3, 11, 2, 4, 0, 3, 0, 3, 0, 2, 4, 0,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=5; d3.xlarge=6; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=11; m5zn.xlarge=2; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.0,40,147,RESHIV3,335.22999999999996,6, 0, 14, 15, 5, 6, 2, 1, 3, 5, 0, 0, 0, 8, 1, 3, 8, 3, 4, 0, 3, 0, 3, 0, 4, 4, 0,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=5; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.0,40,147,RESHIMAX,412.9599999999999,9, 0, 13, 14, 4, 6, 0, 3, 4, 3, 0, 0, 0, 8, 1, 3, 8, 2, 5, 0, 3, 0, 4, 0, 4, 4, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=0; i3.large=3; i3.xlarge=4; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.0,40,147,RESHIFCFS,349.6899999999999,10, 0, 13, 17, 5, 4, 1, 1, 2, 3, 0, 0, 0, 4, 0, 3, 14, 3, 3, 0, 4, 0, 4, 0, 2, 5, 0,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=17; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=14; m5zn.xlarge=3; r5.2xlarge=3; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.0,40,148,MINMIN,407.80999999999995,14, 0, 6, 17, 2, 4, 2, 1, 2, 6, 0, 0, 0, 5, 0, 6, 13, 4, 4, 0, 2, 0, 2, 0, 4, 4, 0,{c5.2xlarge=14; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=17; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=13; m5zn.xlarge=4; r5.2xlarge=4; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.0,40,148,MAXMIN,447.3,15, 6, 12, 4, 0, 4, 0, 2, 5, 0, 0, 4, 1, 3, 1, 10, 2, 6, 0, 3, 2, 1, 2, 0, 0, 6, 9,{c5.2xlarge=15; c5.xlarge=6; c5a.2xlarge=12; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=9}
chipseq,normal,0.0,40,148,MCT,340.68999999999994,21, 4, 9, 4, 0, 1, 0, 1, 3, 0, 0, 2, 1, 1, 1, 14, 5, 6, 0, 3, 1, 0, 1, 0, 0, 10, 10,{c5.2xlarge=21; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=10}
