Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
viralrecon,exponential,0.15,40,0,MINMIN,762.1899999999999,0, 6, 23, 12, 10, 16, 4, 1, 0, 8, 2, 11, 17, 0, 3, 47, 0, 7, 0, 3, 15, 5, 7, 5, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=23; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=16; i3.2xlarge=4; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=2; m5.xlarge=11; m5a.2xlarge=17; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=47; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=3; r5.xlarge=15; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.15,40,17,TEXTDISTANCE,392.18999999999994,10, 0, 3, 7, 0, 1, 3, 1, 0, 0, 38, 14, 4, 61, 17, 4, 3, 15, 2, 3, 0, 2, 0, 0, 8, 0, 9,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=38; m5.xlarge=14; m5a.2xlarge=4; m5a.large=61; m5a.xlarge=17; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=15; r5.2xlarge=2; r5.large=3; r5.xlarge=0; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=9}
viralrecon,exponential,0.15,40,17,CRITICALPATH,329.4399999999999,6, 0, 42, 53, 1, 6, 1, 0, 0, 0, 1, 1, 0, 0, 0, 19, 16, 15, 1, 2, 0, 0, 0, 0, 19, 8, 15,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=42; c5a.xlarge=53; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=19; m5zn.large=16; m5zn.xlarge=15; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=19; z1d.large=8; z1d.xlarge=15}
viralrecon,exponential,0.15,40,17,CRITICALPATHREVERSE,373.0099999999999,12, 0, 61, 62, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 7, 15, 3, 3, 0, 0, 0, 0, 8, 11, 13,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=61; c5a.xlarge=62; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=15; r5.2xlarge=3; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=11; z1d.xlarge=13}
viralrecon,exponential,0.15,40,17,RESHIV2,370.83,21, 0, 39, 65, 2, 4, 1, 0, 0, 0, 2, 1, 0, 0, 0, 3, 11, 10, 3, 4, 0, 0, 0, 0, 15, 11, 14,{c5.2xlarge=21; c5.xlarge=0; c5a.2xlarge=39; c5a.xlarge=65; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=3; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=15; z1d.large=11; z1d.xlarge=14}
viralrecon,exponential,0.15,40,17,RESHIV3,370.8299999999999,23, 0, 34, 62, 3, 5, 1, 0, 0, 0, 2, 1, 0, 0, 0, 3, 11, 10, 5, 4, 0, 0, 0, 0, 12, 14, 16,{c5.2xlarge=23; c5.xlarge=0; c5a.2xlarge=34; c5a.xlarge=62; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=14; z1d.xlarge=16}
viralrecon,exponential,0.15,40,17,RESHIMAX,329.4,6, 0, 44, 34, 3, 6, 3, 0, 0, 0, 2, 1, 0, 0, 0, 12, 10, 18, 4, 4, 0, 0, 0, 0, 28, 10, 20,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=44; c5a.xlarge=34; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=18; r5.2xlarge=4; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=28; z1d.large=10; z1d.xlarge=20}
viralrecon,exponential,0.15,40,17,RESHIFCFS,370.3699999999999,21, 0, 31, 73, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12, 8, 14, 2, 2, 0, 0, 0, 0, 11, 10, 15,{c5.2xlarge=21; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=73; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=8; m5zn.xlarge=14; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=10; z1d.xlarge=15}
viralrecon,exponential,0.15,40,18,MINMIN,570.6899999999999,10, 0, 16, 20, 12, 5, 5, 0, 0, 0, 13, 4, 0, 5, 0, 9, 12, 10, 5, 6, 0, 1, 1, 0, 22, 14, 36,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=16; c5a.xlarge=20; d3.2xlarge=12; d3.xlarge=5; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=13; m5.xlarge=4; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=12; m5zn.xlarge=10; r5.2xlarge=5; r5.large=6; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=22; z1d.large=14; z1d.xlarge=36}
viralrecon,exponential,0.15,40,18,MAXMIN,567.5399999999998,6, 8, 12, 25, 6, 20, 4, 4, 0, 5, 4, 13, 5, 6, 8, 10, 10, 7, 11, 0, 3, 0, 5, 20, 0, 0, 14,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=12; c5a.xlarge=25; d3.2xlarge=6; d3.xlarge=20; i3.2xlarge=4; i3.large=4; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=13; m5a.2xlarge=5; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=7; r5.2xlarge=11; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=14}
viralrecon,exponential,0.15,40,18,MCT,656.7999999999998,7, 15, 12, 23, 5, 13, 2, 1, 1, 7, 4, 12, 5, 4, 4, 8, 18, 8, 6, 0, 5, 0, 2, 32, 0, 0, 12,{c5.2xlarge=7; c5.xlarge=15; c5a.2xlarge=12; c5a.xlarge=23; d3.2xlarge=5; d3.xlarge=13; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=7; m5.large=4; m5.xlarge=12; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=8; m5zn.large=18; m5zn.xlarge=8; r5.2xlarge=6; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=32; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12}
viralrecon,exponential,0.15,40,18,ROUNDROBIN,568.9599999999998,1, 5, 1, 20, 12, 37, 5, 5, 0, 6, 0, 18, 3, 3, 12, 5, 9, 6, 6, 0, 1, 4, 1, 46, 0, 0, 0,{c5.2xlarge=1; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=20; d3.2xlarge=12; d3.xlarge=37; i3.2xlarge=5; i3.large=5; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=18; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=12; m5zn.2xlarge=5; m5zn.large=9; m5zn.xlarge=6; r5.2xlarge=6; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.15,40,18,STATIC,722.1999999999998,15, 10, 8, 10, 5, 11, 0, 0, 0, 3, 2, 7, 3, 3, 0, 10, 20, 16, 9, 0, 2, 0, 0, 56, 0, 0, 15,{c5.2xlarge=15; c5.xlarge=10; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=7; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=20; m5zn.xlarge=16; r5.2xlarge=9; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=56; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=15}
viralrecon,exponential,0.15,40,18,NOML,563.0299999999999,19, 16, 26, 18, 3, 0, 0, 0, 0, 44, 8, 11, 8, 11, 6, 5, 7, 4, 5, 0, 3, 0, 1, 1, 0, 0, 9,{c5.2xlarge=19; c5.xlarge=16; c5a.2xlarge=26; c5a.xlarge=18; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=44; m5.large=8; m5.xlarge=11; m5a.2xlarge=8; m5a.large=11; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
viralrecon,exponential,0.15,40,18,CUSTOMCLUSTERNOML,367.1699999999998,4, 11, 12, 3, 72, 5, 2, 0, 0, 46, 0, 1, 0, 0, 0, 4, 1, 5, 26, 0, 1, 0, 0, 0, 0, 0, 12,{c5.2xlarge=4; c5.xlarge=11; c5a.2xlarge=12; c5a.xlarge=3; d3.2xlarge=72; d3.xlarge=5; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=46; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=1; m5zn.xlarge=5; r5.2xlarge=26; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12}
viralrecon,exponential,0.15,40,18,TEXTDISTANCE,474.7499999999999,3, 9, 2, 8, 0, 0, 2, 1, 1, 31, 37, 12, 6, 39, 23, 5, 5, 11, 4, 0, 3, 1, 0, 1, 0, 0, 2,{c5.2xlarge=3; c5.xlarge=9; c5a.2xlarge=2; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=31; m5.large=37; m5.xlarge=12; m5a.2xlarge=6; m5a.large=39; m5a.xlarge=23; m5zn.2xlarge=5; m5zn.large=5; m5zn.xlarge=11; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.15,40,18,CRITICALPATH,329.6299999999999,6, 36, 15, 45, 7, 20, 1, 0, 0, 4, 2, 1, 0, 0, 0, 16, 16, 5, 9, 0, 1, 0, 0, 0, 0, 0, 22,{c5.2xlarge=6; c5.xlarge=36; c5a.2xlarge=15; c5a.xlarge=45; d3.2xlarge=7; d3.xlarge=20; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=16; m5zn.xlarge=5; r5.2xlarge=9; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=22}
viralrecon,exponential,0.15,40,18,CRITICALPATHREVERSE,451.39999999999986,20, 17, 28, 65, 7, 14, 0, 0, 0, 10, 4, 1, 0, 0, 0, 5, 10, 9, 6, 0, 1, 0, 0, 0, 0, 0, 8,{c5.2xlarge=20; c5.xlarge=17; c5a.2xlarge=28; c5a.xlarge=65; d3.2xlarge=7; d3.xlarge=14; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=4; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=6; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
viralrecon,exponential,0.15,40,18,RESHIV2,447.86999999999995,16, 10, 33, 64, 7, 13, 0, 0, 0, 10, 2, 2, 0, 0, 0, 6, 10, 11, 6, 0, 2, 0, 0, 0, 0, 0, 14,{c5.2xlarge=16; c5.xlarge=10; c5a.2xlarge=33; c5a.xlarge=64; d3.2xlarge=7; d3.xlarge=13; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=11; r5.2xlarge=6; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=14}
viralrecon,exponential,0.15,40,18,RESHIV3,447.87,17, 7, 34, 65, 8, 16, 0, 0, 0, 10, 3, 2, 0, 0, 0, 6, 10, 6, 5, 0, 2, 0, 0, 0, 0, 0, 15,{c5.2xlarge=17; c5.xlarge=7; c5a.2xlarge=34; c5a.xlarge=65; d3.2xlarge=8; d3.xlarge=16; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=5; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=15}
viralrecon,exponential,0.15,40,18,RESHIMAX,366.83,13, 20, 15, 44, 15, 20, 1, 0, 0, 9, 2, 2, 0, 0, 0, 15, 13, 10, 10, 0, 1, 0, 0, 0, 0, 0, 16,{c5.2xlarge=13; c5.xlarge=20; c5a.2xlarge=15; c5a.xlarge=44; d3.2xlarge=15; d3.xlarge=20; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=13; m5zn.xlarge=10; r5.2xlarge=10; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=16}
viralrecon,exponential,0.15,40,18,RESHIFCFS,449.9,23, 13, 24, 60, 8, 11, 0, 0, 0, 11, 4, 1, 0, 0, 0, 10, 10, 10, 8, 0, 1, 0, 0, 0, 0, 0, 12,{c5.2xlarge=23; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=60; d3.2xlarge=8; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=4; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=8; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12}
viralrecon,exponential,0.15,40,19,MINMIN,551.7099999999999,12, 10, 12, 21, 3, 9, 2, 0, 3, 5, 2, 14, 3, 7, 5, 17, 11, 6, 7, 0, 5, 0, 3, 33, 0, 0, 16,{c5.2xlarge=12; c5.xlarge=10; c5a.2xlarge=12; c5a.xlarge=21; d3.2xlarge=3; d3.xlarge=9; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=5; m5.large=2; m5.xlarge=14; m5a.2xlarge=3; m5a.large=7; m5a.xlarge=5; m5zn.2xlarge=17; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=7; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=33; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=16}
viralrecon,exponential,0.15,40,19,MAXMIN,528.9399999999999,19, 3, 0, 30, 0, 12, 0, 0, 2, 4, 5, 5, 0, 0, 0, 0, 26, 21, 7, 0, 0, 2, 6, 4, 15, 37, 8,{c5.2xlarge=19; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=4; m5.large=5; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=21; r5.2xlarge=7; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=4; z1d.2xlarge=15; z1d.large=37; z1d.xlarge=8}
viralrecon,exponential,0.15,40,19,MCT,520.79,13, 3, 0, 30, 0, 17, 0, 0, 0, 5, 4, 7, 2, 0, 0, 0, 24, 12, 7, 0, 0, 0, 4, 8, 8, 53, 9,{c5.2xlarge=13; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=17; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=7; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=24; m5zn.xlarge=12; r5.2xlarge=7; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=8; z1d.2xlarge=8; z1d.large=53; z1d.xlarge=9}
viralrecon,exponential,0.15,40,19,ROUNDROBIN,517.5599999999998,13, 1, 0, 27, 0, 21, 0, 0, 5, 5, 7, 6, 5, 0, 0, 0, 10, 16, 2, 0, 0, 0, 2, 11, 24, 48, 2,{c5.2xlarge=13; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=27; d3.2xlarge=0; d3.xlarge=21; i3.2xlarge=0; i3.large=0; i3.xlarge=5; m5.2xlarge=5; m5.large=7; m5.xlarge=6; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=16; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=11; z1d.2xlarge=24; z1d.large=48; z1d.xlarge=2}
viralrecon,exponential,0.15,40,19,STATIC,519.7099999999998,11, 2, 0, 18, 0, 5, 0, 0, 0, 9, 1, 5, 0, 0, 0, 0, 38, 13, 7, 0, 0, 0, 1, 0, 15, 74, 6,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=18; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=1; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=38; m5zn.xlarge=13; r5.2xlarge=7; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=15; z1d.large=74; z1d.xlarge=6}
viralrecon,exponential,0.15,40,19,NOML,524.3199999999999,44, 13, 0, 20, 0, 0, 0, 0, 0, 16, 15, 35, 4, 0, 0, 0, 17, 8, 3, 0, 0, 1, 2, 2, 6, 15, 4,{c5.2xlarge=44; c5.xlarge=13; c5a.2xlarge=0; c5a.xlarge=20; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=16; m5.large=15; m5.xlarge=35; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=8; r5.2xlarge=3; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=15; z1d.xlarge=4}
viralrecon,exponential,0.15,40,19,CUSTOMCLUSTERNOML,328.53999999999985,12, 4, 0, 28, 35, 5, 0, 0, 5, 30, 1, 4, 1, 0, 0, 0, 4, 14, 41, 0, 0, 0, 0, 0, 11, 0, 10,{c5.2xlarge=12; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=28; d3.2xlarge=35; d3.xlarge=5; i3.2xlarge=0; i3.large=0; i3.xlarge=5; m5.2xlarge=30; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=14; r5.2xlarge=41; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=0; z1d.xlarge=10}
viralrecon,exponential,0.15,40,19,TEXTDISTANCE,352.4599999999999,9, 5, 0, 13, 0, 1, 0, 0, 1, 12, 30, 54, 11, 0, 0, 0, 22, 19, 6, 0, 0, 2, 3, 6, 7, 0, 4,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=12; m5.large=30; m5.xlarge=54; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=22; m5zn.xlarge=19; r5.2xlarge=6; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.15,40,19,CRITICALPATH,327.01999999999987,48, 5, 0, 57, 2, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 36, 11, 0, 0, 0, 0, 0, 0, 13, 19, 10,{c5.2xlarge=48; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=57; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=36; m5zn.xlarge=11; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=13; z1d.large=19; z1d.xlarge=10}
viralrecon,exponential,0.15,40,19,CRITICALPATHREVERSE,550.4299999999998,57, 4, 0, 67, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 29, 9, 3, 0, 0, 0, 0, 0, 4, 18, 10,{c5.2xlarge=57; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=67; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=29; m5zn.xlarge=9; r5.2xlarge=3; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=18; z1d.xlarge=10}
viralrecon,exponential,0.15,40,19,RESHIV2,362.49999999999994,32, 2, 0, 93, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 24, 6, 0, 0, 0, 0, 0, 0, 12, 20, 13,{c5.2xlarge=32; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=93; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=24; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=20; z1d.xlarge=13}
viralrecon,exponential,0.15,40,19,RESHIV3,351.3899999999999,29, 6, 0, 87, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 27, 7, 0, 0, 0, 0, 0, 0, 14, 20, 12,{c5.2xlarge=29; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=87; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=27; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=14; z1d.large=20; z1d.xlarge=12}
viralrecon,exponential,0.15,40,19,RESHIMAX,329.49999999999994,20, 14, 0, 68, 2, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 37, 12, 1, 0, 0, 0, 0, 0, 13, 22, 11,{c5.2xlarge=20; c5.xlarge=14; c5a.2xlarge=0; c5a.xlarge=68; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=37; m5zn.xlarge=12; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=13; z1d.large=22; z1d.xlarge=11}
