Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.2,40,11,MCT,358.59999999999997,5, 2, 11, 8, 2, 0, 0, 1, 1, 0, 0, 1, 4, 1, 1, 11, 12, 8, 3, 3, 1, 0, 2, 1, 2, 11, 7,{c5.2xlarge=5; c5.xlarge=2; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=12; m5zn.xlarge=8; r5.2xlarge=3; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=11; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,ROUNDROBIN,400.86999999999995,3, 4, 14, 3, 1, 0, 0, 2, 0, 0, 0, 1, 6, 0, 1, 8, 8, 6, 3, 5, 2, 0, 3, 6, 5, 13, 4,{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=14; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=3; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=6; z1d.2xlarge=5; z1d.large=13; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,STATIC,366.6099999999999,5, 3, 11, 6, 1, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 14, 9, 17, 4, 3, 1, 0, 2, 0, 3, 9, 3,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=11; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=9; m5zn.xlarge=17; r5.2xlarge=4; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,NOML,449.99999999999994,6, 2, 12, 10, 2, 0, 0, 1, 1, 0, 0, 3, 11, 1, 5, 4, 4, 3, 5, 7, 3, 0, 2, 0, 4, 8, 4,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=11; m5a.large=1; m5a.xlarge=5; m5zn.2xlarge=4; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=5; r5.large=7; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,CUSTOMCLUSTERNOML,395.23999999999995,4, 3, 11, 7, 4, 0, 0, 5, 2, 0, 0, 1, 0, 1, 3, 9, 6, 5, 5, 4, 2, 0, 3, 2, 4, 13, 4,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=11; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=5; r5.2xlarge=5; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=13; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,TEXTDISTANCE,353.44999999999993,4, 5, 8, 5, 2, 0, 0, 2, 3, 0, 0, 6, 5, 3, 2, 10, 5, 7, 6, 2, 3, 0, 4, 2, 3, 7, 4,{c5.2xlarge=4; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=5; m5zn.xlarge=7; r5.2xlarge=6; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,CRITICALPATH,404.31999999999994,4, 4, 12, 9, 2, 0, 0, 4, 3, 0, 0, 1, 1, 3, 2, 7, 6, 6, 4, 4, 2, 0, 4, 3, 3, 10, 4,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=4; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,CRITICALPATHREVERSE,415.4,3, 2, 12, 8, 1, 0, 0, 2, 1, 0, 0, 3, 3, 2, 3, 6, 11, 10, 4, 3, 1, 0, 3, 2, 3, 13, 2,{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=4; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=13; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,RESHIV2,448.94,4, 4, 12, 8, 2, 0, 0, 2, 2, 0, 0, 2, 1, 1, 4, 6, 10, 6, 3, 3, 2, 0, 2, 0, 3, 16, 5,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=3; r5.large=3; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=16; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,RESHIV3,448.87999999999994,4, 2, 12, 8, 2, 0, 0, 3, 2, 0, 0, 4, 3, 1, 1, 6, 8, 6, 3, 2, 2, 0, 2, 2, 3, 16, 6,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=3; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=16; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,RESHIMAX,404.96,4, 4, 11, 8, 3, 0, 0, 6, 2, 0, 0, 2, 2, 4, 2, 6, 8, 6, 3, 5, 1, 0, 2, 2, 3, 10, 4,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=3; r5.large=5; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,11,RESHIFCFS,410.15,4, 4, 15, 7, 3, 0, 0, 2, 1, 0, 0, 2, 2, 3, 2, 8, 13, 6, 2, 3, 1, 0, 2, 3, 1, 12, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=15; c5a.xlarge=7; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=2; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=12; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.2,40,12,MINMIN,333.1499999999999,16, 21, 5, 8, 4, 6, 0, 0, 1, 0, 0, 2, 3, 0, 1, 0, 0, 10, 2, 2, 5, 0, 2, 2, 3, 5, 0,{c5.2xlarge=16; c5.xlarge=21; c5a.2xlarge=5; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=2; r5.large=2; r5.xlarge=5; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,MAXMIN,476.06,15, 19, 5, 9, 8, 7, 0, 0, 1, 0, 0, 2, 3, 0, 0, 0, 0, 5, 5, 6, 5, 0, 2, 2, 2, 2, 0,{c5.2xlarge=15; c5.xlarge=19; c5a.2xlarge=5; c5a.xlarge=9; d3.2xlarge=8; d3.xlarge=7; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=5; r5.large=6; r5.xlarge=5; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,MCT,342.18999999999994,15, 18, 4, 9, 6, 8, 1, 0, 1, 0, 0, 3, 1, 0, 1, 0, 0, 12, 2, 2, 4, 0, 2, 2, 4, 3, 0,{c5.2xlarge=15; c5.xlarge=18; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=6; d3.xlarge=8; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=2; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=3; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,ROUNDROBIN,490.4,11, 13, 3, 5, 14, 5, 2, 0, 1, 0, 0, 1, 4, 0, 2, 0, 0, 12, 3, 1, 4, 0, 3, 3, 6, 5, 0,{c5.2xlarge=11; c5.xlarge=13; c5a.2xlarge=3; c5a.xlarge=5; d3.2xlarge=14; d3.xlarge=5; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=3; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=6; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,STATIC,334.88999999999993,10, 18, 3, 11, 11, 6, 1, 0, 2, 0, 0, 2, 2, 0, 1, 0, 0, 11, 4, 1, 6, 0, 1, 2, 5, 1, 0,{c5.2xlarge=10; c5.xlarge=18; c5a.2xlarge=3; c5a.xlarge=11; d3.2xlarge=11; d3.xlarge=6; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=4; r5.large=1; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=1; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,NOML,809.1199999999999,15, 8, 4, 9, 4, 6, 3, 0, 3, 0, 0, 2, 6, 0, 1, 0, 0, 3, 4, 4, 8, 0, 7, 7, 2, 2, 0,{c5.2xlarge=15; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=4; r5.large=4; r5.xlarge=8; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,CUSTOMCLUSTERNOML,488.22999999999996,12, 8, 4, 7, 11, 5, 2, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 7, 6, 4, 9, 0, 6, 2, 5, 4, 0,{c5.2xlarge=12; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=11; d3.xlarge=5; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=6; r5.large=4; r5.xlarge=9; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,12,TEXTDISTANCE,353.72999999999996,15, 14, 3, 4, 6, 6, 2, 0, 2, 0, 0, 6, 3, 0, 1, 0, 0, 7, 4, 2, 11, 0, 3, 5, 2, 2, 0,{c5.2xlarge=15; c5.xlarge=14; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=4; r5.large=2; r5.xlarge=11; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
