Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
methylseq,normal,0.05,40,113,CUSTOMCLUSTERNOML,86.55999999999999,0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 5, 0, 2, 3, 0, 0, 0, 0, 0, 4, 0, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=3; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2}
methylseq,normal,0.05,40,113,TEXTDISTANCE,83.74999999999999,0, 1, 0, 1, 0, 1, 0, 0, 0, 6, 0, 5, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 2, 0, 2,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
methylseq,normal,0.05,40,113,CRITICALPATH,77.96999999999998,0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 8, 1, 0, 1, 1, 0, 0, 0, 2, 2, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0}
methylseq,normal,0.05,40,113,CRITICALPATHREVERSE,79.31999999999998,0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 8, 1, 0, 0, 0, 0, 1, 0, 2, 3, 0,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=0}
methylseq,normal,0.05,40,113,RESHIV2,78.39999999999999,0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 5, 8, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=1}
methylseq,normal,0.05,40,113,RESHIV3,78.25999999999998,0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 1, 2, 0, 0, 0, 0, 1, 2, 2, 1,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=1}
methylseq,normal,0.05,40,113,RESHIMAX,78.49999999999997,0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 6, 7, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=3; z1d.xlarge=0}
methylseq,normal,0.05,40,113,RESHIFCFS,78.57,0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 7, 1, 1, 0, 1, 0, 0, 0, 2, 3, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
methylseq,normal,0.05,40,114,MINMIN,77.35999999999999,0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 7, 3, 0, 0, 0, 0, 0, 1, 1, 4, 2,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=4; z1d.xlarge=2}
methylseq,normal,0.05,40,114,MAXMIN,77.24,0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 3, 6, 0, 0, 0, 0, 0, 0, 3, 2, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=2}
methylseq,normal,0.05,40,114,MCT,77.84999999999998,0, 0, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 3, 4, 0, 0, 0, 0, 0, 0, 3, 1, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=2}
methylseq,normal,0.05,40,114,ROUNDROBIN,91.96,0, 0, 8, 1, 0, 0, 0, 0, 2, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,114,STATIC,76.15999999999998,0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 5, 0, 0, 0, 0, 0, 0, 2, 3, 1,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
methylseq,normal,0.05,40,114,NOML,79.69,0, 8, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=10; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=0}
methylseq,normal,0.05,40,114,CUSTOMCLUSTERNOML,86.30999999999999,0, 0, 1, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 5, 0, 2, 5, 0, 1, 0, 0, 0, 4, 1, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=5; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=1; z1d.xlarge=0}
methylseq,normal,0.05,40,114,TEXTDISTANCE,85.66999999999997,0, 1, 0, 0, 0, 1, 1, 0, 0, 3, 5, 7, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=5; m5.xlarge=7; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
methylseq,normal,0.05,40,114,CRITICALPATH,78.07999999999998,0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 1, 1, 0, 0, 0, 0, 0, 2, 4, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,114,CRITICALPATHREVERSE,79.24999999999999,0, 2, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,114,RESHIV2,77.96999999999998,0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 4, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,114,RESHIV3,77.87999999999998,0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 6, 4, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,114,RESHIMAX,80.49999999999999,0, 2, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 1, 0, 0, 0, 0, 0, 0, 1, 6, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=6; z1d.xlarge=0}
methylseq,normal,0.05,40,114,RESHIFCFS,78.55999999999999,0, 2, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=0}
methylseq,normal,0.05,40,115,MINMIN,77.14999999999999,0, 0, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 4, 4, 3, 0, 0, 0, 0, 0, 0, 3, 1, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=2}
methylseq,normal,0.05,40,115,MAXMIN,78.04999999999998,0, 0, 1, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 6, 0, 0, 0, 0, 1, 0, 0, 2, 0, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=6}
methylseq,normal,0.05,40,115,MCT,77.87,0, 1, 1, 4, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 3, 2, 4,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=4}
methylseq,normal,0.05,40,115,ROUNDROBIN,94.19,0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 4, 0, 9, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=7; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
methylseq,normal,0.05,40,115,STATIC,77.75999999999999,0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 2, 1, 0, 0, 2, 0, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=6}
methylseq,normal,0.05,40,115,NOML,81.41,0, 4, 4, 7, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
methylseq,normal,0.05,40,115,CUSTOMCLUSTERNOML,85.67999999999999,0, 0, 2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=5; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=2; z1d.xlarge=3}
methylseq,normal,0.05,40,115,TEXTDISTANCE,83.97999999999999,0, 1, 0, 1, 0, 0, 0, 1, 0, 9, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 4,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
methylseq,normal,0.05,40,115,CRITICALPATH,78.06999999999998,0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=1}
methylseq,normal,0.05,40,115,CRITICALPATHREVERSE,78.57999999999998,0, 2, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 0, 0, 0, 2, 3, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
methylseq,normal,0.05,40,115,RESHIV2,78.74999999999999,0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 2, 3, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
methylseq,normal,0.05,40,115,RESHIV3,78.77,0, 2, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 2, 3, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
methylseq,normal,0.05,40,115,RESHIMAX,80.18999999999998,0, 2, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 3, 4, 1,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=1}
