Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
viralrecon,normal,0.15,40,31,MCT,532.91,24, 3, 6, 11, 2, 0, 1, 0, 4, 0, 0, 4, 3, 9, 1, 22, 36, 0, 0, 13, 0, 0, 9, 38, 5, 4, 11,{c5.2xlarge=24; c5.xlarge=3; c5a.2xlarge=6; c5a.xlarge=11; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=9; m5a.xlarge=1; m5zn.2xlarge=22; m5zn.large=36; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=9; r5a.xlarge=38; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=11}
viralrecon,normal,0.15,40,31,ROUNDROBIN,599.8599999999998,0, 5, 1, 20, 1, 0, 4, 0, 6, 0, 0, 1, 11, 23, 11, 8, 30, 0, 0, 10, 0, 3, 10, 47, 8, 1, 5,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=20; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=11; m5a.large=23; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=0; r5a.2xlarge=3; r5a.large=10; r5a.xlarge=47; z1d.2xlarge=8; z1d.large=1; z1d.xlarge=5}
viralrecon,normal,0.15,40,31,STATIC,642.3899999999999,17, 2, 3, 14, 2, 0, 0, 0, 0, 0, 0, 4, 3, 10, 0, 29, 38, 0, 0, 5, 0, 0, 8, 56, 2, 3, 9,{c5.2xlarge=17; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=14; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=29; m5zn.large=38; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=56; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=9}
viralrecon,normal,0.15,40,31,NOML,328.3299999999999,17, 9, 5, 7, 4, 0, 6, 0, 12, 0, 0, 7, 7, 15, 12, 17, 19, 0, 0, 11, 0, 7, 14, 4, 8, 7, 17,{c5.2xlarge=17; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=6; i3.large=0; i3.xlarge=12; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=7; m5a.large=15; m5a.xlarge=12; m5zn.2xlarge=17; m5zn.large=19; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=7; r5a.large=14; r5a.xlarge=4; z1d.2xlarge=8; z1d.large=7; z1d.xlarge=17}
viralrecon,normal,0.15,40,31,CUSTOMCLUSTERNOML,524.2199999999999,9, 9, 13, 8, 18, 0, 6, 0, 4, 0, 0, 5, 8, 15, 11, 21, 11, 0, 0, 8, 0, 7, 10, 8, 5, 6, 23,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=8; d3.2xlarge=18; d3.xlarge=0; i3.2xlarge=6; i3.large=0; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=8; m5a.large=15; m5a.xlarge=11; m5zn.2xlarge=21; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=7; r5a.large=10; r5a.xlarge=8; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=23}
viralrecon,normal,0.15,40,31,TEXTDISTANCE,592.0799999999999,18, 7, 7, 13, 10, 0, 7, 0, 8, 0, 0, 7, 8, 7, 13, 17, 13, 0, 0, 15, 0, 7, 9, 7, 11, 6, 15,{c5.2xlarge=18; c5.xlarge=7; c5a.2xlarge=7; c5a.xlarge=13; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=7; i3.large=0; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=8; m5a.large=7; m5a.xlarge=13; m5zn.2xlarge=17; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=0; r5.large=15; r5.xlarge=0; r5a.2xlarge=7; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=11; z1d.large=6; z1d.xlarge=15}
viralrecon,normal,0.15,40,31,CRITICALPATH,328.62999999999994,17, 9, 8, 6, 8, 0, 4, 0, 9, 0, 0, 11, 9, 7, 10, 19, 23, 0, 0, 9, 0, 7, 13, 4, 8, 15, 9,{c5.2xlarge=17; c5.xlarge=9; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=9; m5.2xlarge=0; m5.large=0; m5.xlarge=11; m5a.2xlarge=9; m5a.large=7; m5a.xlarge=10; m5zn.2xlarge=19; m5zn.large=23; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=7; r5a.large=13; r5a.xlarge=4; z1d.2xlarge=8; z1d.large=15; z1d.xlarge=9}
viralrecon,normal,0.15,40,31,CRITICALPATHREVERSE,387.2799999999999,25, 4, 11, 8, 12, 0, 5, 0, 8, 0, 0, 5, 8, 11, 3, 16, 17, 0, 0, 11, 0, 5, 14, 12, 8, 10, 13,{c5.2xlarge=25; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=5; i3.large=0; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=8; m5a.large=11; m5a.xlarge=3; m5zn.2xlarge=16; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=5; r5a.large=14; r5a.xlarge=12; z1d.2xlarge=8; z1d.large=10; z1d.xlarge=13}
viralrecon,normal,0.15,40,31,RESHIV2,554.4799999999999,22, 9, 3, 13, 10, 0, 7, 0, 11, 0, 0, 9, 13, 6, 9, 16, 11, 0, 0, 7, 0, 2, 12, 6, 8, 9, 22,{c5.2xlarge=22; c5.xlarge=9; c5a.2xlarge=3; c5a.xlarge=13; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=7; i3.large=0; i3.xlarge=11; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=13; m5a.large=6; m5a.xlarge=9; m5zn.2xlarge=16; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=12; r5a.xlarge=6; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=22}
viralrecon,normal,0.15,40,31,RESHIV3,567.3699999999999,16, 6, 9, 14, 13, 0, 8, 0, 11, 0, 0, 7, 4, 10, 9, 20, 16, 0, 0, 9, 0, 4, 8, 13, 3, 7, 19,{c5.2xlarge=16; c5.xlarge=6; c5a.2xlarge=9; c5a.xlarge=14; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=8; i3.large=0; i3.xlarge=11; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=10; m5a.xlarge=9; m5zn.2xlarge=20; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=13; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=19}
viralrecon,normal,0.15,40,31,RESHIMAX,532.2699999999999,17, 7, 5, 10, 6, 0, 5, 0, 7, 0, 0, 10, 8, 9, 9, 17, 19, 0, 0, 13, 0, 8, 16, 8, 4, 10, 18,{c5.2xlarge=17; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=5; i3.large=0; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=8; m5a.large=9; m5a.xlarge=9; m5zn.2xlarge=17; m5zn.large=19; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=0; r5a.2xlarge=8; r5a.large=16; r5a.xlarge=8; z1d.2xlarge=4; z1d.large=10; z1d.xlarge=18}
viralrecon,normal,0.15,40,31,RESHIFCFS,572.63,20, 9, 7, 8, 10, 0, 8, 0, 11, 0, 0, 7, 8, 14, 12, 22, 17, 0, 0, 11, 0, 6, 5, 7, 2, 8, 13,{c5.2xlarge=20; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=8; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=8; i3.large=0; i3.xlarge=11; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=8; m5a.large=14; m5a.xlarge=12; m5zn.2xlarge=22; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=7; z1d.2xlarge=2; z1d.large=8; z1d.xlarge=13}
viralrecon,normal,0.15,40,32,MINMIN,535.5999999999999,24, 6, 8, 19, 4, 0, 3, 0, 3, 0, 0, 5, 3, 13, 5, 16, 26, 0, 0, 16, 0, 1, 8, 26, 3, 8, 9,{c5.2xlarge=24; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=19; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=13; m5a.xlarge=5; m5zn.2xlarge=16; m5zn.large=26; m5zn.xlarge=0; r5.2xlarge=0; r5.large=16; r5.xlarge=0; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=26; z1d.2xlarge=3; z1d.large=8; z1d.xlarge=9}
viralrecon,normal,0.15,40,32,MAXMIN,520.61,0, 0, 9, 31, 5, 10, 20, 0, 15, 4, 4, 10, 4, 9, 2, 15, 14, 8, 0, 14, 14, 0, 0, 0, 5, 8, 5,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=31; d3.2xlarge=5; d3.xlarge=10; i3.2xlarge=20; i3.large=0; i3.xlarge=15; m5.2xlarge=4; m5.large=4; m5.xlarge=10; m5a.2xlarge=4; m5a.large=9; m5a.xlarge=2; m5zn.2xlarge=15; m5zn.large=14; m5zn.xlarge=8; r5.2xlarge=0; r5.large=14; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=5}
viralrecon,normal,0.15,40,32,MCT,657.9799999999999,0, 0, 8, 46, 2, 5, 16, 0, 4, 5, 2, 20, 3, 10, 1, 11, 18, 7, 0, 12, 13, 0, 0, 0, 7, 11, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=46; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=16; i3.large=0; i3.xlarge=4; m5.2xlarge=5; m5.large=2; m5.xlarge=20; m5a.2xlarge=3; m5a.large=10; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=18; m5zn.xlarge=7; r5.2xlarge=0; r5.large=12; r5.xlarge=13; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=11; z1d.xlarge=4}
viralrecon,normal,0.15,40,32,ROUNDROBIN,600.1599999999997,0, 0, 1, 47, 2, 23, 16, 0, 22, 3, 3, 6, 5, 13, 2, 12, 10, 0, 0, 18, 14, 0, 0, 0, 2, 6, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=47; d3.2xlarge=2; d3.xlarge=23; i3.2xlarge=16; i3.large=0; i3.xlarge=22; m5.2xlarge=3; m5.large=3; m5.xlarge=6; m5a.2xlarge=5; m5a.large=13; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=18; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=0}
viralrecon,normal,0.15,40,32,STATIC,515.9999999999999,0, 0, 4, 28, 3, 2, 36, 0, 10, 6, 0, 14, 3, 5, 0, 26, 21, 11, 0, 12, 9, 0, 0, 0, 5, 7, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=28; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=36; i3.large=0; i3.xlarge=10; m5.2xlarge=6; m5.large=0; m5.xlarge=14; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=26; m5zn.large=21; m5zn.xlarge=11; r5.2xlarge=0; r5.large=12; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=7; z1d.xlarge=3}
viralrecon,normal,0.15,40,32,NOML,328.0699999999999,0, 0, 6, 25, 10, 8, 5, 0, 7, 8, 7, 14, 15, 9, 3, 14, 13, 8, 0, 9, 14, 0, 0, 0, 10, 10, 10,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=25; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=5; i3.large=0; i3.xlarge=7; m5.2xlarge=8; m5.large=7; m5.xlarge=14; m5a.2xlarge=15; m5a.large=9; m5a.xlarge=3; m5zn.2xlarge=14; m5zn.large=13; m5zn.xlarge=8; r5.2xlarge=0; r5.large=9; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=10; z1d.xlarge=10}
viralrecon,normal,0.15,40,32,CUSTOMCLUSTERNOML,575.62,0, 0, 16, 18, 22, 6, 6, 0, 8, 11, 7, 13, 7, 8, 8, 9, 11, 12, 0, 8, 10, 0, 0, 0, 10, 8, 8,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=16; c5a.xlarge=18; d3.2xlarge=22; d3.xlarge=6; i3.2xlarge=6; i3.large=0; i3.xlarge=8; m5.2xlarge=11; m5.large=7; m5.xlarge=13; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=9; m5zn.large=11; m5zn.xlarge=12; r5.2xlarge=0; r5.large=8; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=8; z1d.xlarge=8}
viralrecon,normal,0.15,40,32,TEXTDISTANCE,483.12999999999977,0, 0, 7, 17, 6, 4, 8, 0, 8, 15, 13, 7, 10, 6, 5, 9, 12, 10, 0, 6, 22, 0, 0, 0, 22, 8, 10,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=17; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=8; i3.large=0; i3.xlarge=8; m5.2xlarge=15; m5.large=13; m5.xlarge=7; m5a.2xlarge=10; m5a.large=6; m5a.xlarge=5; m5zn.2xlarge=9; m5zn.large=12; m5zn.xlarge=10; r5.2xlarge=0; r5.large=6; r5.xlarge=22; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=22; z1d.large=8; z1d.xlarge=10}
viralrecon,normal,0.15,40,32,CRITICALPATH,314.59999999999997,0, 0, 12, 26, 11, 5, 8, 0, 5, 10, 10, 11, 8, 4, 7, 15, 18, 7, 0, 14, 2, 0, 0, 0, 17, 9, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=26; d3.2xlarge=11; d3.xlarge=5; i3.2xlarge=8; i3.large=0; i3.xlarge=5; m5.2xlarge=10; m5.large=10; m5.xlarge=11; m5a.2xlarge=8; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=15; m5zn.large=18; m5zn.xlarge=7; r5.2xlarge=0; r5.large=14; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=17; z1d.large=9; z1d.xlarge=6}
viralrecon,normal,0.15,40,32,CRITICALPATHREVERSE,386.16999999999985,0, 0, 7, 30, 13, 4, 5, 0, 6, 9, 11, 6, 5, 11, 9, 12, 20, 10, 0, 16, 10, 0, 0, 0, 9, 8, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=30; d3.2xlarge=13; d3.xlarge=4; i3.2xlarge=5; i3.large=0; i3.xlarge=6; m5.2xlarge=9; m5.large=11; m5.xlarge=6; m5a.2xlarge=5; m5a.large=11; m5a.xlarge=9; m5zn.2xlarge=12; m5zn.large=20; m5zn.xlarge=10; r5.2xlarge=0; r5.large=16; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=8; z1d.xlarge=4}
viralrecon,normal,0.15,40,32,RESHIV2,367.5799999999999,0, 0, 4, 29, 12, 8, 9, 0, 12, 9, 8, 7, 2, 6, 7, 16, 19, 5, 0, 14, 7, 0, 0, 0, 12, 10, 10,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=29; d3.2xlarge=12; d3.xlarge=8; i3.2xlarge=9; i3.large=0; i3.xlarge=12; m5.2xlarge=9; m5.large=8; m5.xlarge=7; m5a.2xlarge=2; m5a.large=6; m5a.xlarge=7; m5zn.2xlarge=16; m5zn.large=19; m5zn.xlarge=5; r5.2xlarge=0; r5.large=14; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=10; z1d.xlarge=10}
viralrecon,normal,0.15,40,32,RESHIV3,367.43,0, 0, 12, 27, 8, 7, 10, 0, 7, 7, 7, 8, 13, 8, 7, 10, 18, 9, 0, 11, 8, 0, 0, 0, 9, 8, 12,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=27; d3.2xlarge=8; d3.xlarge=7; i3.2xlarge=10; i3.large=0; i3.xlarge=7; m5.2xlarge=7; m5.large=7; m5.xlarge=8; m5a.2xlarge=13; m5a.large=8; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=18; m5zn.xlarge=9; r5.2xlarge=0; r5.large=11; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=8; z1d.xlarge=12}
viralrecon,normal,0.15,40,32,RESHIMAX,331.4199999999999,0, 0, 4, 26, 14, 7, 8, 0, 9, 5, 7, 13, 8, 8, 8, 14, 16, 11, 0, 10, 9, 0, 0, 0, 12, 8, 8,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=26; d3.2xlarge=14; d3.xlarge=7; i3.2xlarge=8; i3.large=0; i3.xlarge=9; m5.2xlarge=5; m5.large=7; m5.xlarge=13; m5a.2xlarge=8; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=14; m5zn.large=16; m5zn.xlarge=11; r5.2xlarge=0; r5.large=10; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=12; z1d.large=8; z1d.xlarge=8}
viralrecon,normal,0.15,40,32,RESHIFCFS,370.40999999999997,0, 0, 9, 31, 11, 11, 9, 0, 9, 14, 8, 4, 11, 9, 6, 7, 23, 4, 0, 9, 8, 0, 0, 0, 8, 9, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=31; d3.2xlarge=11; d3.xlarge=11; i3.2xlarge=9; i3.large=0; i3.xlarge=9; m5.2xlarge=14; m5.large=8; m5.xlarge=4; m5a.2xlarge=11; m5a.large=9; m5a.xlarge=6; m5zn.2xlarge=7; m5zn.large=23; m5zn.xlarge=4; r5.2xlarge=0; r5.large=9; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=6}
viralrecon,normal,0.15,40,33,MINMIN,536.7099999999999,0, 0, 5, 62, 6, 5, 7, 0, 14, 8, 3, 9, 3, 7, 0, 16, 21, 5, 0, 10, 11, 0, 0, 0, 6, 6, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=62; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=7; i3.large=0; i3.xlarge=14; m5.2xlarge=8; m5.large=3; m5.xlarge=9; m5a.2xlarge=3; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=21; m5zn.xlarge=5; r5.2xlarge=0; r5.large=10; r5.xlarge=11; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=6; z1d.xlarge=2}
viralrecon,normal,0.15,40,33,MAXMIN,520.24,36, 28, 12, 7, 11, 7, 10, 0, 0, 12, 0, 0, 1, 4, 0, 8, 10, 5, 0, 11, 16, 1, 3, 0, 0, 6, 18,{c5.2xlarge=36; c5.xlarge=28; c5a.2xlarge=12; c5a.xlarge=7; d3.2xlarge=11; d3.xlarge=7; i3.2xlarge=10; i3.large=0; i3.xlarge=0; m5.2xlarge=12; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=5; r5.2xlarge=0; r5.large=11; r5.xlarge=16; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=18}
viralrecon,normal,0.15,40,33,MCT,657.43,35, 33, 6, 8, 11, 5, 14, 0, 0, 12, 0, 0, 0, 10, 0, 12, 11, 5, 0, 9, 12, 0, 1, 0, 0, 6, 15,{c5.2xlarge=35; c5.xlarge=33; c5a.2xlarge=6; c5a.xlarge=8; d3.2xlarge=11; d3.xlarge=5; i3.2xlarge=14; i3.large=0; i3.xlarge=0; m5.2xlarge=12; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=0; r5.large=9; r5.xlarge=12; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=15}
viralrecon,normal,0.15,40,33,ROUNDROBIN,530.7799999999999,30, 56, 7, 0, 24, 3, 20, 0, 0, 19, 0, 0, 0, 4, 1, 8, 0, 2, 0, 14, 10, 0, 5, 0, 0, 1, 1,{c5.2xlarge=30; c5.xlarge=56; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=24; d3.xlarge=3; i3.2xlarge=20; i3.large=0; i3.xlarge=0; m5.2xlarge=19; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=14; r5.xlarge=10; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.15,40,33,STATIC,621.3599999999998,27, 63, 5, 5, 4, 2, 6, 0, 0, 6, 0, 0, 0, 6, 0, 16, 15, 9, 0, 4, 16, 0, 1, 0, 0, 5, 16,{c5.2xlarge=27; c5.xlarge=63; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=6; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=15; m5zn.xlarge=9; r5.2xlarge=0; r5.large=4; r5.xlarge=16; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=16}
viralrecon,normal,0.15,40,33,NOML,324.99999999999994,24, 28, 6, 4, 7, 12, 5, 15, 0, 9, 0, 0, 8, 2, 6, 12, 4, 5, 0, 11, 8, 9, 5, 0, 0, 8, 17,{c5.2xlarge=24; c5.xlarge=28; c5a.2xlarge=6; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=12; i3.2xlarge=5; i3.large=15; i3.xlarge=0; m5.2xlarge=9; m5.large=0; m5.xlarge=0; m5a.2xlarge=8; m5a.large=2; m5a.xlarge=6; m5zn.2xlarge=12; m5zn.large=4; m5zn.xlarge=5; r5.2xlarge=0; r5.large=11; r5.xlarge=8; r5a.2xlarge=9; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=17}
viralrecon,normal,0.15,40,33,CUSTOMCLUSTERNOML,342.4699999999999,16, 22, 6, 7, 11, 10, 8, 6, 0, 20, 0, 0, 7, 8, 8, 13, 6, 10, 0, 6, 13, 3, 6, 0, 0, 6, 14,{c5.2xlarge=16; c5.xlarge=22; c5a.2xlarge=6; c5a.xlarge=7; d3.2xlarge=11; d3.xlarge=10; i3.2xlarge=8; i3.large=6; i3.xlarge=0; m5.2xlarge=20; m5.large=0; m5.xlarge=0; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=13; m5zn.large=6; m5zn.xlarge=10; r5.2xlarge=0; r5.large=6; r5.xlarge=13; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=14}
viralrecon,normal,0.15,40,33,TEXTDISTANCE,348.8099999999999,22, 15, 5, 4, 5, 10, 7, 6, 0, 32, 0, 0, 7, 6, 7, 10, 7, 11, 0, 18, 9, 4, 6, 0, 0, 5, 9,{c5.2xlarge=22; c5.xlarge=15; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=10; i3.2xlarge=7; i3.large=6; i3.xlarge=0; m5.2xlarge=32; m5.large=0; m5.xlarge=0; m5a.2xlarge=7; m5a.large=6; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=7; m5zn.xlarge=11; r5.2xlarge=0; r5.large=18; r5.xlarge=9; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=9}
viralrecon,normal,0.15,40,33,CRITICALPATH,325.3299999999999,26, 13, 11, 6, 8, 11, 10, 11, 0, 7, 0, 0, 7, 8, 10, 15, 10, 8, 0, 6, 7, 5, 5, 0, 0, 8, 13,{c5.2xlarge=26; c5.xlarge=13; c5a.2xlarge=11; c5a.xlarge=6; d3.2xlarge=8; d3.xlarge=11; i3.2xlarge=10; i3.large=11; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=10; m5zn.2xlarge=15; m5zn.large=10; m5zn.xlarge=8; r5.2xlarge=0; r5.large=6; r5.xlarge=7; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=13}
