Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
viralrecon,exponential,0.2,40,64,NOML,324.9999999999999,17, 7, 11, 8, 7, 0, 7, 8, 0, 9, 0, 0, 4, 0, 9, 14, 20, 13, 5, 9, 0, 9, 5, 6, 3, 16, 18,{c5.2xlarge=17; c5.xlarge=7; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=7; i3.large=8; i3.xlarge=0; m5.2xlarge=9; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=14; m5zn.large=20; m5zn.xlarge=13; r5.2xlarge=5; r5.large=9; r5.xlarge=0; r5a.2xlarge=9; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=3; z1d.large=16; z1d.xlarge=18}
viralrecon,exponential,0.2,40,64,CUSTOMCLUSTERNOML,337.52999999999986,13, 11, 12, 6, 9, 0, 11, 7, 0, 10, 0, 0, 11, 0, 9, 13, 10, 30, 8, 6, 0, 4, 10, 1, 3, 5, 17,{c5.2xlarge=13; c5.xlarge=11; c5a.2xlarge=12; c5a.xlarge=6; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=11; i3.large=7; i3.xlarge=0; m5.2xlarge=10; m5.large=0; m5.xlarge=0; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=13; m5zn.large=10; m5zn.xlarge=30; r5.2xlarge=8; r5.large=6; r5.xlarge=0; r5a.2xlarge=4; r5a.large=10; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=17}
viralrecon,exponential,0.2,40,64,TEXTDISTANCE,343.1399999999999,14, 6, 8, 12, 4, 0, 6, 9, 0, 10, 0, 0, 7, 0, 8, 11, 15, 25, 9, 14, 0, 5, 6, 9, 6, 5, 16,{c5.2xlarge=14; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=6; i3.large=9; i3.xlarge=0; m5.2xlarge=10; m5.large=0; m5.xlarge=0; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=11; m5zn.large=15; m5zn.xlarge=25; r5.2xlarge=9; r5.large=14; r5.xlarge=0; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=9; z1d.2xlarge=6; z1d.large=5; z1d.xlarge=16}
viralrecon,exponential,0.2,40,64,CRITICALPATH,324.7499999999999,20, 6, 7, 12, 5, 0, 9, 8, 0, 2, 0, 0, 11, 0, 6, 13, 27, 17, 5, 6, 0, 3, 7, 8, 8, 13, 13,{c5.2xlarge=20; c5.xlarge=6; c5a.2xlarge=7; c5a.xlarge=12; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=9; i3.large=8; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=13; m5zn.large=27; m5zn.xlarge=17; r5.2xlarge=5; r5.large=6; r5.xlarge=0; r5a.2xlarge=3; r5a.large=7; r5a.xlarge=8; z1d.2xlarge=8; z1d.large=13; z1d.xlarge=13}
viralrecon,exponential,0.2,40,64,CRITICALPATHREVERSE,336.3899999999999,22, 2, 10, 15, 6, 0, 10, 4, 0, 7, 0, 0, 6, 0, 10, 6, 25, 23, 7, 3, 0, 4, 6, 3, 9, 17, 11,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=10; c5a.xlarge=15; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=10; i3.large=4; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=6; m5zn.large=25; m5zn.xlarge=23; r5.2xlarge=7; r5.large=3; r5.xlarge=0; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=9; z1d.large=17; z1d.xlarge=11}
viralrecon,exponential,0.2,40,64,RESHIV2,336.0599999999999,18, 6, 11, 16, 12, 0, 9, 6, 0, 2, 0, 0, 4, 0, 7, 10, 20, 23, 6, 11, 0, 5, 6, 6, 7, 10, 10,{c5.2xlarge=18; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=16; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=9; i3.large=6; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=20; m5zn.xlarge=23; r5.2xlarge=6; r5.large=11; r5.xlarge=0; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=10; z1d.xlarge=10}
viralrecon,exponential,0.2,40,64,RESHIV3,350.61999999999995,15, 9, 7, 14, 4, 0, 8, 9, 0, 11, 0, 0, 4, 0, 3, 14, 25, 17, 8, 5, 0, 5, 4, 7, 7, 14, 16,{c5.2xlarge=15; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=8; i3.large=9; i3.xlarge=0; m5.2xlarge=11; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=14; m5zn.large=25; m5zn.xlarge=17; r5.2xlarge=8; r5.large=5; r5.xlarge=0; r5a.2xlarge=5; r5a.large=4; r5a.xlarge=7; z1d.2xlarge=7; z1d.large=14; z1d.xlarge=16}
viralrecon,exponential,0.2,40,64,RESHIMAX,328.1599999999999,15, 7, 5, 14, 5, 0, 13, 4, 0, 3, 0, 0, 6, 0, 10, 12, 25, 19, 11, 3, 0, 10, 2, 6, 3, 15, 17,{c5.2xlarge=15; c5.xlarge=7; c5a.2xlarge=5; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=13; i3.large=4; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=12; m5zn.large=25; m5zn.xlarge=19; r5.2xlarge=11; r5.large=3; r5.xlarge=0; r5a.2xlarge=10; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=3; z1d.large=15; z1d.xlarge=17}
viralrecon,exponential,0.2,40,64,RESHIFCFS,349.84999999999997,16, 7, 12, 14, 7, 0, 6, 3, 0, 3, 0, 0, 4, 0, 8, 11, 20, 18, 10, 8, 0, 5, 6, 3, 8, 16, 18,{c5.2xlarge=16; c5.xlarge=7; c5a.2xlarge=12; c5a.xlarge=14; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=6; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=11; m5zn.large=20; m5zn.xlarge=18; r5.2xlarge=10; r5.large=8; r5.xlarge=0; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=16; z1d.xlarge=18}
viralrecon,exponential,0.2,40,65,MINMIN,517.3099999999998,26, 26, 7, 8, 4, 0, 10, 3, 0, 2, 0, 0, 1, 0, 13, 7, 23, 21, 2, 1, 0, 5, 9, 7, 3, 4, 24,{c5.2xlarge=26; c5.xlarge=26; c5a.2xlarge=7; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=10; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=13; m5zn.2xlarge=7; m5zn.large=23; m5zn.xlarge=21; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=5; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=24}
viralrecon,exponential,0.2,40,65,MAXMIN,762.7099999999999,17, 22, 3, 0, 0, 7, 6, 26, 17, 7, 7, 12, 2, 3, 0, 9, 5, 13, 11, 6, 0, 2, 3, 2, 0, 21, 4,{c5.2xlarge=17; c5.xlarge=22; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=6; i3.large=26; i3.xlarge=17; m5.2xlarge=7; m5.large=7; m5.xlarge=12; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=5; m5zn.xlarge=13; r5.2xlarge=11; r5.large=6; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=4}
viralrecon,exponential,0.2,40,65,MCT,532.1799999999997,12, 34, 4, 0, 0, 10, 5, 15, 12, 5, 3, 25, 4, 1, 0, 9, 6, 17, 15, 7, 0, 2, 2, 2, 0, 9, 4,{c5.2xlarge=12; c5.xlarge=34; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=5; i3.large=15; i3.xlarge=12; m5.2xlarge=5; m5.large=3; m5.xlarge=25; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=17; r5.2xlarge=15; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=4}
viralrecon,exponential,0.2,40,65,ROUNDROBIN,586.1899999999996,3, 52, 0, 0, 0, 5, 5, 36, 37, 0, 4, 17, 0, 1, 0, 3, 2, 14, 6, 0, 0, 2, 3, 0, 0, 12, 4,{c5.2xlarge=3; c5.xlarge=52; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=5; i3.large=36; i3.xlarge=37; m5.2xlarge=0; m5.large=4; m5.xlarge=17; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=14; r5.2xlarge=6; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=4}
viralrecon,exponential,0.2,40,65,STATIC,929.4999999999995,9, 50, 5, 0, 0, 7, 5, 21, 13, 5, 4, 11, 2, 3, 0, 4, 2, 18, 14, 8, 0, 1, 2, 2, 0, 15, 4,{c5.2xlarge=9; c5.xlarge=50; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=5; i3.large=21; i3.xlarge=13; m5.2xlarge=5; m5.large=4; m5.xlarge=11; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=18; r5.2xlarge=14; r5.large=8; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=4}
viralrecon,exponential,0.2,40,65,NOML,364.7099999999999,12, 9, 4, 0, 0, 7, 8, 6, 9, 16, 15, 14, 4, 6, 0, 7, 8, 11, 13, 11, 0, 5, 6, 5, 0, 22, 7,{c5.2xlarge=12; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=8; i3.large=6; i3.xlarge=9; m5.2xlarge=16; m5.large=15; m5.xlarge=14; m5a.2xlarge=4; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=11; r5.2xlarge=13; r5.large=11; r5.xlarge=0; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=22; z1d.xlarge=7}
viralrecon,exponential,0.2,40,65,CUSTOMCLUSTERNOML,337.5999999999999,10, 18, 4, 0, 0, 18, 10, 12, 7, 10, 6, 12, 5, 5, 0, 4, 5, 16, 23, 4, 0, 8, 4, 7, 0, 9, 9,{c5.2xlarge=10; c5.xlarge=18; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=18; i3.2xlarge=10; i3.large=12; i3.xlarge=7; m5.2xlarge=10; m5.large=6; m5.xlarge=12; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=16; r5.2xlarge=23; r5.large=4; r5.xlarge=0; r5a.2xlarge=8; r5a.large=4; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=9}
viralrecon,exponential,0.2,40,65,TEXTDISTANCE,358.51999999999987,7, 13, 12, 0, 0, 9, 6, 17, 4, 13, 17, 11, 7, 4, 0, 5, 6, 22, 8, 14, 0, 4, 4, 2, 0, 10, 10,{c5.2xlarge=7; c5.xlarge=13; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=6; i3.large=17; i3.xlarge=4; m5.2xlarge=13; m5.large=17; m5.xlarge=11; m5a.2xlarge=7; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=22; r5.2xlarge=8; r5.large=14; r5.xlarge=0; r5a.2xlarge=4; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=10}
viralrecon,exponential,0.2,40,65,CRITICALPATH,348.52999999999986,15, 15, 5, 0, 0, 11, 8, 8, 5, 13, 9, 8, 8, 8, 0, 7, 10, 13, 8, 7, 0, 3, 5, 7, 0, 23, 9,{c5.2xlarge=15; c5.xlarge=15; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=8; i3.large=8; i3.xlarge=5; m5.2xlarge=13; m5.large=9; m5.xlarge=8; m5a.2xlarge=8; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=10; m5zn.xlarge=13; r5.2xlarge=8; r5.large=7; r5.xlarge=0; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=9}
viralrecon,exponential,0.2,40,65,CRITICALPATHREVERSE,452.8999999999998,17, 14, 11, 0, 0, 9, 6, 8, 11, 7, 6, 11, 9, 10, 0, 4, 7, 14, 13, 9, 0, 6, 5, 9, 0, 16, 3,{c5.2xlarge=17; c5.xlarge=14; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=6; i3.large=8; i3.xlarge=11; m5.2xlarge=7; m5.large=6; m5.xlarge=11; m5a.2xlarge=9; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=7; m5zn.xlarge=14; r5.2xlarge=13; r5.large=9; r5.xlarge=0; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=3}
viralrecon,exponential,0.2,40,65,RESHIV2,364.0199999999999,19, 12, 12, 0, 0, 10, 7, 2, 11, 8, 9, 11, 4, 6, 0, 6, 5, 9, 9, 14, 0, 9, 5, 7, 0, 24, 6,{c5.2xlarge=19; c5.xlarge=12; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=7; i3.large=2; i3.xlarge=11; m5.2xlarge=8; m5.large=9; m5.xlarge=11; m5a.2xlarge=4; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=9; r5.2xlarge=9; r5.large=14; r5.xlarge=0; r5a.2xlarge=9; r5a.large=5; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=24; z1d.xlarge=6}
viralrecon,exponential,0.2,40,65,RESHIV3,449.21,10, 18, 6, 0, 0, 11, 9, 5, 3, 7, 11, 10, 6, 5, 0, 10, 11, 15, 7, 13, 0, 4, 5, 10, 0, 22, 7,{c5.2xlarge=10; c5.xlarge=18; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=9; i3.large=5; i3.xlarge=3; m5.2xlarge=7; m5.large=11; m5.xlarge=10; m5a.2xlarge=6; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=11; m5zn.xlarge=15; r5.2xlarge=7; r5.large=13; r5.xlarge=0; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=22; z1d.xlarge=7}
viralrecon,exponential,0.2,40,65,RESHIMAX,390.90999999999997,16, 11, 4, 0, 0, 9, 12, 6, 10, 11, 12, 5, 5, 5, 0, 3, 9, 14, 12, 6, 0, 8, 10, 8, 0, 25, 4,{c5.2xlarge=16; c5.xlarge=11; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=12; i3.large=6; i3.xlarge=10; m5.2xlarge=11; m5.large=12; m5.xlarge=5; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=9; m5zn.xlarge=14; r5.2xlarge=12; r5.large=6; r5.xlarge=0; r5a.2xlarge=8; r5a.large=10; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=25; z1d.xlarge=4}
viralrecon,exponential,0.2,40,65,RESHIFCFS,450.87999999999994,19, 10, 7, 0, 0, 11, 3, 7, 6, 11, 5, 6, 5, 7, 0, 13, 9, 12, 9, 12, 0, 5, 7, 7, 0, 21, 13,{c5.2xlarge=19; c5.xlarge=10; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=3; i3.large=7; i3.xlarge=6; m5.2xlarge=11; m5.large=5; m5.xlarge=6; m5a.2xlarge=5; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=9; m5zn.xlarge=12; r5.2xlarge=9; r5.large=12; r5.xlarge=0; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=13}
viralrecon,exponential,0.2,40,66,MINMIN,549.04,11, 37, 5, 0, 0, 5, 5, 19, 16, 9, 9, 8, 3, 1, 0, 2, 8, 10, 15, 6, 0, 3, 5, 5, 0, 19, 4,{c5.2xlarge=11; c5.xlarge=37; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=5; i3.large=19; i3.xlarge=16; m5.2xlarge=9; m5.large=9; m5.xlarge=8; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=15; r5.large=6; r5.xlarge=0; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=19; z1d.xlarge=4}
viralrecon,exponential,0.2,40,66,MAXMIN,554.6899999999999,0, 0, 18, 13, 15, 3, 0, 0, 3, 0, 0, 12, 0, 0, 4, 0, 31, 15, 13, 0, 11, 0, 2, 29, 0, 13, 24,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=13; d3.2xlarge=15; d3.xlarge=3; i3.2xlarge=0; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=31; m5zn.xlarge=15; r5.2xlarge=13; r5.large=0; r5.xlarge=11; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=29; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=24}
viralrecon,exponential,0.2,40,66,MCT,554.68,0, 0, 18, 14, 12, 4, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 39, 9, 10, 0, 9, 0, 2, 47, 0, 13, 20,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=14; d3.2xlarge=12; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=39; m5zn.xlarge=9; r5.2xlarge=10; r5.large=0; r5.xlarge=9; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=20}
viralrecon,exponential,0.2,40,66,ROUNDROBIN,595.0499999999997,0, 0, 25, 5, 17, 0, 0, 3, 2, 0, 0, 10, 0, 0, 5, 0, 2, 12, 12, 0, 28, 0, 5, 64, 0, 6, 10,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=25; c5a.xlarge=5; d3.2xlarge=17; d3.xlarge=0; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=12; r5.2xlarge=12; r5.large=0; r5.xlarge=28; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=64; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=10}
viralrecon,exponential,0.2,40,66,STATIC,631.3899999999999,0, 0, 10, 10, 10, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 45, 16, 8, 0, 9, 0, 6, 56, 0, 9, 20,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=10; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=45; m5zn.xlarge=16; r5.2xlarge=8; r5.large=0; r5.xlarge=9; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=56; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=20}
viralrecon,exponential,0.2,40,66,NOML,335.6599999999999,0, 0, 10, 10, 8, 10, 0, 11, 8, 0, 0, 13, 0, 0, 11, 0, 26, 20, 16, 0, 11, 0, 6, 8, 0, 16, 21,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=8; d3.xlarge=10; i3.2xlarge=0; i3.large=11; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=13; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=20; r5.2xlarge=16; r5.large=0; r5.xlarge=11; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=21}
viralrecon,exponential,0.2,40,66,CUSTOMCLUSTERNOML,591.5999999999999,0, 0, 14, 15, 13, 7, 0, 12, 17, 0, 0, 12, 0, 0, 11, 0, 8, 12, 31, 0, 15, 0, 3, 9, 0, 6, 20,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=13; d3.xlarge=7; i3.2xlarge=0; i3.large=12; i3.xlarge=17; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=31; r5.large=0; r5.xlarge=15; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=20}
viralrecon,exponential,0.2,40,66,TEXTDISTANCE,473.09999999999997,0, 0, 7, 16, 15, 11, 0, 7, 10, 0, 0, 8, 0, 0, 11, 0, 14, 19, 16, 0, 18, 0, 12, 11, 0, 13, 18,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=16; d3.2xlarge=15; d3.xlarge=11; i3.2xlarge=0; i3.large=7; i3.xlarge=10; m5.2xlarge=0; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=19; r5.2xlarge=16; r5.large=0; r5.xlarge=18; r5a.2xlarge=0; r5a.large=12; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=18}
viralrecon,exponential,0.2,40,66,CRITICALPATH,331.03999999999985,0, 0, 14, 10, 10, 11, 0, 11, 9, 0, 0, 12, 0, 0, 10, 0, 41, 13, 12, 0, 9, 0, 9, 6, 0, 12, 16,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=10; d3.xlarge=11; i3.2xlarge=0; i3.large=11; i3.xlarge=9; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=0; m5zn.large=41; m5zn.xlarge=13; r5.2xlarge=12; r5.large=0; r5.xlarge=9; r5a.2xlarge=0; r5a.large=9; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=16}
viralrecon,exponential,0.2,40,66,CRITICALPATHREVERSE,388.7199999999999,0, 0, 13, 16, 14, 6, 0, 8, 11, 0, 0, 17, 0, 0, 4, 0, 37, 8, 13, 0, 6, 0, 9, 15, 0, 12, 16,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=13; c5a.xlarge=16; d3.2xlarge=14; d3.xlarge=6; i3.2xlarge=0; i3.large=8; i3.xlarge=11; m5.2xlarge=0; m5.large=0; m5.xlarge=17; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=37; m5zn.xlarge=8; r5.2xlarge=13; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=9; r5a.xlarge=15; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=16}
viralrecon,exponential,0.2,40,66,RESHIV2,353.55999999999995,0, 0, 15, 16, 8, 14, 0, 8, 10, 0, 0, 13, 0, 0, 7, 0, 28, 6, 7, 0, 10, 0, 10, 5, 0, 21, 27,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=15; c5a.xlarge=16; d3.2xlarge=8; d3.xlarge=14; i3.2xlarge=0; i3.large=8; i3.xlarge=10; m5.2xlarge=0; m5.large=0; m5.xlarge=13; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=6; r5.2xlarge=7; r5.large=0; r5.xlarge=10; r5a.2xlarge=0; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=27}
viralrecon,exponential,0.2,40,66,RESHIV3,582.9399999999998,0, 0, 11, 21, 14, 6, 0, 8, 6, 0, 0, 11, 0, 0, 6, 0, 35, 7, 15, 0, 8, 0, 6, 12, 0, 18, 22,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=21; d3.2xlarge=14; d3.xlarge=6; i3.2xlarge=0; i3.large=8; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=11; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=35; m5zn.xlarge=7; r5.2xlarge=15; r5.large=0; r5.xlarge=8; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=12; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=22}
