Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.05,40,0,MINMIN,353.86,0, 9, 13, 11, 6, 5, 1, 1, 0, 3, 2, 5, 2, 0, 1, 17, 0, 7, 0, 2, 3, 1, 3, 1, 0, 0, 5,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,MAXMIN,530.92,0, 6, 11, 8, 8, 5, 2, 3, 0, 8, 2, 7, 2, 0, 3, 13, 0, 2, 0, 2, 4, 0, 6, 4, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=8; d3.xlarge=5; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=8; m5.large=2; m5.xlarge=7; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,MCT,481.93999999999994,0, 5, 15, 10, 6, 7, 1, 1, 0, 4, 3, 9, 1, 0, 2, 16, 0, 6, 0, 2, 2, 0, 3, 2, 0, 0, 3,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=15; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=7; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=9; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,ROUNDROBIN,571.4099999999999,0, 5, 10, 5, 10, 8, 2, 1, 0, 6, 4, 2, 6, 0, 3, 11, 0, 1, 0, 3, 6, 4, 8, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=10; c5a.xlarge=5; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=4; m5.xlarge=2; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=6; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,STATIC,383.1699999999999,0, 6, 19, 10, 6, 4, 1, 2, 0, 4, 1, 6, 2, 0, 2, 18, 0, 5, 0, 1, 4, 0, 2, 2, 0, 0, 3,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=19; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=1; m5.xlarge=6; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=18; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,NOML,705.4899999999999,0, 10, 12, 9, 0, 3, 1, 2, 0, 5, 1, 7, 6, 0, 5, 6, 0, 2, 0, 3, 5, 7, 7, 4, 0, 0, 3,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=12; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=5; m5.large=1; m5.xlarge=7; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=3; r5.xlarge=5; r5a.2xlarge=7; r5a.large=7; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,CUSTOMCLUSTERNOML,558.6299999999999,0, 2, 13, 8, 8, 4, 2, 3, 0, 5, 2, 7, 3, 0, 3, 13, 0, 3, 0, 5, 5, 3, 5, 2, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=8; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=5; m5.large=2; m5.xlarge=7; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=5; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,TEXTDISTANCE,354.19999999999993,0, 4, 11, 6, 6, 4, 1, 2, 0, 7, 4, 12, 3, 0, 2, 6, 0, 4, 0, 3, 7, 6, 6, 1, 0, 0, 3,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=6; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=7; m5.large=4; m5.xlarge=12; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=3; r5.xlarge=7; r5a.2xlarge=6; r5a.large=6; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,CRITICALPATH,525.96,0, 4, 13, 10, 6, 4, 3, 3, 0, 6, 1, 8, 1, 0, 7, 9, 0, 2, 0, 1, 4, 2, 6, 6, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=13; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=3; i3.large=3; i3.xlarge=0; m5.2xlarge=6; m5.large=1; m5.xlarge=8; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=4; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,CRITICALPATHREVERSE,538.7899999999998,0, 9, 13, 12, 6, 4, 1, 1, 0, 4, 3, 3, 3, 0, 3, 12, 0, 5, 0, 2, 4, 0, 4, 3, 0, 0, 6,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=3; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,RESHIV2,524.76,0, 5, 12, 10, 9, 5, 2, 1, 0, 4, 4, 5, 4, 0, 2, 10, 0, 5, 0, 4, 5, 1, 3, 4, 0, 0, 3,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=9; d3.xlarge=5; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=4; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,RESHIV3,475.44,0, 5, 12, 10, 6, 6, 3, 1, 0, 5, 4, 5, 2, 0, 5, 11, 0, 3, 0, 4, 2, 2, 3, 7, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,RESHIMAX,489.47999999999996,0, 8, 8, 6, 11, 8, 3, 2, 0, 2, 4, 7, 1, 0, 2, 10, 0, 2, 0, 4, 5, 2, 5, 4, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=4; m5.xlarge=7; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,0,RESHIFCFS,532.52,0, 7, 14, 9, 11, 4, 2, 1, 0, 4, 3, 6, 1, 0, 2, 13, 0, 3, 0, 3, 3, 0, 4, 3, 0, 0, 5,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=14; c5a.xlarge=9; d3.2xlarge=11; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=3; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,1,MINMIN,355.79999999999995,0, 11, 14, 10, 4, 5, 1, 2, 0, 4, 5, 6, 1, 0, 1, 16, 0, 5, 0, 2, 3, 1, 5, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=5; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.05,40,1,MAXMIN,473.91,0, 9, 17, 8, 6, 5, 2, 1, 0, 2, 5, 8, 2, 0, 3, 9, 0, 2, 0, 2, 5, 1, 7, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=17; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=5; m5.xlarge=8; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=2; r5.xlarge=5; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.05,40,1,MCT,354.60999999999996,0, 10, 16, 9, 5, 4, 1, 1, 0, 2, 7, 6, 1, 0, 2, 17, 0, 4, 0, 3, 4, 0, 4, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=16; c5a.xlarge=9; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=7; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=3; r5.xlarge=4; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.05,40,1,ROUNDROBIN,561.6999999999999,0, 6, 10, 6, 8, 7, 1, 1, 0, 5, 9, 1, 8, 0, 3, 9, 0, 1, 0, 1, 7, 4, 9, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=10; c5a.xlarge=6; d3.2xlarge=8; d3.xlarge=7; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=5; m5.large=9; m5.xlarge=1; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=7; r5a.2xlarge=4; r5a.large=9; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.05,40,1,STATIC,346.63999999999993,0, 9, 10, 10, 6, 4, 1, 1, 0, 4, 4, 6, 2, 0, 3, 15, 0, 7, 0, 1, 4, 0, 7, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=4; m5.xlarge=6; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=15; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=1; r5.xlarge=4; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.05,40,1,NOML,706.84,0, 9, 13, 9, 4, 3, 1, 2, 0, 4, 3, 7, 6, 0, 6, 5, 0, 2, 0, 3, 4, 9, 4, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=7; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=3; r5.xlarge=4; r5a.2xlarge=9; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
