Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,exponential,0.15,40,141,RESHIV3,396.18999999999994,8, 0, 4, 4, 2, 2, 1, 1, 2, 6, 0, 7, 0, 1, 1, 13, 10, 10, 0, 6, 3, 1, 1, 3, 8, 0, 4,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=13; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=0; r5.large=6; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,141,RESHIMAX,351.09,9, 0, 4, 5, 2, 2, 1, 4, 2, 6, 0, 7, 0, 0, 2, 13, 8, 7, 0, 6, 2, 1, 2, 5, 6, 0, 4,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=4; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=13; m5zn.large=8; m5zn.xlarge=7; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,141,RESHIFCFS,414.35999999999996,8, 0, 4, 5, 1, 3, 0, 3, 3, 7, 0, 6, 0, 1, 0, 12, 12, 12, 0, 4, 4, 2, 1, 1, 5, 0, 4,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=7; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=12; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,142,MINMIN,407.55999999999995,11, 0, 3, 4, 1, 2, 1, 1, 2, 7, 0, 8, 0, 1, 0, 17, 14, 12, 0, 4, 1, 0, 1, 1, 5, 0, 2,{c5.2xlarge=11; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=14; m5zn.xlarge=12; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=2}
chipseq,exponential,0.15,40,142,MAXMIN,720.0699999999999,7, 6, 5, 0, 3, 4, 4, 6, 2, 0, 0, 5, 7, 0, 7, 0, 17, 0, 0, 2, 7, 0, 0, 7, 0, 2, 7,{c5.2xlarge=7; c5.xlarge=6; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=4; i3.large=6; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=7}
chipseq,exponential,0.15,40,142,MCT,351.28,6, 6, 11, 0, 5, 6, 2, 5, 4, 0, 0, 5, 3, 0, 6, 0, 17, 0, 0, 6, 5, 0, 0, 3, 0, 3, 5,{c5.2xlarge=6; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=6; i3.2xlarge=2; i3.large=5; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=5}
chipseq,exponential,0.15,40,142,ROUNDROBIN,721.1399999999999,7, 2, 9, 0, 1, 6, 7, 5, 7, 0, 0, 6, 5, 0, 8, 0, 13, 0, 0, 4, 6, 0, 0, 4, 0, 1, 7,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=7; i3.large=5; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=7}
chipseq,exponential,0.15,40,142,STATIC,429.0199999999999,8, 5, 3, 0, 4, 4, 4, 3, 9, 0, 0, 7, 4, 0, 2, 0, 14, 0, 0, 4, 5, 0, 0, 7, 0, 6, 9,{c5.2xlarge=8; c5.xlarge=5; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=4; i3.large=3; i3.xlarge=9; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=9}
chipseq,exponential,0.15,40,142,NOML,534.1899999999999,13, 9, 9, 0, 2, 5, 5, 3, 3, 0, 0, 4, 3, 0, 4, 0, 7, 0, 0, 6, 9, 0, 0, 6, 0, 4, 6,{c5.2xlarge=13; c5.xlarge=9; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=5; i3.large=3; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6}
chipseq,exponential,0.15,40,142,CUSTOMCLUSTERNOML,721.56,8, 9, 8, 0, 4, 4, 5, 7, 6, 0, 0, 5, 2, 0, 6, 0, 10, 0, 0, 6, 6, 0, 0, 3, 0, 5, 4,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=5; i3.large=7; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=4}
chipseq,exponential,0.15,40,142,TEXTDISTANCE,550.0999999999999,9, 9, 8, 0, 3, 5, 2, 6, 3, 0, 0, 10, 4, 0, 4, 0, 7, 0, 0, 6, 14, 0, 0, 2, 0, 2, 4,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=2; i3.large=6; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
chipseq,exponential,0.15,40,142,CRITICALPATH,548.9199999999998,9, 5, 8, 0, 2, 4, 3, 7, 7, 0, 0, 6, 2, 0, 7, 0, 13, 0, 0, 2, 11, 0, 0, 5, 0, 2, 5,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=3; i3.large=7; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=11; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=5}
chipseq,exponential,0.15,40,142,CRITICALPATHREVERSE,544.3399999999999,10, 8, 9, 0, 3, 5, 3, 3, 1, 0, 0, 3, 4, 0, 4, 0, 16, 0, 0, 4, 7, 0, 0, 4, 0, 5, 9,{c5.2xlarge=10; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=3; i3.large=3; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=9}
chipseq,exponential,0.15,40,142,RESHIV2,549.15,8, 4, 8, 0, 3, 5, 2, 5, 6, 0, 0, 7, 4, 0, 2, 0, 15, 0, 0, 8, 9, 0, 0, 5, 0, 3, 4,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=2; i3.large=5; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=4}
chipseq,exponential,0.15,40,142,RESHIV3,532.03,9, 5, 8, 0, 4, 6, 2, 5, 6, 0, 0, 5, 2, 0, 5, 0, 13, 0, 0, 8, 8, 0, 0, 6, 0, 2, 4,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=2; i3.large=5; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=4}
chipseq,exponential,0.15,40,142,RESHIMAX,544.5999999999999,8, 9, 6, 0, 4, 6, 2, 6, 6, 0, 0, 4, 3, 0, 5, 0, 11, 0, 0, 5, 9, 0, 0, 5, 0, 2, 7,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=2; i3.large=6; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=7}
chipseq,exponential,0.15,40,142,RESHIFCFS,481.44999999999993,8, 9, 7, 0, 3, 5, 2, 5, 5, 0, 0, 5, 2, 0, 2, 0, 16, 0, 0, 7, 7, 0, 0, 6, 0, 4, 5,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=2; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=5}
chipseq,exponential,0.15,40,143,MINMIN,552.54,10, 10, 6, 0, 0, 5, 2, 3, 7, 0, 0, 5, 3, 0, 3, 0, 18, 0, 0, 4, 6, 0, 0, 6, 0, 3, 7,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=3; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=7}
chipseq,exponential,0.15,40,143,MAXMIN,465.40999999999997,0, 4, 9, 10, 2, 0, 3, 1, 3, 7, 0, 2, 7, 3, 0, 3, 0, 12, 3, 3, 2, 1, 1, 0, 10, 7, 5,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=7; m5.large=0; m5.xlarge=2; m5a.2xlarge=7; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=3; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=7; z1d.xlarge=5}
chipseq,exponential,0.15,40,143,MCT,464.09999999999997,0, 4, 11, 7, 1, 0, 3, 2, 3, 7, 0, 1, 5, 3, 0, 3, 0, 11, 4, 5, 2, 0, 2, 0, 10, 8, 6,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=7; m5.large=0; m5.xlarge=1; m5a.2xlarge=5; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=4; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=8; z1d.xlarge=6}
chipseq,exponential,0.15,40,143,ROUNDROBIN,547.4499999999999,0, 1, 2, 11, 5, 0, 5, 2, 5, 9, 0, 2, 5, 5, 0, 1, 0, 12, 1, 3, 5, 0, 4, 0, 8, 7, 5,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=11; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=5; i3.large=2; i3.xlarge=5; m5.2xlarge=9; m5.large=0; m5.xlarge=2; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=1; r5.large=3; r5.xlarge=5; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=7; z1d.xlarge=5}
chipseq,exponential,0.15,40,143,STATIC,464.35999999999996,0, 2, 9, 12, 1, 0, 2, 3, 4, 9, 0, 2, 3, 5, 0, 3, 0, 9, 4, 2, 3, 1, 2, 0, 9, 9, 4,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=12; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=9; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=4; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=9; z1d.xlarge=4}
chipseq,exponential,0.15,40,143,NOML,448.2699999999999,0, 7, 8, 8, 1, 0, 3, 1, 2, 9, 0, 2, 11, 2, 0, 3, 0, 4, 5, 6, 3, 2, 2, 0, 9, 5, 5,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=2; m5.2xlarge=9; m5.large=0; m5.xlarge=2; m5a.2xlarge=11; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=5; r5.large=6; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=5; z1d.xlarge=5}
chipseq,exponential,0.15,40,143,CUSTOMCLUSTERNOML,488.60999999999996,0, 2, 8, 6, 4, 0, 4, 2, 4, 6, 0, 2, 0, 4, 0, 4, 0, 5, 7, 7, 1, 2, 2, 0, 13, 9, 6,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=4; i3.large=2; i3.xlarge=4; m5.2xlarge=6; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=7; r5.large=7; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=13; z1d.large=9; z1d.xlarge=6}
chipseq,exponential,0.15,40,143,TEXTDISTANCE,419.28,0, 2, 9, 6, 2, 0, 2, 3, 5, 16, 0, 6, 5, 4, 0, 5, 0, 7, 4, 4, 3, 2, 1, 0, 7, 2, 3,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=5; m5.2xlarge=16; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=4; r5.large=4; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.15,40,143,CRITICALPATH,488.8299999999999,0, 2, 8, 10, 3, 0, 4, 3, 6, 8, 0, 2, 4, 6, 0, 4, 0, 7, 6, 5, 3, 3, 0, 0, 7, 4, 4,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=4; i3.large=3; i3.xlarge=6; m5.2xlarge=8; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=6; r5.large=5; r5.xlarge=3; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=4; z1d.xlarge=4}
chipseq,exponential,0.15,40,143,CRITICALPATHREVERSE,501.37,0, 4, 8, 11, 3, 0, 3, 1, 1, 5, 0, 2, 5, 2, 0, 4, 0, 11, 3, 3, 2, 2, 1, 0, 9, 10, 8,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=11; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=5; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=3; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=10; z1d.xlarge=8}
chipseq,exponential,0.15,40,143,RESHIV2,525.25,0, 5, 9, 10, 2, 0, 4, 3, 3, 8, 0, 3, 1, 2, 0, 4, 0, 7, 4, 9, 2, 2, 2, 0, 6, 8, 4,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=9; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=4; i3.large=3; i3.xlarge=3; m5.2xlarge=8; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=4; r5.large=9; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=8; z1d.xlarge=4}
chipseq,exponential,0.15,40,143,RESHIV3,525.5,0, 5, 8, 10, 4, 0, 3, 1, 3, 8, 0, 3, 2, 2, 0, 4, 0, 8, 3, 8, 2, 2, 2, 0, 7, 8, 5,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=8; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=3; r5.large=8; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=8; z1d.xlarge=5}
chipseq,exponential,0.15,40,143,RESHIMAX,350.09999999999997,0, 5, 7, 10, 3, 0, 0, 2, 5, 5, 0, 4, 4, 7, 0, 4, 0, 4, 4, 5, 3, 1, 1, 0, 11, 6, 7,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=7; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=5; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=4; r5.large=5; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=6; z1d.xlarge=7}
chipseq,exponential,0.15,40,143,RESHIFCFS,487.67999999999995,0, 2, 8, 10, 4, 0, 3, 1, 7, 7, 0, 3, 0, 2, 0, 5, 0, 6, 3, 6, 2, 2, 1, 0, 13, 8, 5,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=7; m5.2xlarge=7; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=3; r5.large=6; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=13; z1d.large=8; z1d.xlarge=5}
chipseq,exponential,0.15,40,144,MINMIN,355.3299999999999,0, 2, 9, 8, 1, 0, 3, 2, 2, 7, 0, 3, 6, 2, 0, 5, 0, 14, 4, 6, 2, 1, 1, 0, 9, 4, 7,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=3; i3.large=2; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=3; m5a.2xlarge=6; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=4; r5.large=6; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=4; z1d.xlarge=7}
chipseq,exponential,0.15,40,144,MAXMIN,727.8399999999999,20, 4, 8, 9, 1, 2, 4, 5, 2, 3, 0, 1, 3, 0, 1, 3, 12, 0, 0, 0, 0, 1, 2, 2, 0, 3, 12,{c5.2xlarge=20; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=4; i3.large=5; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=12}
chipseq,exponential,0.15,40,144,MCT,346.80999999999995,17, 5, 9, 7, 1, 2, 4, 10, 2, 2, 0, 1, 2, 0, 1, 6, 9, 0, 0, 0, 0, 1, 2, 4, 0, 5, 8,{c5.2xlarge=17; c5.xlarge=5; c5a.2xlarge=9; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=4; i3.large=10; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=8}
chipseq,exponential,0.15,40,144,ROUNDROBIN,731.2299999999999,16, 1, 2, 2, 5, 2, 2, 12, 3, 4, 0, 0, 13, 0, 1, 5, 9, 0, 0, 0, 0, 1, 2, 2, 0, 6, 10,{c5.2xlarge=16; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=2; i3.large=12; i3.xlarge=3; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=13; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=10}
