Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.2,40,53,CRITICALPATHREVERSE,386.60999999999996,8, 8, 0, 8, 7, 9, 1, 0, 0, 2, 9, 13, 7, 5, 5, 9, 21, 23, 8, 8, 6, 7, 6, 0, 8, 13, 14,{c5.2xlarge=8; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=9; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=9; m5.xlarge=13; m5a.2xlarge=7; m5a.large=5; m5a.xlarge=5; m5zn.2xlarge=9; m5zn.large=21; m5zn.xlarge=23; r5.2xlarge=8; r5.large=8; r5.xlarge=6; r5a.2xlarge=7; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=13; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.2,40,53,RESHIV2,352.31,10, 11, 0, 12, 8, 9, 7, 0, 0, 6, 10, 8, 5, 6, 8, 10, 18, 12, 11, 7, 11, 4, 1, 0, 7, 13, 12,{c5.2xlarge=10; c5.xlarge=11; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=9; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=10; m5.xlarge=8; m5a.2xlarge=5; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=10; m5zn.large=18; m5zn.xlarge=12; r5.2xlarge=11; r5.large=7; r5.xlarge=11; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=13; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.2,40,53,RESHIV3,371.74999999999994,3, 11, 0, 10, 11, 5, 5, 0, 0, 6, 7, 8, 4, 8, 8, 14, 20, 17, 11, 7, 4, 10, 1, 0, 2, 17, 16,{c5.2xlarge=3; c5.xlarge=11; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=11; d3.xlarge=5; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=7; m5.xlarge=8; m5a.2xlarge=4; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=14; m5zn.large=20; m5zn.xlarge=17; r5.2xlarge=11; r5.large=7; r5.xlarge=4; r5a.2xlarge=10; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=17; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.2,40,53,RESHIMAX,353.1799999999999,8, 12, 0, 10, 7, 12, 6, 0, 0, 5, 7, 7, 3, 4, 6, 5, 15, 18, 7, 8, 9, 11, 6, 0, 6, 16, 17,{c5.2xlarge=8; c5.xlarge=12; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=7; d3.xlarge=12; i3.2xlarge=6; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=7; m5.xlarge=7; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=5; m5zn.large=15; m5zn.xlarge=18; r5.2xlarge=7; r5.large=8; r5.xlarge=9; r5a.2xlarge=11; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=16; z1d.xlarge=17},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.2,40,53,RESHIFCFS,354.09999999999985,8, 10, 0, 15, 10, 8, 7, 0, 0, 4, 8, 8, 4, 8, 8, 10, 18, 16, 6, 8, 3, 5, 3, 0, 9, 15, 14,{c5.2xlarge=8; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=8; m5.xlarge=8; m5a.2xlarge=4; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=10; m5zn.large=18; m5zn.xlarge=16; r5.2xlarge=6; r5.large=8; r5.xlarge=3; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=15; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,MINMIN,540.51,18, 20, 18, 0, 3, 2, 2, 7, 3, 2, 0, 7, 0, 6, 0, 4, 11, 0, 0, 8, 0, 0, 0, 29, 31, 19, 16,{c5.2xlarge=18; c5.xlarge=20; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=7; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=29; z1d.2xlarge=31; z1d.large=19; z1d.xlarge=16},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,MAXMIN,564.29,24, 18, 18, 0, 3, 5, 0, 7, 3, 1, 0, 12, 0, 4, 0, 4, 10, 0, 0, 11, 0, 1, 0, 35, 19, 15, 15,{c5.2xlarge=24; c5.xlarge=18; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=0; i3.large=7; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=35; z1d.2xlarge=19; z1d.large=15; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,MCT,565.5199999999999,21, 38, 14, 0, 6, 6, 2, 4, 3, 1, 0, 10, 0, 4, 0, 9, 11, 0, 0, 10, 0, 0, 0, 33, 13, 6, 15,{c5.2xlarge=21; c5.xlarge=38; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=2; i3.large=4; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=33; z1d.2xlarge=13; z1d.large=6; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,ROUNDROBIN,589.6399999999998,6, 27, 10, 0, 10, 0, 0, 5, 2, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 12, 0, 0, 0, 33, 71, 12, 5,{c5.2xlarge=6; c5.xlarge=27; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=12; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=33; z1d.2xlarge=71; z1d.large=12; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,STATIC,539.7499999999998,29, 21, 13, 0, 1, 6, 1, 0, 3, 5, 0, 8, 0, 3, 0, 4, 5, 0, 0, 8, 0, 0, 0, 15, 54, 12, 18,{c5.2xlarge=29; c5.xlarge=21; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=15; z1d.2xlarge=54; z1d.large=12; z1d.xlarge=18},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,NOML,329.1499999999998,10, 33, 9, 0, 8, 2, 9, 7, 9, 3, 0, 19, 0, 12, 0, 13, 9, 0, 0, 4, 0, 10, 0, 16, 10, 10, 12,{c5.2xlarge=10; c5.xlarge=33; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=9; i3.large=7; i3.xlarge=9; m5.2xlarge=3; m5.large=0; m5.xlarge=19; m5a.2xlarge=0; m5a.large=12; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=10; r5a.large=0; r5a.xlarge=16; z1d.2xlarge=10; z1d.large=10; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,CUSTOMCLUSTERNOML,342.4699999999999,8, 24, 25, 0, 17, 11, 8, 9, 9, 6, 0, 10, 0, 6, 0, 6, 7, 0, 0, 7, 0, 5, 0, 9, 19, 5, 14,{c5.2xlarge=8; c5.xlarge=24; c5a.2xlarge=25; c5a.xlarge=0; d3.2xlarge=17; d3.xlarge=11; i3.2xlarge=8; i3.large=9; i3.xlarge=9; m5.2xlarge=6; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=19; z1d.large=5; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,TEXTDISTANCE,349.5699999999999,6, 11, 12, 0, 12, 8, 14, 11, 8, 8, 0, 22, 0, 4, 0, 4, 11, 0, 0, 16, 0, 11, 0, 14, 14, 8, 11,{c5.2xlarge=6; c5.xlarge=11; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=8; i3.2xlarge=14; i3.large=11; i3.xlarge=8; m5.2xlarge=8; m5.large=0; m5.xlarge=22; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=16; r5.xlarge=0; r5a.2xlarge=11; r5a.large=0; r5a.xlarge=14; z1d.2xlarge=14; z1d.large=8; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,CRITICALPATH,328.09999999999985,9, 17, 17, 0, 11, 8, 13, 7, 4, 10, 0, 12, 0, 4, 0, 10, 8, 0, 0, 11, 0, 4, 0, 8, 19, 12, 21,{c5.2xlarge=9; c5.xlarge=17; c5a.2xlarge=17; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=13; i3.large=7; i3.xlarge=4; m5.2xlarge=10; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=8; z1d.2xlarge=19; z1d.large=12; z1d.xlarge=21},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,CRITICALPATHREVERSE,373.1299999999999,14, 23, 11, 0, 8, 10, 2, 7, 8, 8, 0, 12, 0, 6, 0, 8, 10, 0, 0, 16, 0, 4, 0, 9, 21, 10, 18,{c5.2xlarge=14; c5.xlarge=23; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=10; i3.2xlarge=2; i3.large=7; i3.xlarge=8; m5.2xlarge=8; m5.large=0; m5.xlarge=12; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=16; r5.xlarge=0; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=21; z1d.large=10; z1d.xlarge=18},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,RESHIV2,361.25999999999993,22, 14, 14, 0, 11, 12, 6, 5, 12, 7, 0, 7, 0, 7, 0, 10, 10, 0, 0, 7, 0, 8, 0, 8, 20, 9, 17,{c5.2xlarge=22; c5.xlarge=14; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=12; i3.2xlarge=6; i3.large=5; i3.xlarge=12; m5.2xlarge=7; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=8; r5a.large=0; r5a.xlarge=8; z1d.2xlarge=20; z1d.large=9; z1d.xlarge=17},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,RESHIV3,368.9499999999999,14, 18, 16, 0, 4, 13, 13, 8, 9, 6, 0, 9, 0, 6, 0, 9, 8, 0, 0, 5, 0, 7, 0, 10, 20, 6, 25,{c5.2xlarge=14; c5.xlarge=18; c5a.2xlarge=16; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=13; i3.2xlarge=13; i3.large=8; i3.xlarge=9; m5.2xlarge=6; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=20; z1d.large=6; z1d.xlarge=25},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,RESHIMAX,364.3399999999999,15, 19, 13, 0, 7, 6, 6, 10, 16, 6, 0, 11, 0, 5, 0, 9, 9, 0, 0, 7, 0, 7, 0, 10, 16, 9, 25,{c5.2xlarge=15; c5.xlarge=19; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=6; i3.2xlarge=6; i3.large=10; i3.xlarge=16; m5.2xlarge=6; m5.large=0; m5.xlarge=11; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=16; z1d.large=9; z1d.xlarge=25},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,54,RESHIFCFS,370.42999999999995,23, 17, 12, 0, 11, 12, 4, 8, 6, 14, 0, 7, 0, 5, 0, 8, 9, 0, 0, 6, 0, 6, 0, 9, 20, 10, 19,{c5.2xlarge=23; c5.xlarge=17; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=12; i3.2xlarge=4; i3.large=8; i3.xlarge=6; m5.2xlarge=14; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=6; r5.xlarge=0; r5a.2xlarge=6; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=20; z1d.large=10; z1d.xlarge=19},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.2,40,55,MINMIN,531.2699999999999,33, 11, 8, 0, 1, 0, 0, 3, 0, 8, 0, 8, 0, 17, 0, 0, 56, 7, 1, 6, 11, 1, 1, 1, 3, 18, 12,{c5.2xlarge=33; c5.xlarge=11; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=17; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=56; m5zn.xlarge=7; r5.2xlarge=1; r5.large=6; r5.xlarge=11; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=18; z1d.xlarge=12},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
