Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.2,40,0,MINMIN,491.26,0, 6, 11, 8, 7, 3, 3, 3, 0, 4, 3, 7, 4, 0, 4, 7, 0, 5, 0, 2, 4, 4, 6, 3, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=3; i3.2xlarge=3; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,TEXTDISTANCE,546.78,4, 4, 4, 2, 2, 2, 0, 3, 2, 14, 0, 0, 2, 9, 0, 0, 6, 17, 0, 0, 7, 6, 0, 4, 4, 4, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=14; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=17; r5.2xlarge=0; r5.large=0; r5.xlarge=7; r5a.2xlarge=6; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=4; z1d.large=4; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,CRITICALPATH,396.4199999999999,4, 2, 5, 5, 1, 4, 0, 6, 5, 4, 0, 0, 1, 11, 0, 0, 10, 17, 0, 0, 5, 3, 0, 2, 5, 6, 2,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=0; i3.large=6; i3.xlarge=5; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=11; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=17; r5.2xlarge=0; r5.large=0; r5.xlarge=5; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,CRITICALPATHREVERSE,486.99999999999994,4, 2, 4, 4, 3, 2, 0, 2, 1, 4, 0, 0, 1, 7, 0, 0, 10, 30, 0, 0, 3, 3, 0, 2, 5, 8, 3,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=30; r5.2xlarge=0; r5.large=0; r5.xlarge=3; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,RESHIV2,404.11,4, 4, 4, 4, 2, 2, 0, 2, 5, 4, 0, 0, 1, 6, 0, 0, 10, 19, 0, 0, 5, 1, 0, 3, 8, 12, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=5; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=19; r5.2xlarge=0; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=12; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,RESHIV3,411.53,4, 4, 5, 4, 3, 1, 0, 2, 4, 4, 0, 0, 3, 9, 0, 0, 12, 19, 0, 0, 5, 0, 0, 2, 5, 9, 3,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=4; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=19; r5.2xlarge=0; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,RESHIMAX,409.48999999999995,4, 4, 4, 5, 2, 3, 0, 4, 4, 10, 0, 0, 1, 7, 0, 0, 7, 19, 0, 0, 2, 2, 0, 3, 5, 9, 3,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=4; i3.xlarge=4; m5.2xlarge=10; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=19; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,50,RESHIFCFS,411.07,4, 4, 5, 4, 2, 2, 0, 2, 2, 4, 0, 0, 2, 8, 0, 0, 11, 19, 0, 0, 6, 1, 0, 2, 6, 12, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=19; r5.2xlarge=0; r5.large=0; r5.xlarge=6; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=12; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,MINMIN,748.3199999999999,0, 0, 6, 8, 3, 0, 2, 8, 3, 4, 2, 0, 4, 4, 0, 0, 9, 11, 2, 0, 6, 7, 2, 4, 0, 10, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=8; i3.xlarge=3; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=11; r5.2xlarge=2; r5.large=0; r5.xlarge=6; r5a.2xlarge=7; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,MAXMIN,532.8,0, 0, 8, 6, 2, 0, 3, 7, 0, 5, 7, 0, 2, 2, 0, 0, 10, 14, 2, 0, 7, 3, 1, 2, 0, 13, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=7; i3.xlarge=0; m5.2xlarge=5; m5.large=7; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=14; r5.2xlarge=2; r5.large=0; r5.xlarge=7; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,MCT,456.96,0, 0, 8, 9, 2, 0, 2, 8, 4, 2, 2, 0, 1, 2, 0, 0, 12, 17, 1, 0, 6, 1, 1, 2, 0, 15, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=8; i3.xlarge=4; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=17; r5.2xlarge=1; r5.large=0; r5.xlarge=6; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,ROUNDROBIN,724.8399999999999,0, 0, 2, 6, 4, 0, 2, 13, 5, 2, 0, 0, 4, 7, 0, 0, 18, 10, 1, 0, 2, 4, 5, 3, 0, 9, 1,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=6; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=2; i3.large=13; i3.xlarge=5; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=4; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=10; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=1},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,STATIC,432.91999999999996,0, 0, 8, 7, 2, 0, 2, 5, 2, 3, 1, 0, 2, 4, 0, 0, 17, 21, 2, 0, 5, 1, 1, 2, 0, 10, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=7; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=5; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=21; r5.2xlarge=2; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,NOML,706.9799999999999,0, 0, 11, 9, 2, 0, 2, 6, 3, 4, 1, 0, 6, 3, 0, 0, 5, 8, 2, 0, 9, 6, 2, 4, 0, 11, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=6; i3.xlarge=3; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=6; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=8; r5.2xlarge=2; r5.large=0; r5.xlarge=9; r5a.2xlarge=6; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,CUSTOMCLUSTERNOML,705.43,0, 0, 9, 8, 4, 0, 4, 8, 0, 3, 4, 0, 3, 4, 0, 0, 7, 12, 3, 0, 4, 4, 1, 5, 0, 11, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=4; i3.large=8; i3.xlarge=0; m5.2xlarge=3; m5.large=4; m5.xlarge=0; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=12; r5.2xlarge=3; r5.large=0; r5.xlarge=4; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,TEXTDISTANCE,549.3999999999999,0, 0, 7, 6, 3, 0, 2, 7, 6, 8, 4, 0, 4, 4, 0, 0, 4, 9, 4, 0, 10, 9, 2, 4, 0, 3, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=6; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=7; i3.xlarge=6; m5.2xlarge=8; m5.large=4; m5.xlarge=0; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=9; r5.2xlarge=4; r5.large=0; r5.xlarge=10; r5a.2xlarge=9; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,CRITICALPATH,697.14,0, 0, 8, 8, 2, 0, 4, 9, 5, 4, 1, 0, 4, 5, 0, 0, 11, 10, 3, 0, 7, 1, 2, 6, 0, 6, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=4; i3.large=9; i3.xlarge=5; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=4; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=3; r5.large=0; r5.xlarge=7; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,CRITICALPATHREVERSE,539.52,0, 0, 8, 8, 2, 0, 3, 4, 1, 3, 2, 0, 4, 4, 0, 0, 12, 15, 2, 0, 6, 3, 2, 5, 0, 10, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=3; i3.large=4; i3.xlarge=1; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=15; r5.2xlarge=2; r5.large=0; r5.xlarge=6; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,RESHIV2,530.93,0, 0, 9, 8, 3, 0, 4, 4, 5, 4, 4, 0, 2, 4, 0, 0, 10, 9, 3, 0, 10, 1, 3, 5, 0, 8, 2,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=4; i3.large=4; i3.xlarge=5; m5.2xlarge=4; m5.large=4; m5.xlarge=0; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=3; r5.large=0; r5.xlarge=10; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
chipseq,exponential,0.2,40,51,RESHIV3,495.91999999999996,0, 0, 8, 8, 4, 0, 3, 8, 3, 4, 4, 0, 3, 4, 0, 0, 12, 11, 2, 0, 5, 1, 1, 4, 0, 10, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=8; i3.xlarge=3; m5.2xlarge=4; m5.large=4; m5.xlarge=0; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=11; r5.2xlarge=2; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=2; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
