Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.1,40,195,RESHIMAX,487.04999999999995,4, 4, 6, 0, 12, 4, 1, 3, 4, 4, 3, 0, 3, 5, 0, 3, 5, 4, 4, 0, 4, 4, 3, 5, 0, 3, 10,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=4; i3.2xlarge=1; i3.large=3; i3.xlarge=4; m5.2xlarge=4; m5.large=3; m5.xlarge=0; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=4; r5.large=0; r5.xlarge=4; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=10},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.1,40,195,RESHIFCFS,487.6999999999999,4, 4, 8, 0, 10, 4, 2, 1, 3, 3, 5, 0, 1, 4, 0, 4, 9, 6, 4, 0, 5, 1, 3, 3, 0, 4, 10,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=5; m5.xlarge=0; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=6; r5.2xlarge=4; r5.large=0; r5.xlarge=5; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=10},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,normal,0.1,40,196,MINMIN,408.25999999999993,21, 7, 0, 5, 4, 2, 2, 1, 0, 1, 2, 4, 0, 3, 1, 0, 13, 6, 5, 2, 1, 0, 2, 2, 0, 9, 5,{c5.2xlarge=21; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=4; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=5; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=5},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,MAXMIN,475.90999999999997,18, 7, 0, 4, 5, 2, 2, 2, 1, 3, 2, 2, 0, 6, 3, 0, 7, 5, 6, 2, 2, 1, 3, 2, 0, 7, 6,{c5.2xlarge=18; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=5; r5.2xlarge=6; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,MCT,409.71999999999997,19, 6, 0, 4, 4, 2, 1, 2, 1, 1, 2, 1, 0, 6, 1, 0, 15, 4, 4, 3, 1, 0, 2, 2, 0, 9, 8,{c5.2xlarge=19; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=8},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,ROUNDROBIN,553.8499999999999,12, 1, 0, 1, 2, 3, 2, 2, 1, 1, 2, 5, 0, 4, 5, 0, 7, 2, 8, 5, 1, 1, 12, 8, 0, 7, 6,{c5.2xlarge=12; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=2; m5.xlarge=5; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=2; r5.2xlarge=8; r5.large=5; r5.xlarge=1; r5a.2xlarge=1; r5a.large=12; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,STATIC,330.74,21, 5, 0, 5, 4, 2, 1, 2, 0, 2, 1, 2, 0, 4, 2, 0, 17, 4, 7, 1, 2, 1, 4, 2, 0, 5, 4,{c5.2xlarge=21; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=4; r5.2xlarge=7; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=4},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,NOML,488.6599999999999,18, 8, 0, 5, 1, 1, 2, 1, 1, 3, 2, 2, 0, 3, 6, 0, 4, 3, 9, 4, 1, 2, 6, 5, 0, 5, 6,{c5.2xlarge=18; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=9; r5.large=4; r5.xlarge=1; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,CUSTOMCLUSTERNOML,584.0,18, 6, 0, 4, 6, 2, 2, 3, 2, 1, 2, 2, 0, 1, 1, 0, 7, 5, 8, 5, 2, 2, 3, 3, 0, 8, 5,{c5.2xlarge=18; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=5; r5.2xlarge=8; r5.large=5; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=5},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,TEXTDISTANCE,337.91999999999996,20, 8, 0, 3, 2, 2, 5, 1, 4, 4, 4, 4, 0, 6, 3, 0, 7, 2, 5, 3, 3, 4, 2, 1, 0, 1, 4,{c5.2xlarge=20; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=5; i3.large=1; i3.xlarge=4; m5.2xlarge=4; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=2; r5.2xlarge=5; r5.large=3; r5.xlarge=3; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=4},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,CRITICALPATH,489.19999999999993,16, 3, 0, 4, 4, 2, 5, 2, 3, 2, 1, 2, 0, 6, 3, 0, 9, 3, 7, 4, 3, 4, 3, 3, 0, 4, 5,{c5.2xlarge=16; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=5; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=3; r5.2xlarge=7; r5.large=4; r5.xlarge=3; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=5},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,CRITICALPATHREVERSE,487.65999999999997,17, 7, 0, 4, 4, 1, 3, 1, 1, 2, 2, 2, 0, 3, 4, 0, 11, 5, 3, 3, 2, 2, 3, 2, 0, 10, 6,{c5.2xlarge=17; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=3; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,RESHIV2,487.75,17, 6, 0, 4, 4, 3, 2, 1, 2, 3, 4, 3, 0, 3, 3, 0, 11, 3, 8, 4, 1, 2, 3, 1, 0, 6, 4,{c5.2xlarge=17; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=8; r5.large=4; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,RESHIV3,486.15,18, 8, 0, 4, 8, 2, 1, 3, 2, 1, 3, 2, 0, 4, 1, 0, 11, 3, 3, 4, 2, 2, 2, 2, 0, 7, 5,{c5.2xlarge=18; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=3; r5.large=4; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=5},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,RESHIMAX,484.37999999999994,15, 7, 0, 4, 5, 3, 1, 4, 3, 2, 3, 3, 0, 6, 3, 0, 8, 3, 3, 2, 2, 1, 2, 6, 0, 4, 8,{c5.2xlarge=15; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=1; i3.large=4; i3.xlarge=3; m5.2xlarge=2; m5.large=3; m5.xlarge=3; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=3; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=8},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,196,RESHIFCFS,482.24999999999994,16, 7, 0, 4, 4, 5, 1, 1, 2, 2, 4, 3, 0, 4, 0, 0, 11, 6, 4, 2, 2, 4, 3, 2, 0, 7, 4,{c5.2xlarge=16; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=2; m5.large=4; m5.xlarge=3; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=4; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
chipseq,normal,0.1,40,197,MINMIN,455.51,6, 0, 8, 14, 2, 2, 1, 1, 0, 3, 2, 1, 1, 2, 2, 6, 7, 6, 2, 0, 6, 0, 1, 2, 3, 15, 5,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=14; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=2; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=15; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.1,40,197,MAXMIN,487.19999999999993,4, 0, 8, 12, 6, 2, 1, 2, 2, 3, 2, 3, 2, 6, 1, 5, 2, 2, 7, 0, 4, 1, 2, 4, 3, 9, 5,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=7; r5.large=0; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=3; z1d.large=9; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.1,40,197,MCT,481.21,5, 0, 8, 13, 4, 3, 0, 1, 3, 2, 2, 3, 0, 2, 3, 7, 6, 5, 2, 0, 2, 0, 1, 2, 5, 14, 5,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=13; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=6; m5zn.xlarge=5; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=14; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.1,40,197,ROUNDROBIN,715.77,1, 0, 2, 12, 1, 2, 1, 5, 2, 5, 8, 5, 3, 5, 5, 3, 5, 1, 6, 0, 4, 0, 1, 3, 2, 13, 3,{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=12; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=5; i3.xlarge=2; m5.2xlarge=5; m5.large=8; m5.xlarge=5; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=5; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=1; r5.2xlarge=6; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=13; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=2}
