Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.1,40,115,RESHIFCFS,455.27,0, 6, 11, 13, 0, 2, 0, 0, 6, 4, 5, 4, 0, 1, 0, 4, 8, 6, 4, 0, 3, 0, 2, 0, 3, 10, 6,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=6; m5.2xlarge=4; m5.large=5; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=5; m5.2xlarge=3; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.1,40,116,MINMIN,455.8799999999999,0, 4, 6, 11, 0, 2, 2, 1, 1, 10, 2, 0, 1, 2, 2, 0, 13, 0, 6, 0, 2, 0, 5, 0, 5, 11, 12,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=10; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=11; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,MAXMIN,528.4499999999999,0, 4, 2, 9, 0, 2, 3, 2, 2, 7, 2, 0, 4, 5, 4, 0, 7, 0, 6, 0, 3, 0, 8, 0, 5, 7, 16,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=3; i3.large=2; i3.xlarge=2; m5.2xlarge=7; m5.large=2; m5.xlarge=0; m5a.2xlarge=4; m5a.large=5; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=3; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=7; z1d.xlarge=16},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,MCT,457.8999999999999,0, 3, 5, 9, 0, 2, 1, 2, 1, 10, 3, 0, 0, 3, 4, 0, 14, 0, 3, 0, 2, 0, 4, 0, 5, 10, 17,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=10; m5.large=3; m5.xlarge=0; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=10; z1d.xlarge=17},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,ROUNDROBIN,725.02,0, 0, 0, 2, 0, 4, 8, 4, 3, 6, 2, 0, 4, 3, 13, 0, 14, 0, 6, 0, 9, 1, 7, 0, 4, 2, 6,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=8; i3.large=4; i3.xlarge=3; m5.2xlarge=6; m5.large=2; m5.xlarge=0; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=13; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=9; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=2; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,STATIC,403.2799999999999,0, 2, 4, 9, 0, 2, 1, 1, 2, 11, 1, 0, 2, 4, 4, 0, 10, 0, 6, 0, 6, 0, 6, 0, 4, 8, 15,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=11; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,NOML,452.15999999999997,0, 7, 4, 10, 0, 3, 3, 1, 0, 8, 1, 0, 6, 2, 10, 0, 5, 0, 6, 0, 1, 2, 8, 0, 4, 7, 10,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=1; m5.xlarge=0; m5a.2xlarge=6; m5a.large=2; m5a.xlarge=10; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,CUSTOMCLUSTERNOML,707.7399999999999,0, 5, 4, 7, 0, 1, 4, 2, 2, 10, 3, 0, 4, 4, 4, 0, 7, 0, 7, 0, 1, 1, 3, 0, 5, 9, 15,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=4; i3.large=2; i3.xlarge=2; m5.2xlarge=10; m5.large=3; m5.xlarge=0; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=7; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,TEXTDISTANCE,510.43999999999994,0, 3, 3, 6, 0, 3, 3, 2, 3, 17, 5, 0, 6, 4, 4, 0, 6, 0, 9, 0, 3, 3, 3, 0, 4, 2, 9,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=6; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=17; m5.large=5; m5.xlarge=0; m5a.2xlarge=6; m5a.large=4; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=9; r5.large=0; r5.xlarge=3; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=2; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,CRITICALPATH,488.86999999999995,0, 4, 4, 8, 0, 2, 6, 1, 2, 7, 1, 0, 3, 7, 6, 0, 11, 0, 8, 0, 2, 2, 8, 0, 3, 4, 9,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=6; i3.large=1; i3.xlarge=2; m5.2xlarge=7; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=7; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=8; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,CRITICALPATHREVERSE,540.16,0, 3, 4, 9, 0, 4, 3, 1, 0, 6, 2, 0, 1, 4, 6, 0, 11, 0, 6, 0, 1, 2, 5, 0, 3, 10, 17,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=6; r5.large=0; r5.xlarge=1; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=17},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,RESHIV2,488.47999999999996,0, 4, 4, 8, 0, 4, 3, 3, 2, 9, 4, 0, 3, 2, 4, 0, 11, 0, 7, 0, 3, 2, 6, 0, 2, 7, 10,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=3; i3.large=3; i3.xlarge=2; m5.2xlarge=9; m5.large=4; m5.xlarge=0; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=7; r5.large=0; r5.xlarge=3; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=7; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,RESHIV3,501.2,0, 4, 4, 7, 0, 2, 2, 1, 3, 6, 4, 0, 1, 3, 4, 0, 11, 0, 9, 0, 3, 2, 8, 0, 4, 8, 12,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=6; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=9; r5.large=0; r5.xlarge=3; r5a.2xlarge=2; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,RESHIMAX,498.04999999999995,0, 5, 3, 8, 0, 3, 5, 3, 2, 8, 3, 0, 2, 6, 2, 0, 8, 0, 5, 0, 2, 2, 7, 0, 5, 6, 13,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=3; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=5; i3.large=3; i3.xlarge=2; m5.2xlarge=8; m5.large=3; m5.xlarge=0; m5a.2xlarge=2; m5a.large=6; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=5; r5.large=0; r5.xlarge=2; r5a.2xlarge=2; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,116,RESHIFCFS,495.7599999999999,0, 3, 5, 7, 0, 4, 2, 1, 3, 8, 2, 0, 1, 4, 3, 0, 12, 0, 5, 0, 4, 3, 5, 0, 5, 9, 12,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=8; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=5; r5.large=0; r5.xlarge=4; r5a.2xlarge=3; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=4}
chipseq,normal,0.1,40,117,MINMIN,408.55999999999995,9, 7, 7, 12, 0, 1, 1, 3, 1, 2, 0, 1, 0, 1, 3, 8, 27, 4, 1, 1, 1, 0, 0, 0, 2, 6, 0,{c5.2xlarge=9; c5.xlarge=7; c5a.2xlarge=7; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=27; m5zn.xlarge=4; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,117,MAXMIN,449.31999999999994,8, 7, 11, 11, 0, 2, 1, 6, 1, 2, 0, 2, 1, 2, 4, 9, 10, 3, 3, 2, 2, 1, 0, 0, 3, 7, 0,{c5.2xlarge=8; c5.xlarge=7; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=6; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=9; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=3; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,117,MCT,341.60999999999996,9, 10, 10, 12, 0, 2, 0, 3, 1, 1, 0, 1, 0, 1, 3, 11, 18, 5, 1, 1, 1, 1, 0, 0, 1, 6, 0,{c5.2xlarge=9; c5.xlarge=10; c5a.2xlarge=10; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=11; m5zn.large=18; m5zn.xlarge=5; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,117,ROUNDROBIN,410.28999999999996,5, 7, 16, 3, 0, 1, 6, 4, 2, 6, 0, 0, 0, 6, 4, 4, 9, 5, 2, 5, 2, 4, 0, 0, 4, 3, 0,{c5.2xlarge=5; c5.xlarge=7; c5a.2xlarge=16; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=6; i3.large=4; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=5; r5.2xlarge=2; r5.large=5; r5.xlarge=2; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=3; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,117,STATIC,346.9199999999999,7, 6, 11, 10, 0, 1, 3, 2, 0, 1, 0, 1, 1, 1, 2, 8, 30, 4, 1, 1, 1, 0, 0, 0, 3, 4, 0,{c5.2xlarge=7; c5.xlarge=6; c5a.2xlarge=11; c5a.xlarge=10; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=4; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
