Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.2,40,84,CRITICALPATH,2739.549999999993,63, 55, 57, 52, 29, 58, 0, 60, 23, 82, 29, 26, 23, 0, 0, 60, 60, 58, 0, 25, 48, 20, 0, 36, 0, 61, 75,{c5.2xlarge=63; c5.xlarge=55; c5a.2xlarge=57; c5a.xlarge=52; d3.2xlarge=29; d3.xlarge=58; i3.2xlarge=0; i3.large=60; i3.xlarge=23; m5.2xlarge=82; m5.large=29; m5.xlarge=26; m5a.2xlarge=23; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=60; m5zn.large=60; m5zn.xlarge=58; r5.2xlarge=0; r5.large=25; r5.xlarge=48; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=75},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,84,CRITICALPATHREVERSE,2738.9099999999944,58, 61, 52, 61, 30, 56, 0, 58, 24, 80, 29, 27, 20, 0, 0, 66, 62, 48, 0, 27, 49, 18, 0, 38, 0, 61, 75,{c5.2xlarge=58; c5.xlarge=61; c5a.2xlarge=52; c5a.xlarge=61; d3.2xlarge=30; d3.xlarge=56; i3.2xlarge=0; i3.large=58; i3.xlarge=24; m5.2xlarge=80; m5.large=29; m5.xlarge=27; m5a.2xlarge=20; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=66; m5zn.large=62; m5zn.xlarge=48; r5.2xlarge=0; r5.large=27; r5.xlarge=49; r5a.2xlarge=18; r5a.large=0; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=75},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,84,RESHIV2,2739.889999999994,56, 55, 54, 53, 30, 54, 0, 54, 21, 94, 30, 27, 24, 0, 0, 57, 57, 60, 0, 25, 46, 26, 0, 40, 0, 50, 87,{c5.2xlarge=56; c5.xlarge=55; c5a.2xlarge=54; c5a.xlarge=53; d3.2xlarge=30; d3.xlarge=54; i3.2xlarge=0; i3.large=54; i3.xlarge=21; m5.2xlarge=94; m5.large=30; m5.xlarge=27; m5a.2xlarge=24; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=57; m5zn.large=57; m5zn.xlarge=60; r5.2xlarge=0; r5.large=25; r5.xlarge=46; r5a.2xlarge=26; r5a.large=0; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=50; z1d.xlarge=87},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,84,RESHIV3,2741.079999999994,59, 59, 60, 55, 28, 58, 0, 57, 23, 79, 29, 25, 23, 0, 0, 63, 62, 53, 0, 28, 51, 22, 0, 39, 0, 54, 73,{c5.2xlarge=59; c5.xlarge=59; c5a.2xlarge=60; c5a.xlarge=55; d3.2xlarge=28; d3.xlarge=58; i3.2xlarge=0; i3.large=57; i3.xlarge=23; m5.2xlarge=79; m5.large=29; m5.xlarge=25; m5a.2xlarge=23; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=63; m5zn.large=62; m5zn.xlarge=53; r5.2xlarge=0; r5.large=28; r5.xlarge=51; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=39; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=73},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,84,RESHIMAX,2739.359999999993,55, 58, 52, 58, 30, 58, 0, 55, 24, 81, 26, 26, 22, 0, 0, 61, 63, 59, 0, 28, 49, 22, 0, 34, 0, 57, 82,{c5.2xlarge=55; c5.xlarge=58; c5a.2xlarge=52; c5a.xlarge=58; d3.2xlarge=30; d3.xlarge=58; i3.2xlarge=0; i3.large=55; i3.xlarge=24; m5.2xlarge=81; m5.large=26; m5.xlarge=26; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=61; m5zn.large=63; m5zn.xlarge=59; r5.2xlarge=0; r5.large=28; r5.xlarge=49; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=34; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=82},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,84,RESHIFCFS,2739.939999999994,59, 63, 57, 53, 29, 59, 0, 53, 19, 82, 26, 29, 23, 0, 0, 64, 70, 54, 0, 30, 42, 16, 0, 38, 0, 51, 83,{c5.2xlarge=59; c5.xlarge=63; c5a.2xlarge=57; c5a.xlarge=53; d3.2xlarge=29; d3.xlarge=59; i3.2xlarge=0; i3.large=53; i3.xlarge=19; m5.2xlarge=82; m5.large=26; m5.xlarge=29; m5a.2xlarge=23; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=64; m5zn.large=70; m5zn.xlarge=54; r5.2xlarge=0; r5.large=30; r5.xlarge=42; r5a.2xlarge=16; r5a.large=0; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=83},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,MINMIN,2762.7999999999934,30, 57, 0, 28, 0, 113, 0, 48, 25, 61, 81, 50, 16, 68, 19, 24, 30, 30, 25, 22, 28, 38, 42, 18, 0, 63, 84,{c5.2xlarge=30; c5.xlarge=57; c5a.2xlarge=0; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=113; i3.2xlarge=0; i3.large=48; i3.xlarge=25; m5.2xlarge=61; m5.large=81; m5.xlarge=50; m5a.2xlarge=16; m5a.large=68; m5a.xlarge=19; m5zn.2xlarge=24; m5zn.large=30; m5zn.xlarge=30; r5.2xlarge=25; r5.large=22; r5.xlarge=28; r5a.2xlarge=38; r5a.large=42; r5a.xlarge=18; z1d.2xlarge=0; z1d.large=63; z1d.xlarge=84},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,MAXMIN,2784.309999999994,27, 52, 0, 26, 0, 108, 0, 40, 20, 72, 79, 58, 19, 73, 21, 29, 34, 25, 28, 28, 26, 35, 43, 21, 0, 54, 82,{c5.2xlarge=27; c5.xlarge=52; c5a.2xlarge=0; c5a.xlarge=26; d3.2xlarge=0; d3.xlarge=108; i3.2xlarge=0; i3.large=40; i3.xlarge=20; m5.2xlarge=72; m5.large=79; m5.xlarge=58; m5a.2xlarge=19; m5a.large=73; m5a.xlarge=21; m5zn.2xlarge=29; m5zn.large=34; m5zn.xlarge=25; r5.2xlarge=28; r5.large=28; r5.xlarge=26; r5a.2xlarge=35; r5a.large=43; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=82},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,MCT,2778.6299999999947,24, 55, 0, 31, 0, 113, 0, 37, 19, 70, 77, 55, 13, 66, 24, 33, 32, 29, 21, 31, 20, 40, 40, 20, 0, 67, 83,{c5.2xlarge=24; c5.xlarge=55; c5a.2xlarge=0; c5a.xlarge=31; d3.2xlarge=0; d3.xlarge=113; i3.2xlarge=0; i3.large=37; i3.xlarge=19; m5.2xlarge=70; m5.large=77; m5.xlarge=55; m5a.2xlarge=13; m5a.large=66; m5a.xlarge=24; m5zn.2xlarge=33; m5zn.large=32; m5zn.xlarge=29; r5.2xlarge=21; r5.large=31; r5.xlarge=20; r5a.2xlarge=40; r5a.large=40; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=67; z1d.xlarge=83},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,ROUNDROBIN,3086.319999999995,34, 54, 0, 34, 0, 119, 0, 44, 34, 59, 47, 52, 13, 69, 34, 34, 5, 2, 1, 34, 34, 68, 52, 15, 0, 86, 76,{c5.2xlarge=34; c5.xlarge=54; c5a.2xlarge=0; c5a.xlarge=34; d3.2xlarge=0; d3.xlarge=119; i3.2xlarge=0; i3.large=44; i3.xlarge=34; m5.2xlarge=59; m5.large=47; m5.xlarge=52; m5a.2xlarge=13; m5a.large=69; m5a.xlarge=34; m5zn.2xlarge=34; m5zn.large=5; m5zn.xlarge=2; r5.2xlarge=1; r5.large=34; r5.xlarge=34; r5a.2xlarge=68; r5a.large=52; r5a.xlarge=15; z1d.2xlarge=0; z1d.large=86; z1d.xlarge=76},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,STATIC,2777.6099999999933,28, 51, 0, 27, 0, 114, 0, 46, 19, 67, 80, 51, 18, 70, 23, 29, 34, 30, 26, 27, 23, 36, 45, 16, 0, 59, 81,{c5.2xlarge=28; c5.xlarge=51; c5a.2xlarge=0; c5a.xlarge=27; d3.2xlarge=0; d3.xlarge=114; i3.2xlarge=0; i3.large=46; i3.xlarge=19; m5.2xlarge=67; m5.large=80; m5.xlarge=51; m5a.2xlarge=18; m5a.large=70; m5a.xlarge=23; m5zn.2xlarge=29; m5zn.large=34; m5zn.xlarge=30; r5.2xlarge=26; r5.large=27; r5.xlarge=23; r5a.2xlarge=36; r5a.large=45; r5a.xlarge=16; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=81},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,NOML,3094.079999999994,37, 53, 0, 31, 0, 60, 0, 33, 23, 74, 68, 50, 29, 76, 27, 31, 32, 35, 28, 26, 29, 50, 45, 26, 0, 55, 82,{c5.2xlarge=37; c5.xlarge=53; c5a.2xlarge=0; c5a.xlarge=31; d3.2xlarge=0; d3.xlarge=60; i3.2xlarge=0; i3.large=33; i3.xlarge=23; m5.2xlarge=74; m5.large=68; m5.xlarge=50; m5a.2xlarge=29; m5a.large=76; m5a.xlarge=27; m5zn.2xlarge=31; m5zn.large=32; m5zn.xlarge=35; r5.2xlarge=28; r5.large=26; r5.xlarge=29; r5a.2xlarge=50; r5a.large=45; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=82},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,CUSTOMCLUSTERNOML,2786.8299999999945,33, 60, 0, 27, 0, 88, 0, 47, 22, 76, 65, 54, 24, 52, 26, 32, 33, 32, 29, 27, 31, 35, 49, 21, 0, 56, 81,{c5.2xlarge=33; c5.xlarge=60; c5a.2xlarge=0; c5a.xlarge=27; d3.2xlarge=0; d3.xlarge=88; i3.2xlarge=0; i3.large=47; i3.xlarge=22; m5.2xlarge=76; m5.large=65; m5.xlarge=54; m5a.2xlarge=24; m5a.large=52; m5a.xlarge=26; m5zn.2xlarge=32; m5zn.large=33; m5zn.xlarge=32; r5.2xlarge=29; r5.large=27; r5.xlarge=31; r5a.2xlarge=35; r5a.large=49; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=56; z1d.xlarge=81},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,TEXTDISTANCE,2844.1099999999933,26, 58, 0, 30, 0, 92, 0, 61, 27, 71, 75, 52, 27, 65, 28, 31, 23, 30, 25, 27, 22, 42, 46, 24, 0, 44, 74,{c5.2xlarge=26; c5.xlarge=58; c5a.2xlarge=0; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=92; i3.2xlarge=0; i3.large=61; i3.xlarge=27; m5.2xlarge=71; m5.large=75; m5.xlarge=52; m5a.2xlarge=27; m5a.large=65; m5a.xlarge=28; m5zn.2xlarge=31; m5zn.large=23; m5zn.xlarge=30; r5.2xlarge=25; r5.large=27; r5.xlarge=22; r5a.2xlarge=42; r5a.large=46; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=44; z1d.xlarge=74},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,CRITICALPATH,2754.1699999999937,29, 60, 0, 26, 0, 82, 0, 49, 24, 71, 71, 55, 20, 54, 22, 30, 36, 32, 29, 27, 30, 38, 45, 20, 0, 67, 83,{c5.2xlarge=29; c5.xlarge=60; c5a.2xlarge=0; c5a.xlarge=26; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=49; i3.xlarge=24; m5.2xlarge=71; m5.large=71; m5.xlarge=55; m5a.2xlarge=20; m5a.large=54; m5a.xlarge=22; m5zn.2xlarge=30; m5zn.large=36; m5zn.xlarge=32; r5.2xlarge=29; r5.large=27; r5.xlarge=30; r5a.2xlarge=38; r5a.large=45; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=67; z1d.xlarge=83},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,CRITICALPATHREVERSE,2753.9599999999946,30, 56, 0, 30, 0, 103, 0, 46, 23, 74, 71, 50, 21, 52, 20, 30, 35, 32, 26, 28, 32, 40, 41, 22, 0, 50, 88,{c5.2xlarge=30; c5.xlarge=56; c5a.2xlarge=0; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=103; i3.2xlarge=0; i3.large=46; i3.xlarge=23; m5.2xlarge=74; m5.large=71; m5.xlarge=50; m5a.2xlarge=21; m5a.large=52; m5a.xlarge=20; m5zn.2xlarge=30; m5zn.large=35; m5zn.xlarge=32; r5.2xlarge=26; r5.large=28; r5.xlarge=32; r5a.2xlarge=40; r5a.large=41; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=50; z1d.xlarge=88},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,RESHIV2,2756.2299999999955,34, 58, 0, 32, 0, 86, 0, 52, 21, 65, 75, 46, 22, 54, 24, 32, 35, 32, 31, 31, 27, 39, 48, 20, 0, 60, 76,{c5.2xlarge=34; c5.xlarge=58; c5a.2xlarge=0; c5a.xlarge=32; d3.2xlarge=0; d3.xlarge=86; i3.2xlarge=0; i3.large=52; i3.xlarge=21; m5.2xlarge=65; m5.large=75; m5.xlarge=46; m5a.2xlarge=22; m5a.large=54; m5a.xlarge=24; m5zn.2xlarge=32; m5zn.large=35; m5zn.xlarge=32; r5.2xlarge=31; r5.large=31; r5.xlarge=27; r5a.2xlarge=39; r5a.large=48; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=76},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,RESHIV3,2756.1299999999937,33, 58, 0, 30, 0, 98, 0, 49, 25, 66, 72, 49, 18, 57, 18, 35, 39, 31, 29, 28, 31, 34, 45, 24, 0, 55, 76,{c5.2xlarge=33; c5.xlarge=58; c5a.2xlarge=0; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=98; i3.2xlarge=0; i3.large=49; i3.xlarge=25; m5.2xlarge=66; m5.large=72; m5.xlarge=49; m5a.2xlarge=18; m5a.large=57; m5a.xlarge=18; m5zn.2xlarge=35; m5zn.large=39; m5zn.xlarge=31; r5.2xlarge=29; r5.large=28; r5.xlarge=31; r5a.2xlarge=34; r5a.large=45; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=76},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,RESHIMAX,2754.2399999999934,32, 55, 0, 31, 0, 90, 0, 52, 24, 74, 74, 51, 24, 58, 22, 33, 37, 31, 29, 29, 29, 28, 43, 23, 0, 57, 74,{c5.2xlarge=32; c5.xlarge=55; c5a.2xlarge=0; c5a.xlarge=31; d3.2xlarge=0; d3.xlarge=90; i3.2xlarge=0; i3.large=52; i3.xlarge=24; m5.2xlarge=74; m5.large=74; m5.xlarge=51; m5a.2xlarge=24; m5a.large=58; m5a.xlarge=22; m5zn.2xlarge=33; m5zn.large=37; m5zn.xlarge=31; r5.2xlarge=29; r5.large=29; r5.xlarge=29; r5a.2xlarge=28; r5a.large=43; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=74},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.2,40,85,RESHIFCFS,2756.0199999999954,29, 57, 0, 28, 0, 95, 0, 48, 23, 76, 73, 46, 21, 55, 21, 34, 39, 31, 30, 27, 29, 35, 45, 24, 0, 58, 76,{c5.2xlarge=29; c5.xlarge=57; c5a.2xlarge=0; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=95; i3.2xlarge=0; i3.large=48; i3.xlarge=23; m5.2xlarge=76; m5.large=73; m5.xlarge=46; m5a.2xlarge=21; m5a.large=55; m5a.xlarge=21; m5zn.2xlarge=34; m5zn.large=39; m5zn.xlarge=31; r5.2xlarge=30; r5.large=27; r5.xlarge=29; r5a.2xlarge=35; r5a.large=45; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=76},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=2; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
