Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,356.97,0, 54, 68, 56, 66, 42, 32, 24, 0, 43, 27, 65, 46, 0, 60, 70, 0, 23, 0, 20, 56, 86, 73, 60, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=68; c5a.xlarge=56; d3.2xlarge=66; d3.xlarge=42; i3.2xlarge=32; i3.large=24; i3.xlarge=0; m5.2xlarge=43; m5.large=27; m5.xlarge=65; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=60; m5zn.2xlarge=70; m5zn.large=0; m5zn.xlarge=23; r5.2xlarge=0; r5.large=20; r5.xlarge=56; r5a.2xlarge=86; r5a.large=73; r5a.xlarge=60; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,42,MAXMIN,356.97,94, 30, 28, 32, 78, 0, 61, 52, 18, 24, 0, 60, 95, 37, 0, 74, 41, 0, 38, 34, 20, 0, 45, 31, 0, 48, 60,{c5.2xlarge=94; c5.xlarge=30; c5a.2xlarge=28; c5a.xlarge=32; d3.2xlarge=78; d3.xlarge=0; i3.2xlarge=61; i3.large=52; i3.xlarge=18; m5.2xlarge=24; m5.large=0; m5.xlarge=60; m5a.2xlarge=95; m5a.large=37; m5a.xlarge=0; m5zn.2xlarge=74; m5zn.large=41; m5zn.xlarge=0; r5.2xlarge=38; r5.large=34; r5.xlarge=20; r5a.2xlarge=0; r5a.large=45; r5a.xlarge=31; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=60},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,MCT,356.97,94, 34, 38, 27, 64, 0, 57, 45, 19, 20, 0, 53, 104, 43, 0, 83, 46, 0, 42, 30, 18, 0, 48, 27, 0, 37, 71,{c5.2xlarge=94; c5.xlarge=34; c5a.2xlarge=38; c5a.xlarge=27; d3.2xlarge=64; d3.xlarge=0; i3.2xlarge=57; i3.large=45; i3.xlarge=19; m5.2xlarge=20; m5.large=0; m5.xlarge=53; m5a.2xlarge=104; m5a.large=43; m5a.xlarge=0; m5zn.2xlarge=83; m5zn.large=46; m5zn.xlarge=0; r5.2xlarge=42; r5.large=30; r5.xlarge=18; r5a.2xlarge=0; r5a.large=48; r5a.xlarge=27; z1d.2xlarge=0; z1d.large=37; z1d.xlarge=71},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,ROUNDROBIN,356.97,114, 61, 60, 52, 49, 0, 61, 0, 0, 5, 0, 102, 109, 61, 0, 93, 14, 0, 61, 0, 0, 0, 32, 44, 0, 21, 61,{c5.2xlarge=114; c5.xlarge=61; c5a.2xlarge=60; c5a.xlarge=52; d3.2xlarge=49; d3.xlarge=0; i3.2xlarge=61; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=102; m5a.2xlarge=109; m5a.large=61; m5a.xlarge=0; m5zn.2xlarge=93; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=61; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=32; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=61},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,STATIC,356.97,82, 21, 25, 14, 71, 0, 49, 80, 29, 28, 0, 47, 102, 30, 0, 70, 48, 0, 28, 46, 20, 0, 52, 29, 0, 46, 83,{c5.2xlarge=82; c5.xlarge=21; c5a.2xlarge=25; c5a.xlarge=14; d3.2xlarge=71; d3.xlarge=0; i3.2xlarge=49; i3.large=80; i3.xlarge=29; m5.2xlarge=28; m5.large=0; m5.xlarge=47; m5a.2xlarge=102; m5a.large=30; m5a.xlarge=0; m5zn.2xlarge=70; m5zn.large=48; m5zn.xlarge=0; r5.2xlarge=28; r5.large=46; r5.xlarge=20; r5a.2xlarge=0; r5a.large=52; r5a.xlarge=29; z1d.2xlarge=0; z1d.large=46; z1d.xlarge=83},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,NOML,356.97,95, 50, 46, 50, 38, 0, 40, 42, 22, 36, 0, 49, 53, 27, 0, 80, 65, 0, 30, 45, 33, 0, 35, 30, 0, 66, 68,{c5.2xlarge=95; c5.xlarge=50; c5a.2xlarge=46; c5a.xlarge=50; d3.2xlarge=38; d3.xlarge=0; i3.2xlarge=40; i3.large=42; i3.xlarge=22; m5.2xlarge=36; m5.large=0; m5.xlarge=49; m5a.2xlarge=53; m5a.large=27; m5a.xlarge=0; m5zn.2xlarge=80; m5zn.large=65; m5zn.xlarge=0; r5.2xlarge=30; r5.large=45; r5.xlarge=33; r5a.2xlarge=0; r5a.large=35; r5a.xlarge=30; z1d.2xlarge=0; z1d.large=66; z1d.xlarge=68},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,CUSTOMCLUSTERNOML,356.97,88, 39, 43, 26, 76, 0, 61, 49, 27, 36, 0, 52, 30, 31, 0, 92, 40, 0, 34, 36, 39, 0, 44, 33, 0, 38, 86,{c5.2xlarge=88; c5.xlarge=39; c5a.2xlarge=43; c5a.xlarge=26; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=61; i3.large=49; i3.xlarge=27; m5.2xlarge=36; m5.large=0; m5.xlarge=52; m5a.2xlarge=30; m5a.large=31; m5a.xlarge=0; m5zn.2xlarge=92; m5zn.large=40; m5zn.xlarge=0; r5.2xlarge=34; r5.large=36; r5.xlarge=39; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=33; z1d.2xlarge=0; z1d.large=38; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,TEXTDISTANCE,356.97,78, 43, 40, 34, 71, 0, 43, 44, 24, 36, 0, 68, 59, 32, 0, 98, 34, 0, 37, 57, 42, 0, 32, 23, 0, 41, 64,{c5.2xlarge=78; c5.xlarge=43; c5a.2xlarge=40; c5a.xlarge=34; d3.2xlarge=71; d3.xlarge=0; i3.2xlarge=43; i3.large=44; i3.xlarge=24; m5.2xlarge=36; m5.large=0; m5.xlarge=68; m5a.2xlarge=59; m5a.large=32; m5a.xlarge=0; m5zn.2xlarge=98; m5zn.large=34; m5zn.xlarge=0; r5.2xlarge=37; r5.large=57; r5.xlarge=42; r5a.2xlarge=0; r5a.large=32; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=41; z1d.xlarge=64},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,CRITICALPATH,356.97,86, 38, 43, 41, 53, 0, 32, 31, 24, 32, 0, 47, 40, 23, 0, 87, 76, 0, 31, 61, 38, 0, 41, 28, 0, 70, 78,{c5.2xlarge=86; c5.xlarge=38; c5a.2xlarge=43; c5a.xlarge=41; d3.2xlarge=53; d3.xlarge=0; i3.2xlarge=32; i3.large=31; i3.xlarge=24; m5.2xlarge=32; m5.large=0; m5.xlarge=47; m5a.2xlarge=40; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=76; m5zn.xlarge=0; r5.2xlarge=31; r5.large=61; r5.xlarge=38; r5a.2xlarge=0; r5a.large=41; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=70; z1d.xlarge=78},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,CRITICALPATHREVERSE,356.97,86, 40, 40, 45, 41, 0, 38, 51, 28, 29, 0, 47, 57, 22, 0, 87, 75, 0, 27, 57, 26, 0, 37, 19, 0, 73, 75,{c5.2xlarge=86; c5.xlarge=40; c5a.2xlarge=40; c5a.xlarge=45; d3.2xlarge=41; d3.xlarge=0; i3.2xlarge=38; i3.large=51; i3.xlarge=28; m5.2xlarge=29; m5.large=0; m5.xlarge=47; m5a.2xlarge=57; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=75; m5zn.xlarge=0; r5.2xlarge=27; r5.large=57; r5.xlarge=26; r5a.2xlarge=0; r5a.large=37; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=73; z1d.xlarge=75},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,RESHIV2,356.97,85, 39, 46, 43, 50, 0, 37, 46, 24, 26, 0, 50, 52, 30, 0, 89, 74, 0, 34, 43, 35, 0, 31, 30, 0, 65, 71,{c5.2xlarge=85; c5.xlarge=39; c5a.2xlarge=46; c5a.xlarge=43; d3.2xlarge=50; d3.xlarge=0; i3.2xlarge=37; i3.large=46; i3.xlarge=24; m5.2xlarge=26; m5.large=0; m5.xlarge=50; m5a.2xlarge=52; m5a.large=30; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=74; m5zn.xlarge=0; r5.2xlarge=34; r5.large=43; r5.xlarge=35; r5a.2xlarge=0; r5a.large=31; r5a.xlarge=30; z1d.2xlarge=0; z1d.large=65; z1d.xlarge=71},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,RESHIV3,356.97,81, 36, 42, 39, 40, 0, 38, 36, 27, 30, 0, 49, 46, 28, 0, 95, 83, 0, 30, 40, 40, 0, 35, 25, 0, 66, 94,{c5.2xlarge=81; c5.xlarge=36; c5a.2xlarge=42; c5a.xlarge=39; d3.2xlarge=40; d3.xlarge=0; i3.2xlarge=38; i3.large=36; i3.xlarge=27; m5.2xlarge=30; m5.large=0; m5.xlarge=49; m5a.2xlarge=46; m5a.large=28; m5a.xlarge=0; m5zn.2xlarge=95; m5zn.large=83; m5zn.xlarge=0; r5.2xlarge=30; r5.large=40; r5.xlarge=40; r5a.2xlarge=0; r5a.large=35; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=66; z1d.xlarge=94},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,RESHIMAX,356.97,96, 38, 39, 44, 43, 0, 45, 36, 32, 30, 0, 46, 32, 28, 0, 84, 88, 0, 28, 41, 31, 0, 37, 28, 0, 75, 79,{c5.2xlarge=96; c5.xlarge=38; c5a.2xlarge=39; c5a.xlarge=44; d3.2xlarge=43; d3.xlarge=0; i3.2xlarge=45; i3.large=36; i3.xlarge=32; m5.2xlarge=30; m5.large=0; m5.xlarge=46; m5a.2xlarge=32; m5a.large=28; m5a.xlarge=0; m5zn.2xlarge=84; m5zn.large=88; m5zn.xlarge=0; r5.2xlarge=28; r5.large=41; r5.xlarge=31; r5a.2xlarge=0; r5a.large=37; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=79},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,42,RESHIFCFS,356.97,80, 37, 42, 46, 46, 0, 36, 41, 30, 30, 0, 57, 36, 25, 0, 74, 73, 0, 34, 48, 34, 0, 40, 32, 0, 74, 85,{c5.2xlarge=80; c5.xlarge=37; c5a.2xlarge=42; c5a.xlarge=46; d3.2xlarge=46; d3.xlarge=0; i3.2xlarge=36; i3.large=41; i3.xlarge=30; m5.2xlarge=30; m5.large=0; m5.xlarge=57; m5a.2xlarge=36; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=74; m5zn.large=73; m5zn.xlarge=0; r5.2xlarge=34; r5.large=48; r5.xlarge=34; r5a.2xlarge=0; r5a.large=40; r5a.xlarge=32; z1d.2xlarge=0; z1d.large=74; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,43,MINMIN,356.97,46, 25, 47, 139, 48, 48, 0, 21, 108, 74, 28, 0, 46, 0, 9, 0, 0, 113, 52, 23, 0, 18, 0, 91, 0, 17, 47,{c5.2xlarge=46; c5.xlarge=25; c5a.2xlarge=47; c5a.xlarge=139; d3.2xlarge=48; d3.xlarge=48; i3.2xlarge=0; i3.large=21; i3.xlarge=108; m5.2xlarge=74; m5.large=28; m5.xlarge=0; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=113; r5.2xlarge=52; r5.large=23; r5.xlarge=0; r5a.2xlarge=18; r5a.large=0; r5a.xlarge=91; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=47},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,43,MAXMIN,356.97,74, 32, 51, 131, 61, 70, 0, 24, 63, 66, 28, 0, 48, 0, 26, 0, 0, 112, 52, 22, 0, 29, 0, 71, 0, 27, 13,{c5.2xlarge=74; c5.xlarge=32; c5a.2xlarge=51; c5a.xlarge=131; d3.2xlarge=61; d3.xlarge=70; i3.2xlarge=0; i3.large=24; i3.xlarge=63; m5.2xlarge=66; m5.large=28; m5.xlarge=0; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=26; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=112; r5.2xlarge=52; r5.large=22; r5.xlarge=0; r5a.2xlarge=29; r5a.large=0; r5a.xlarge=71; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=13},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,43,MCT,356.97,60, 24, 60, 132, 55, 80, 0, 19, 77, 74, 21, 0, 61, 0, 27, 0, 0, 95, 49, 27, 0, 21, 0, 76, 0, 17, 25,{c5.2xlarge=60; c5.xlarge=24; c5a.2xlarge=60; c5a.xlarge=132; d3.2xlarge=55; d3.xlarge=80; i3.2xlarge=0; i3.large=19; i3.xlarge=77; m5.2xlarge=74; m5.large=21; m5.xlarge=0; m5a.2xlarge=61; m5a.large=0; m5a.xlarge=27; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=95; r5.2xlarge=49; r5.large=27; r5.xlarge=0; r5a.2xlarge=21; r5a.large=0; r5a.xlarge=76; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=25},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,43,ROUNDROBIN,356.97,6, 21, 14, 162, 66, 3, 0, 40, 122, 61, 44, 0, 29, 0, 0, 0, 0, 130, 61, 0, 0, 0, 0, 158, 0, 0, 83,{c5.2xlarge=6; c5.xlarge=21; c5a.2xlarge=14; c5a.xlarge=162; d3.2xlarge=66; d3.xlarge=3; i3.2xlarge=0; i3.large=40; i3.xlarge=122; m5.2xlarge=61; m5.large=44; m5.xlarge=0; m5a.2xlarge=29; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=130; r5.2xlarge=61; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=158; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=83},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,43,STATIC,356.97,60, 24, 42, 110, 61, 77, 0, 29, 79, 77, 29, 0, 59, 0, 25, 0, 0, 107, 64, 19, 0, 22, 0, 66, 0, 28, 22,{c5.2xlarge=60; c5.xlarge=24; c5a.2xlarge=42; c5a.xlarge=110; d3.2xlarge=61; d3.xlarge=77; i3.2xlarge=0; i3.large=29; i3.xlarge=79; m5.2xlarge=77; m5.large=29; m5.xlarge=0; m5a.2xlarge=59; m5a.large=0; m5a.xlarge=25; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=107; r5.2xlarge=64; r5.large=19; r5.xlarge=0; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=66; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=22},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.1,40,43,NOML,356.97,105, 48, 77, 138, 45, 47, 0, 29, 57, 58, 27, 0, 45, 0, 27, 0, 0, 76, 49, 34, 0, 30, 0, 37, 0, 36, 35,{c5.2xlarge=105; c5.xlarge=48; c5a.2xlarge=77; c5a.xlarge=138; d3.2xlarge=45; d3.xlarge=47; i3.2xlarge=0; i3.large=29; i3.xlarge=57; m5.2xlarge=58; m5.large=27; m5.xlarge=0; m5a.2xlarge=45; m5a.large=0; m5a.xlarge=27; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=76; r5.2xlarge=49; r5.large=34; r5.xlarge=0; r5a.2xlarge=30; r5a.large=0; r5a.xlarge=37; z1d.2xlarge=0; z1d.large=36; z1d.xlarge=35},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
