Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
eager,exponential,0.05,40,0,MINMIN,238.71999999999994,0, 57, 81, 59, 74, 56, 21, 20, 0, 50, 27, 72, 40, 0, 40, 91, 0, 32, 0, 27, 53, 61, 66, 41, 0, 0, 32,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=81; c5a.xlarge=59; d3.2xlarge=74; d3.xlarge=56; i3.2xlarge=21; i3.large=20; i3.xlarge=0; m5.2xlarge=50; m5.large=27; m5.xlarge=72; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=27; r5.xlarge=53; r5a.2xlarge=61; r5a.large=66; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
eager,exponential,0.05,40,7,ROUNDROBIN,257.6999999999999,54, 55, 55, 56, 24, 33, 20, 21, 0, 67, 0, 21, 40, 21, 20, 85, 95, 0, 22, 25, 46, 20, 84, 21, 0, 57, 58,{c5.2xlarge=54; c5.xlarge=55; c5a.2xlarge=55; c5a.xlarge=56; d3.2xlarge=24; d3.xlarge=33; i3.2xlarge=20; i3.large=21; i3.xlarge=0; m5.2xlarge=67; m5.large=0; m5.xlarge=21; m5a.2xlarge=40; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=85; m5zn.large=95; m5zn.xlarge=0; r5.2xlarge=22; r5.large=25; r5.xlarge=46; r5a.2xlarge=20; r5a.large=84; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=58},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,STATIC,235.42999999999984,58, 54, 55, 58, 22, 27, 19, 17, 0, 64, 0, 21, 33, 21, 19, 105, 103, 0, 22, 23, 44, 15, 79, 18, 0, 59, 64,{c5.2xlarge=58; c5.xlarge=54; c5a.2xlarge=55; c5a.xlarge=58; d3.2xlarge=22; d3.xlarge=27; i3.2xlarge=19; i3.large=17; i3.xlarge=0; m5.2xlarge=64; m5.large=0; m5.xlarge=21; m5a.2xlarge=33; m5a.large=21; m5a.xlarge=19; m5zn.2xlarge=105; m5zn.large=103; m5zn.xlarge=0; r5.2xlarge=22; r5.large=23; r5.xlarge=44; r5a.2xlarge=15; r5a.large=79; r5a.xlarge=18; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=64},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,NOML,247.4899999999999,59, 57, 54, 57, 23, 24, 20, 20, 0, 68, 0, 21, 40, 22, 20, 86, 93, 0, 23, 26, 48, 20, 85, 21, 0, 56, 57,{c5.2xlarge=59; c5.xlarge=57; c5a.2xlarge=54; c5a.xlarge=57; d3.2xlarge=23; d3.xlarge=24; i3.2xlarge=20; i3.large=20; i3.xlarge=0; m5.2xlarge=68; m5.large=0; m5.xlarge=21; m5a.2xlarge=40; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=86; m5zn.large=93; m5zn.xlarge=0; r5.2xlarge=23; r5.large=26; r5.xlarge=48; r5a.2xlarge=20; r5a.large=85; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=56; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,CUSTOMCLUSTERNOML,233.2999999999998,52, 55, 54, 56, 25, 24, 21, 21, 0, 71, 0, 21, 39, 21, 20, 89, 94, 0, 24, 26, 48, 19, 85, 20, 0, 58, 57,{c5.2xlarge=52; c5.xlarge=55; c5a.2xlarge=54; c5a.xlarge=56; d3.2xlarge=25; d3.xlarge=24; i3.2xlarge=21; i3.large=21; i3.xlarge=0; m5.2xlarge=71; m5.large=0; m5.xlarge=21; m5a.2xlarge=39; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=89; m5zn.large=94; m5zn.xlarge=0; r5.2xlarge=24; r5.large=26; r5.xlarge=48; r5a.2xlarge=19; r5a.large=85; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,TEXTDISTANCE,235.4299999999998,54, 55, 56, 59, 24, 24, 20, 20, 0, 68, 0, 24, 41, 21, 20, 87, 93, 0, 22, 25, 48, 19, 85, 20, 0, 58, 57,{c5.2xlarge=54; c5.xlarge=55; c5a.2xlarge=56; c5a.xlarge=59; d3.2xlarge=24; d3.xlarge=24; i3.2xlarge=20; i3.large=20; i3.xlarge=0; m5.2xlarge=68; m5.large=0; m5.xlarge=24; m5a.2xlarge=41; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=87; m5zn.large=93; m5zn.xlarge=0; r5.2xlarge=22; r5.large=25; r5.xlarge=48; r5a.2xlarge=19; r5a.large=85; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,CRITICALPATH,230.96999999999986,55, 56, 55, 56, 23, 25, 20, 21, 0, 67, 0, 22, 39, 21, 20, 87, 97, 0, 22, 26, 48, 19, 84, 21, 0, 59, 57,{c5.2xlarge=55; c5.xlarge=56; c5a.2xlarge=55; c5a.xlarge=56; d3.2xlarge=23; d3.xlarge=25; i3.2xlarge=20; i3.large=21; i3.xlarge=0; m5.2xlarge=67; m5.large=0; m5.xlarge=22; m5a.2xlarge=39; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=87; m5zn.large=97; m5zn.xlarge=0; r5.2xlarge=22; r5.large=26; r5.xlarge=48; r5a.2xlarge=19; r5a.large=84; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,CRITICALPATHREVERSE,229.99999999999983,54, 55, 55, 57, 24, 24, 21, 20, 0, 66, 0, 22, 41, 21, 20, 87, 98, 0, 23, 25, 47, 19, 87, 20, 0, 57, 57,{c5.2xlarge=54; c5.xlarge=55; c5a.2xlarge=55; c5a.xlarge=57; d3.2xlarge=24; d3.xlarge=24; i3.2xlarge=21; i3.large=20; i3.xlarge=0; m5.2xlarge=66; m5.large=0; m5.xlarge=22; m5a.2xlarge=41; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=87; m5zn.large=98; m5zn.xlarge=0; r5.2xlarge=23; r5.large=25; r5.xlarge=47; r5a.2xlarge=19; r5a.large=87; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,RESHIV2,230.47999999999988,54, 55, 56, 56, 23, 25, 21, 21, 0, 67, 0, 21, 41, 21, 20, 87, 97, 0, 23, 25, 47, 19, 86, 20, 0, 58, 57,{c5.2xlarge=54; c5.xlarge=55; c5a.2xlarge=56; c5a.xlarge=56; d3.2xlarge=23; d3.xlarge=25; i3.2xlarge=21; i3.large=21; i3.xlarge=0; m5.2xlarge=67; m5.large=0; m5.xlarge=21; m5a.2xlarge=41; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=87; m5zn.large=97; m5zn.xlarge=0; r5.2xlarge=23; r5.large=25; r5.xlarge=47; r5a.2xlarge=19; r5a.large=86; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,RESHIV3,231.7099999999998,55, 53, 54, 56, 23, 24, 20, 21, 0, 67, 0, 22, 40, 21, 22, 86, 96, 0, 24, 26, 47, 20, 87, 21, 0, 58, 57,{c5.2xlarge=55; c5.xlarge=53; c5a.2xlarge=54; c5a.xlarge=56; d3.2xlarge=23; d3.xlarge=24; i3.2xlarge=20; i3.large=21; i3.xlarge=0; m5.2xlarge=67; m5.large=0; m5.xlarge=22; m5a.2xlarge=40; m5a.large=21; m5a.xlarge=22; m5zn.2xlarge=86; m5zn.large=96; m5zn.xlarge=0; r5.2xlarge=24; r5.large=26; r5.xlarge=47; r5a.2xlarge=20; r5a.large=87; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,RESHIMAX,230.36999999999983,54, 54, 55, 56, 23, 25, 21, 20, 0, 69, 0, 21, 40, 22, 21, 88, 98, 0, 23, 26, 47, 19, 85, 20, 0, 55, 58,{c5.2xlarge=54; c5.xlarge=54; c5a.2xlarge=55; c5a.xlarge=56; d3.2xlarge=23; d3.xlarge=25; i3.2xlarge=21; i3.large=20; i3.xlarge=0; m5.2xlarge=69; m5.large=0; m5.xlarge=21; m5a.2xlarge=40; m5a.large=22; m5a.xlarge=21; m5zn.2xlarge=88; m5zn.large=98; m5zn.xlarge=0; r5.2xlarge=23; r5.large=26; r5.xlarge=47; r5a.2xlarge=19; r5a.large=85; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=58},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,7,RESHIFCFS,230.68999999999983,54, 56, 54, 57, 25, 24, 21, 20, 0, 67, 0, 21, 40, 22, 21, 87, 98, 0, 22, 24, 48, 19, 86, 21, 0, 56, 57,{c5.2xlarge=54; c5.xlarge=56; c5a.2xlarge=54; c5a.xlarge=57; d3.2xlarge=25; d3.xlarge=24; i3.2xlarge=21; i3.large=20; i3.xlarge=0; m5.2xlarge=67; m5.large=0; m5.xlarge=21; m5a.2xlarge=40; m5a.large=22; m5a.xlarge=21; m5zn.2xlarge=87; m5zn.large=98; m5zn.xlarge=0; r5.2xlarge=22; r5.large=24; r5.xlarge=48; r5a.2xlarge=19; r5a.large=86; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=56; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,MINMIN,231.21999999999986,108, 53, 0, 0, 24, 0, 0, 40, 40, 46, 26, 70, 0, 21, 21, 173, 0, 85, 0, 0, 24, 58, 44, 20, 29, 60, 58,{c5.2xlarge=108; c5.xlarge=53; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=24; d3.xlarge=0; i3.2xlarge=0; i3.large=40; i3.xlarge=40; m5.2xlarge=46; m5.large=26; m5.xlarge=70; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=21; m5zn.2xlarge=173; m5zn.large=0; m5zn.xlarge=85; r5.2xlarge=0; r5.large=0; r5.xlarge=24; r5a.2xlarge=58; r5a.large=44; r5a.xlarge=20; z1d.2xlarge=29; z1d.large=60; z1d.xlarge=58},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,MAXMIN,231.0599999999999,108, 54, 0, 0, 23, 0, 0, 40, 41, 45, 25, 69, 0, 22, 20, 175, 0, 86, 0, 0, 25, 58, 44, 20, 29, 59, 57,{c5.2xlarge=108; c5.xlarge=54; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=23; d3.xlarge=0; i3.2xlarge=0; i3.large=40; i3.xlarge=41; m5.2xlarge=45; m5.large=25; m5.xlarge=69; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=175; m5zn.large=0; m5zn.xlarge=86; r5.2xlarge=0; r5.large=0; r5.xlarge=25; r5a.2xlarge=58; r5a.large=44; r5a.xlarge=20; z1d.2xlarge=29; z1d.large=59; z1d.xlarge=57},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,MCT,231.28999999999985,111, 54, 0, 0, 23, 0, 0, 40, 40, 45, 26, 70, 0, 21, 21, 173, 0, 86, 0, 0, 24, 57, 43, 21, 29, 59, 57,{c5.2xlarge=111; c5.xlarge=54; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=23; d3.xlarge=0; i3.2xlarge=0; i3.large=40; i3.xlarge=40; m5.2xlarge=45; m5.large=26; m5.xlarge=70; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=21; m5zn.2xlarge=173; m5zn.large=0; m5zn.xlarge=86; r5.2xlarge=0; r5.large=0; r5.xlarge=24; r5a.2xlarge=57; r5a.large=43; r5a.xlarge=21; z1d.2xlarge=29; z1d.large=59; z1d.xlarge=57},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,ROUNDROBIN,237.4499999999998,105, 53, 0, 0, 23, 0, 0, 41, 40, 44, 25, 68, 0, 22, 21, 170, 0, 95, 0, 0, 25, 61, 43, 20, 28, 58, 58,{c5.2xlarge=105; c5.xlarge=53; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=23; d3.xlarge=0; i3.2xlarge=0; i3.large=41; i3.xlarge=40; m5.2xlarge=44; m5.large=25; m5.xlarge=68; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=21; m5zn.2xlarge=170; m5zn.large=0; m5zn.xlarge=95; r5.2xlarge=0; r5.large=0; r5.xlarge=25; r5a.2xlarge=61; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=28; z1d.large=58; z1d.xlarge=58},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,STATIC,225.74999999999994,117, 56, 0, 0, 23, 0, 0, 34, 33, 43, 23, 60, 0, 18, 19, 199, 0, 103, 0, 0, 21, 44, 36, 18, 32, 61, 60,{c5.2xlarge=117; c5.xlarge=56; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=23; d3.xlarge=0; i3.2xlarge=0; i3.large=34; i3.xlarge=33; m5.2xlarge=43; m5.large=23; m5.xlarge=60; m5a.2xlarge=0; m5a.large=18; m5a.xlarge=19; m5zn.2xlarge=199; m5zn.large=0; m5zn.xlarge=103; r5.2xlarge=0; r5.large=0; r5.xlarge=21; r5a.2xlarge=44; r5a.large=36; r5a.xlarge=18; z1d.2xlarge=32; z1d.large=61; z1d.xlarge=60},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,NOML,249.51999999999987,108, 56, 0, 0, 23, 0, 0, 41, 39, 46, 26, 70, 0, 22, 21, 171, 0, 85, 0, 0, 24, 59, 45, 21, 28, 59, 56,{c5.2xlarge=108; c5.xlarge=56; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=23; d3.xlarge=0; i3.2xlarge=0; i3.large=41; i3.xlarge=39; m5.2xlarge=46; m5.large=26; m5.xlarge=70; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=21; m5zn.2xlarge=171; m5zn.large=0; m5zn.xlarge=85; r5.2xlarge=0; r5.large=0; r5.xlarge=24; r5a.2xlarge=59; r5a.large=45; r5a.xlarge=21; z1d.2xlarge=28; z1d.large=59; z1d.xlarge=56},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,CUSTOMCLUSTERNOML,233.18999999999983,106, 55, 0, 0, 26, 0, 0, 40, 40, 44, 26, 69, 0, 21, 20, 177, 0, 87, 0, 0, 24, 58, 42, 21, 27, 59, 58,{c5.2xlarge=106; c5.xlarge=55; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=26; d3.xlarge=0; i3.2xlarge=0; i3.large=40; i3.xlarge=40; m5.2xlarge=44; m5.large=26; m5.xlarge=69; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=20; m5zn.2xlarge=177; m5zn.large=0; m5zn.xlarge=87; r5.2xlarge=0; r5.large=0; r5.xlarge=24; r5a.2xlarge=58; r5a.large=42; r5a.xlarge=21; z1d.2xlarge=27; z1d.large=59; z1d.xlarge=58},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
eager,exponential,0.05,40,8,TEXTDISTANCE,236.97999999999985,106, 55, 0, 0, 25, 0, 0, 42, 41, 46, 28, 68, 0, 21, 21, 173, 0, 86, 0, 0, 24, 58, 43, 20, 28, 57, 58,{c5.2xlarge=106; c5.xlarge=55; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=25; d3.xlarge=0; i3.2xlarge=0; i3.large=42; i3.xlarge=41; m5.2xlarge=46; m5.large=28; m5.xlarge=68; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=21; m5zn.2xlarge=173; m5zn.large=0; m5zn.xlarge=86; r5.2xlarge=0; r5.large=0; r5.xlarge=24; r5a.2xlarge=58; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=28; z1d.large=57; z1d.xlarge=58},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
