Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.2,40,0,MINMIN,2839.8599999999947,0, 56, 89, 58, 73, 55, 21, 20, 0, 52, 26, 77, 39, 0, 45, 85, 0, 32, 0, 27, 48, 56, 70, 42, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=89; c5a.xlarge=58; d3.2xlarge=73; d3.xlarge=55; i3.2xlarge=21; i3.large=20; i3.xlarge=0; m5.2xlarge=52; m5.large=26; m5.xlarge=77; m5a.2xlarge=39; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=27; r5.xlarge=48; r5a.2xlarge=56; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.2,40,9,STATIC,2828.379999999994,0, 130, 0, 60, 0, 83, 58, 43, 22, 0, 0, 50, 38, 22, 42, 52, 33, 30, 28, 77, 76, 18, 24, 0, 30, 56, 28,{c5.2xlarge=0; c5.xlarge=130; c5a.2xlarge=0; c5a.xlarge=60; d3.2xlarge=0; d3.xlarge=83; i3.2xlarge=58; i3.large=43; i3.xlarge=22; m5.2xlarge=0; m5.large=0; m5.xlarge=50; m5a.2xlarge=38; m5a.large=22; m5a.xlarge=42; m5zn.2xlarge=52; m5zn.large=33; m5zn.xlarge=30; r5.2xlarge=28; r5.large=77; r5.xlarge=76; r5a.2xlarge=18; r5a.large=24; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=56; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,NOML,3003.859999999994,0, 112, 0, 62, 0, 57, 46, 38, 22, 0, 0, 57, 47, 28, 52, 59, 33, 31, 30, 85, 70, 29, 26, 0, 31, 54, 31,{c5.2xlarge=0; c5.xlarge=112; c5a.2xlarge=0; c5a.xlarge=62; d3.2xlarge=0; d3.xlarge=57; i3.2xlarge=46; i3.large=38; i3.xlarge=22; m5.2xlarge=0; m5.large=0; m5.xlarge=57; m5a.2xlarge=47; m5a.large=28; m5a.xlarge=52; m5zn.2xlarge=59; m5zn.large=33; m5zn.xlarge=31; r5.2xlarge=30; r5.large=85; r5.xlarge=70; r5a.2xlarge=29; r5a.large=26; r5a.xlarge=0; z1d.2xlarge=31; z1d.large=54; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,CUSTOMCLUSTERNOML,2974.129999999995,0, 123, 0, 49, 0, 75, 77, 40, 20, 0, 0, 62, 42, 22, 36, 64, 27, 35, 32, 66, 76, 18, 25, 0, 30, 50, 31,{c5.2xlarge=0; c5.xlarge=123; c5a.2xlarge=0; c5a.xlarge=49; d3.2xlarge=0; d3.xlarge=75; i3.2xlarge=77; i3.large=40; i3.xlarge=20; m5.2xlarge=0; m5.large=0; m5.xlarge=62; m5a.2xlarge=42; m5a.large=22; m5a.xlarge=36; m5zn.2xlarge=64; m5zn.large=27; m5zn.xlarge=35; r5.2xlarge=32; r5.large=66; r5.xlarge=76; r5a.2xlarge=18; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=50; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,TEXTDISTANCE,2839.4599999999928,0, 96, 0, 53, 0, 70, 58, 56, 30, 0, 0, 54, 53, 28, 49, 59, 26, 26, 28, 74, 72, 27, 29, 0, 33, 47, 32,{c5.2xlarge=0; c5.xlarge=96; c5a.2xlarge=0; c5a.xlarge=53; d3.2xlarge=0; d3.xlarge=70; i3.2xlarge=58; i3.large=56; i3.xlarge=30; m5.2xlarge=0; m5.large=0; m5.xlarge=54; m5a.2xlarge=53; m5a.large=28; m5a.xlarge=49; m5zn.2xlarge=59; m5zn.large=26; m5zn.xlarge=26; r5.2xlarge=28; r5.large=74; r5.xlarge=72; r5a.2xlarge=27; r5a.large=29; r5a.xlarge=0; z1d.2xlarge=33; z1d.large=47; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,CRITICALPATH,2754.9699999999934,0, 107, 0, 55, 0, 83, 54, 47, 26, 0, 0, 51, 41, 27, 38, 57, 39, 31, 32, 65, 77, 21, 25, 0, 31, 61, 32,{c5.2xlarge=0; c5.xlarge=107; c5a.2xlarge=0; c5a.xlarge=55; d3.2xlarge=0; d3.xlarge=83; i3.2xlarge=54; i3.large=47; i3.xlarge=26; m5.2xlarge=0; m5.large=0; m5.xlarge=51; m5a.2xlarge=41; m5a.large=27; m5a.xlarge=38; m5zn.2xlarge=57; m5zn.large=39; m5zn.xlarge=31; r5.2xlarge=32; r5.large=65; r5.xlarge=77; r5a.2xlarge=21; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=31; z1d.large=61; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,CRITICALPATHREVERSE,2754.5499999999943,0, 109, 0, 53, 0, 82, 61, 45, 23, 0, 0, 49, 36, 25, 35, 65, 37, 33, 31, 70, 74, 23, 26, 0, 32, 57, 34,{c5.2xlarge=0; c5.xlarge=109; c5a.2xlarge=0; c5a.xlarge=53; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=61; i3.large=45; i3.xlarge=23; m5.2xlarge=0; m5.large=0; m5.xlarge=49; m5a.2xlarge=36; m5a.large=25; m5a.xlarge=35; m5zn.2xlarge=65; m5zn.large=37; m5zn.xlarge=33; r5.2xlarge=31; r5.large=70; r5.xlarge=74; r5a.2xlarge=23; r5a.large=26; r5a.xlarge=0; z1d.2xlarge=32; z1d.large=57; z1d.xlarge=34},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,RESHIV2,2756.659999999995,0, 106, 0, 61, 0, 80, 55, 40, 24, 0, 0, 52, 39, 27, 45, 59, 35, 30, 29, 74, 77, 21, 25, 0, 30, 58, 33,{c5.2xlarge=0; c5.xlarge=106; c5a.2xlarge=0; c5a.xlarge=61; d3.2xlarge=0; d3.xlarge=80; i3.2xlarge=55; i3.large=40; i3.xlarge=24; m5.2xlarge=0; m5.large=0; m5.xlarge=52; m5a.2xlarge=39; m5a.large=27; m5a.xlarge=45; m5zn.2xlarge=59; m5zn.large=35; m5zn.xlarge=30; r5.2xlarge=29; r5.large=74; r5.xlarge=77; r5a.2xlarge=21; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=30; z1d.large=58; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,RESHIV3,2756.829999999995,0, 114, 0, 55, 0, 73, 49, 42, 24, 0, 0, 52, 35, 25, 48, 58, 35, 32, 33, 75, 76, 21, 24, 0, 33, 63, 33,{c5.2xlarge=0; c5.xlarge=114; c5a.2xlarge=0; c5a.xlarge=55; d3.2xlarge=0; d3.xlarge=73; i3.2xlarge=49; i3.large=42; i3.xlarge=24; m5.2xlarge=0; m5.large=0; m5.xlarge=52; m5a.2xlarge=35; m5a.large=25; m5a.xlarge=48; m5zn.2xlarge=58; m5zn.large=35; m5zn.xlarge=32; r5.2xlarge=33; r5.large=75; r5.xlarge=76; r5a.2xlarge=21; r5a.large=24; r5a.xlarge=0; z1d.2xlarge=33; z1d.large=63; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,RESHIMAX,2754.9299999999935,0, 117, 0, 57, 0, 78, 50, 40, 21, 0, 0, 54, 35, 22, 45, 60, 37, 32, 29, 74, 86, 20, 25, 0, 32, 56, 30,{c5.2xlarge=0; c5.xlarge=117; c5a.2xlarge=0; c5a.xlarge=57; d3.2xlarge=0; d3.xlarge=78; i3.2xlarge=50; i3.large=40; i3.xlarge=21; m5.2xlarge=0; m5.large=0; m5.xlarge=54; m5a.2xlarge=35; m5a.large=22; m5a.xlarge=45; m5zn.2xlarge=60; m5zn.large=37; m5zn.xlarge=32; r5.2xlarge=29; r5.large=74; r5.xlarge=86; r5a.2xlarge=20; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=32; z1d.large=56; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,9,RESHIFCFS,2756.709999999995,0, 106, 0, 57, 0, 73, 57, 50, 21, 0, 0, 54, 35, 24, 43, 58, 36, 32, 29, 78, 75, 22, 25, 0, 32, 61, 32,{c5.2xlarge=0; c5.xlarge=106; c5a.2xlarge=0; c5a.xlarge=57; d3.2xlarge=0; d3.xlarge=73; i3.2xlarge=57; i3.large=50; i3.xlarge=21; m5.2xlarge=0; m5.large=0; m5.xlarge=54; m5a.2xlarge=35; m5a.large=24; m5a.xlarge=43; m5zn.2xlarge=58; m5zn.large=36; m5zn.xlarge=32; r5.2xlarge=29; r5.large=78; r5.xlarge=75; r5a.2xlarge=22; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=32; z1d.large=61; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.2,40,10,MINMIN,2788.0299999999947,28, 0, 29, 112, 0, 136, 0, 30, 17, 74, 0, 53, 78, 21, 84, 51, 0, 57, 50, 22, 50, 0, 22, 24, 29, 33, 0,{c5.2xlarge=28; c5.xlarge=0; c5a.2xlarge=29; c5a.xlarge=112; d3.2xlarge=0; d3.xlarge=136; i3.2xlarge=0; i3.large=30; i3.xlarge=17; m5.2xlarge=74; m5.large=0; m5.xlarge=53; m5a.2xlarge=78; m5a.large=21; m5a.xlarge=84; m5zn.2xlarge=51; m5zn.large=0; m5zn.xlarge=57; r5.2xlarge=50; r5.large=22; r5.xlarge=50; r5a.2xlarge=0; r5a.large=22; r5a.xlarge=24; z1d.2xlarge=29; z1d.large=33; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,MAXMIN,2798.9799999999964,30, 0, 26, 105, 0, 139, 0, 25, 22, 77, 0, 54, 79, 26, 87, 57, 0, 58, 47, 27, 44, 0, 19, 21, 29, 28, 0,{c5.2xlarge=30; c5.xlarge=0; c5a.2xlarge=26; c5a.xlarge=105; d3.2xlarge=0; d3.xlarge=139; i3.2xlarge=0; i3.large=25; i3.xlarge=22; m5.2xlarge=77; m5.large=0; m5.xlarge=54; m5a.2xlarge=79; m5a.large=26; m5a.xlarge=87; m5zn.2xlarge=57; m5zn.large=0; m5zn.xlarge=58; r5.2xlarge=47; r5.large=27; r5.xlarge=44; r5a.2xlarge=0; r5a.large=19; r5a.xlarge=21; z1d.2xlarge=29; z1d.large=28; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,MCT,2831.919999999994,29, 0, 25, 117, 0, 133, 0, 24, 20, 75, 0, 53, 83, 20, 88, 55, 0, 62, 42, 29, 50, 0, 26, 17, 28, 24, 0,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=25; c5a.xlarge=117; d3.2xlarge=0; d3.xlarge=133; i3.2xlarge=0; i3.large=24; i3.xlarge=20; m5.2xlarge=75; m5.large=0; m5.xlarge=53; m5a.2xlarge=83; m5a.large=20; m5a.xlarge=88; m5zn.2xlarge=55; m5zn.large=0; m5zn.xlarge=62; r5.2xlarge=42; r5.large=29; r5.xlarge=50; r5a.2xlarge=0; r5a.large=26; r5a.xlarge=17; z1d.2xlarge=28; z1d.large=24; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,ROUNDROBIN,3098.2599999999957,34, 0, 29, 105, 0, 103, 0, 34, 30, 54, 0, 49, 103, 1, 121, 62, 0, 39, 50, 34, 62, 0, 34, 13, 8, 35, 0,{c5.2xlarge=34; c5.xlarge=0; c5a.2xlarge=29; c5a.xlarge=105; d3.2xlarge=0; d3.xlarge=103; i3.2xlarge=0; i3.large=34; i3.xlarge=30; m5.2xlarge=54; m5.large=0; m5.xlarge=49; m5a.2xlarge=103; m5a.large=1; m5a.xlarge=121; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=39; r5.2xlarge=50; r5.large=34; r5.xlarge=62; r5a.2xlarge=0; r5a.large=34; r5a.xlarge=13; z1d.2xlarge=8; z1d.large=35; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,STATIC,2809.019999999995,31, 0, 31, 112, 0, 132, 0, 21, 19, 72, 0, 52, 80, 21, 90, 63, 0, 58, 46, 22, 52, 0, 21, 22, 30, 25, 0,{c5.2xlarge=31; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=112; d3.2xlarge=0; d3.xlarge=132; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=72; m5.large=0; m5.xlarge=52; m5a.2xlarge=80; m5a.large=21; m5a.xlarge=90; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=58; r5.2xlarge=46; r5.large=22; r5.xlarge=52; r5a.2xlarge=0; r5a.large=21; r5a.xlarge=22; z1d.2xlarge=30; z1d.large=25; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,NOML,3093.4199999999946,39, 0, 33, 101, 0, 65, 0, 23, 22, 81, 0, 52, 92, 28, 88, 59, 0, 60, 54, 28, 53, 0, 29, 28, 32, 33, 0,{c5.2xlarge=39; c5.xlarge=0; c5a.2xlarge=33; c5a.xlarge=101; d3.2xlarge=0; d3.xlarge=65; i3.2xlarge=0; i3.large=23; i3.xlarge=22; m5.2xlarge=81; m5.large=0; m5.xlarge=52; m5a.2xlarge=92; m5a.large=28; m5a.xlarge=88; m5zn.2xlarge=59; m5zn.large=0; m5zn.xlarge=60; r5.2xlarge=54; r5.large=28; r5.xlarge=53; r5a.2xlarge=0; r5a.large=29; r5a.xlarge=28; z1d.2xlarge=32; z1d.large=33; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,CUSTOMCLUSTERNOML,2787.739999999995,34, 0, 32, 89, 0, 119, 0, 23, 26, 76, 0, 61, 66, 29, 66, 63, 0, 56, 55, 27, 62, 0, 30, 23, 32, 31, 0,{c5.2xlarge=34; c5.xlarge=0; c5a.2xlarge=32; c5a.xlarge=89; d3.2xlarge=0; d3.xlarge=119; i3.2xlarge=0; i3.large=23; i3.xlarge=26; m5.2xlarge=76; m5.large=0; m5.xlarge=61; m5a.2xlarge=66; m5a.large=29; m5a.xlarge=66; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=56; r5.2xlarge=55; r5.large=27; r5.xlarge=62; r5a.2xlarge=0; r5a.large=30; r5a.xlarge=23; z1d.2xlarge=32; z1d.large=31; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,TEXTDISTANCE,2834.199999999993,32, 0, 29, 101, 0, 99, 0, 32, 30, 75, 0, 57, 76, 30, 88, 58, 0, 53, 54, 27, 48, 0, 25, 27, 31, 28, 0,{c5.2xlarge=32; c5.xlarge=0; c5a.2xlarge=29; c5a.xlarge=101; d3.2xlarge=0; d3.xlarge=99; i3.2xlarge=0; i3.large=32; i3.xlarge=30; m5.2xlarge=75; m5.large=0; m5.xlarge=57; m5a.2xlarge=76; m5a.large=30; m5a.xlarge=88; m5zn.2xlarge=58; m5zn.large=0; m5zn.xlarge=53; r5.2xlarge=54; r5.large=27; r5.xlarge=48; r5a.2xlarge=0; r5a.large=25; r5a.xlarge=27; z1d.2xlarge=31; z1d.large=28; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
chipseq,normal,0.2,40,10,CRITICALPATH,2754.009999999994,35, 0, 33, 100, 0, 112, 0, 25, 24, 73, 0, 50, 75, 28, 67, 63, 0, 63, 52, 31, 57, 0, 28, 26, 29, 29, 0,{c5.2xlarge=35; c5.xlarge=0; c5a.2xlarge=33; c5a.xlarge=100; d3.2xlarge=0; d3.xlarge=112; i3.2xlarge=0; i3.large=25; i3.xlarge=24; m5.2xlarge=73; m5.large=0; m5.xlarge=50; m5a.2xlarge=75; m5a.large=28; m5a.xlarge=67; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=63; r5.2xlarge=52; r5.large=31; r5.xlarge=57; r5a.2xlarge=0; r5a.large=28; r5a.xlarge=26; z1d.2xlarge=29; z1d.large=29; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
