Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.15,40,0,MINMIN,3107.3299999999954,0, 51, 77, 55, 78, 49, 20, 25, 0, 49, 24, 79, 48, 0, 49, 83, 0, 29, 0, 24, 45, 63, 70, 51, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=77; c5a.xlarge=55; d3.2xlarge=78; d3.xlarge=49; i3.2xlarge=20; i3.large=25; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=79; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=45; r5a.2xlarge=63; r5a.large=70; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,0,RESHIV3,2763.6699999999946,0, 57, 84, 59, 71, 58, 22, 26, 0, 51, 30, 75, 40, 0, 39, 81, 0, 34, 0, 31, 58, 43, 65, 40, 0, 0, 36,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=84; c5a.xlarge=59; d3.2xlarge=71; d3.xlarge=58; i3.2xlarge=22; i3.large=26; i3.xlarge=0; m5.2xlarge=51; m5.large=30; m5.xlarge=75; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=39; m5zn.2xlarge=81; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=31; r5.xlarge=58; r5a.2xlarge=43; r5a.large=65; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=36},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,0,RESHIMAX,2762.029999999995,0, 64, 83, 56, 68, 56, 22, 26, 0, 54, 32, 60, 35, 0, 46, 87, 0, 34, 0, 32, 57, 50, 68, 40, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=64; c5a.2xlarge=83; c5a.xlarge=56; d3.2xlarge=68; d3.xlarge=56; i3.2xlarge=22; i3.large=26; i3.xlarge=0; m5.2xlarge=54; m5.large=32; m5.xlarge=60; m5a.2xlarge=35; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=87; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=32; r5.xlarge=57; r5a.2xlarge=50; r5a.large=68; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,0,RESHIFCFS,2764.109999999995,0, 56, 73, 58, 75, 58, 24, 25, 0, 54, 30, 68, 33, 0, 51, 83, 0, 34, 0, 31, 60, 43, 65, 46, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=73; c5a.xlarge=58; d3.2xlarge=75; d3.xlarge=58; i3.2xlarge=24; i3.large=25; i3.xlarge=0; m5.2xlarge=54; m5.large=30; m5.xlarge=68; m5a.2xlarge=33; m5a.large=0; m5a.xlarge=51; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=31; r5.xlarge=60; r5a.2xlarge=43; r5a.large=65; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,1,MINMIN,3107.0599999999945,0, 56, 83, 54, 75, 47, 23, 24, 0, 48, 49, 74, 53, 0, 44, 85, 0, 28, 0, 24, 49, 62, 73, 49, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=83; c5a.xlarge=54; d3.2xlarge=75; d3.xlarge=47; i3.2xlarge=23; i3.large=24; i3.xlarge=0; m5.2xlarge=48; m5.large=49; m5.xlarge=74; m5a.2xlarge=53; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=28; r5.2xlarge=0; r5.large=24; r5.xlarge=49; r5a.2xlarge=62; r5a.large=73; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,MAXMIN,3111.2799999999943,0, 57, 75, 61, 80, 53, 22, 24, 0, 52, 45, 67, 40, 0, 43, 80, 0, 29, 0, 27, 52, 78, 74, 41, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=75; c5a.xlarge=61; d3.2xlarge=80; d3.xlarge=53; i3.2xlarge=22; i3.large=24; i3.xlarge=0; m5.2xlarge=52; m5.large=45; m5.xlarge=67; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=80; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=27; r5.xlarge=52; r5a.2xlarge=78; r5a.large=74; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,MCT,3113.849999999995,0, 57, 85, 57, 71, 52, 25, 25, 0, 44, 51, 78, 37, 0, 48, 82, 0, 31, 0, 27, 50, 65, 65, 50, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=85; c5a.xlarge=57; d3.2xlarge=71; d3.xlarge=52; i3.2xlarge=25; i3.large=25; i3.xlarge=0; m5.2xlarge=44; m5.large=51; m5.xlarge=78; m5a.2xlarge=37; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=27; r5.xlarge=50; r5a.2xlarge=65; r5a.large=65; r5a.xlarge=50; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,ROUNDROBIN,3108.5199999999963,0, 49, 85, 68, 83, 54, 34, 10, 0, 35, 86, 31, 68, 0, 36, 63, 0, 16, 0, 34, 47, 60, 102, 39, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=49; c5a.2xlarge=85; c5a.xlarge=68; d3.2xlarge=83; d3.xlarge=54; i3.2xlarge=34; i3.large=10; i3.xlarge=0; m5.2xlarge=35; m5.large=86; m5.xlarge=31; m5a.2xlarge=68; m5a.large=0; m5a.xlarge=36; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=16; r5.2xlarge=0; r5.large=34; r5.xlarge=47; r5a.2xlarge=60; r5a.large=102; r5a.xlarge=39; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,STATIC,4848.449999999994,0, 58, 87, 59, 75, 48, 23, 18, 0, 54, 58, 72, 46, 0, 45, 79, 0, 26, 0, 27, 53, 56, 68, 48, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=58; c5a.2xlarge=87; c5a.xlarge=59; d3.2xlarge=75; d3.xlarge=48; i3.2xlarge=23; i3.large=18; i3.xlarge=0; m5.2xlarge=54; m5.large=58; m5.xlarge=72; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=26; r5.2xlarge=0; r5.large=27; r5.xlarge=53; r5a.2xlarge=56; r5a.large=68; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,NOML,3100.199999999993,0, 64, 73, 64, 54, 38, 20, 20, 0, 52, 57, 66, 54, 0, 53, 70, 0, 27, 0, 32, 59, 68, 75, 54, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=64; c5a.2xlarge=73; c5a.xlarge=64; d3.2xlarge=54; d3.xlarge=38; i3.2xlarge=20; i3.large=20; i3.xlarge=0; m5.2xlarge=52; m5.large=57; m5.xlarge=66; m5a.2xlarge=54; m5a.large=0; m5a.xlarge=53; m5zn.2xlarge=70; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=59; r5a.2xlarge=68; r5a.large=75; r5a.xlarge=54; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,CUSTOMCLUSTERNOML,2827.5399999999945,0, 56, 84, 52, 72, 61, 34, 25, 0, 48, 58, 77, 40, 0, 37, 86, 0, 33, 0, 25, 56, 53, 60, 43, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=84; c5a.xlarge=52; d3.2xlarge=72; d3.xlarge=61; i3.2xlarge=34; i3.large=25; i3.xlarge=0; m5.2xlarge=48; m5.large=58; m5.xlarge=77; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=37; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=25; r5.xlarge=56; r5a.2xlarge=53; r5a.large=60; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,TEXTDISTANCE,2839.939999999995,0, 53, 66, 47, 63, 53, 22, 32, 0, 60, 56, 80, 53, 0, 53, 74, 0, 31, 0, 32, 44, 71, 67, 43, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=66; c5a.xlarge=47; d3.2xlarge=63; d3.xlarge=53; i3.2xlarge=22; i3.large=32; i3.xlarge=0; m5.2xlarge=60; m5.large=56; m5.xlarge=80; m5a.2xlarge=53; m5a.large=0; m5a.xlarge=53; m5zn.2xlarge=74; m5zn.large=0; m5zn.xlarge=31; r5.2xlarge=0; r5.large=32; r5.xlarge=44; r5a.2xlarge=71; r5a.large=67; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,CRITICALPATH,2779.8199999999947,0, 62, 67, 59, 73, 59, 21, 26, 0, 61, 60, 73, 39, 0, 46, 81, 0, 34, 0, 28, 57, 46, 62, 46, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=62; c5a.2xlarge=67; c5a.xlarge=59; d3.2xlarge=73; d3.xlarge=59; i3.2xlarge=21; i3.large=26; i3.xlarge=0; m5.2xlarge=61; m5.large=60; m5.xlarge=73; m5a.2xlarge=39; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=81; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=28; r5.xlarge=57; r5a.2xlarge=46; r5a.large=62; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,CRITICALPATHREVERSE,2780.0199999999954,0, 60, 80, 59, 70, 57, 24, 26, 0, 56, 59, 72, 41, 0, 40, 79, 0, 34, 0, 31, 62, 45, 64, 41, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=80; c5a.xlarge=59; d3.2xlarge=70; d3.xlarge=57; i3.2xlarge=24; i3.large=26; i3.xlarge=0; m5.2xlarge=56; m5.large=59; m5.xlarge=72; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=31; r5.xlarge=62; r5a.2xlarge=45; r5a.large=64; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,RESHIV2,2782.0399999999954,0, 60, 76, 63, 81, 58, 23, 26, 0, 55, 54, 70, 37, 0, 44, 81, 0, 37, 0, 31, 58, 45, 63, 38, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=76; c5a.xlarge=63; d3.2xlarge=81; d3.xlarge=58; i3.2xlarge=23; i3.large=26; i3.xlarge=0; m5.2xlarge=55; m5.large=54; m5.xlarge=70; m5a.2xlarge=37; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=81; m5zn.large=0; m5zn.xlarge=37; r5.2xlarge=0; r5.large=31; r5.xlarge=58; r5a.2xlarge=45; r5a.large=63; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,RESHIV3,2781.5699999999943,0, 57, 89, 64, 77, 55, 24, 25, 0, 55, 52, 76, 33, 0, 41, 84, 0, 35, 0, 31, 53, 44, 63, 42, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=89; c5a.xlarge=64; d3.2xlarge=77; d3.xlarge=55; i3.2xlarge=24; i3.large=25; i3.xlarge=0; m5.2xlarge=55; m5.large=52; m5.xlarge=76; m5a.2xlarge=33; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=84; m5zn.large=0; m5zn.xlarge=35; r5.2xlarge=0; r5.large=31; r5.xlarge=53; r5a.2xlarge=44; r5a.large=63; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,RESHIMAX,2779.779999999995,0, 58, 81, 59, 74, 53, 22, 28, 0, 58, 59, 77, 34, 0, 41, 70, 0, 37, 0, 27, 58, 50, 73, 41, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=58; c5a.2xlarge=81; c5a.xlarge=59; d3.2xlarge=74; d3.xlarge=53; i3.2xlarge=22; i3.large=28; i3.xlarge=0; m5.2xlarge=58; m5.large=59; m5.xlarge=77; m5a.2xlarge=34; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=70; m5zn.large=0; m5zn.xlarge=37; r5.2xlarge=0; r5.large=27; r5.xlarge=58; r5a.2xlarge=50; r5a.large=73; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,1,RESHIFCFS,2781.9299999999953,0, 56, 81, 67, 73, 59, 25, 26, 0, 53, 61, 65, 37, 0, 37, 83, 0, 33, 0, 30, 63, 40, 63, 48, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=81; c5a.xlarge=67; d3.2xlarge=73; d3.xlarge=59; i3.2xlarge=25; i3.large=26; i3.xlarge=0; m5.2xlarge=53; m5.large=61; m5.xlarge=65; m5a.2xlarge=37; m5a.large=0; m5a.xlarge=37; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=30; r5.xlarge=63; r5a.2xlarge=40; r5a.large=63; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,exponential,0.15,40,2,MINMIN,3101.3299999999945,27, 27, 29, 0, 0, 82, 46, 23, 71, 46, 22, 0, 26, 40, 0, 0, 28, 109, 98, 80, 0, 0, 92, 19, 0, 57, 78,{c5.2xlarge=27; c5.xlarge=27; c5a.2xlarge=29; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=46; i3.large=23; i3.xlarge=71; m5.2xlarge=46; m5.large=22; m5.xlarge=0; m5a.2xlarge=26; m5a.large=40; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=109; r5.2xlarge=98; r5.large=80; r5.xlarge=0; r5a.2xlarge=0; r5a.large=92; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=78},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.15,40,2,MAXMIN,3070.2999999999934,30, 30, 29, 0, 0, 73, 38, 25, 68, 51, 27, 0, 22, 41, 0, 0, 22, 112, 102, 85, 0, 0, 94, 17, 0, 55, 79,{c5.2xlarge=30; c5.xlarge=30; c5a.2xlarge=29; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=73; i3.2xlarge=38; i3.large=25; i3.xlarge=68; m5.2xlarge=51; m5.large=27; m5.xlarge=0; m5a.2xlarge=22; m5a.large=41; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=22; m5zn.xlarge=112; r5.2xlarge=102; r5.large=85; r5.xlarge=0; r5a.2xlarge=0; r5a.large=94; r5a.xlarge=17; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=79},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
