Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.15,40,0,MINMIN,2799.1399999999953,0, 60, 90, 60, 76, 61, 22, 20, 0, 52, 26, 73, 39, 0, 43, 83, 0, 30, 0, 29, 48, 47, 71, 40, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=90; c5a.xlarge=60; d3.2xlarge=76; d3.xlarge=61; i3.2xlarge=22; i3.large=20; i3.xlarge=0; m5.2xlarge=52; m5.large=26; m5.xlarge=73; m5a.2xlarge=39; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=0; r5.large=29; r5.xlarge=48; r5a.2xlarge=47; r5a.large=71; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.15,40,60,CUSTOMCLUSTERNOML,2977.7099999999937,35, 31, 61, 0, 35, 117, 58, 53, 88, 0, 0, 0, 25, 29, 44, 60, 0, 35, 52, 0, 0, 54, 0, 54, 64, 0, 105,{c5.2xlarge=35; c5.xlarge=31; c5a.2xlarge=61; c5a.xlarge=0; d3.2xlarge=35; d3.xlarge=117; i3.2xlarge=58; i3.large=53; i3.xlarge=88; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=25; m5a.large=29; m5a.xlarge=44; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=35; r5.2xlarge=52; r5.large=0; r5.xlarge=0; r5a.2xlarge=54; r5a.large=0; r5a.xlarge=54; z1d.2xlarge=64; z1d.large=0; z1d.xlarge=105},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,TEXTDISTANCE,3024.3099999999927,31, 26, 56, 0, 27, 87, 42, 60, 107, 0, 0, 0, 27, 33, 56, 65, 0, 34, 54, 0, 0, 73, 0, 77, 59, 0, 86,{c5.2xlarge=31; c5.xlarge=26; c5a.2xlarge=56; c5a.xlarge=0; d3.2xlarge=27; d3.xlarge=87; i3.2xlarge=42; i3.large=60; i3.xlarge=107; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=27; m5a.large=33; m5a.xlarge=56; m5zn.2xlarge=65; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=54; r5.large=0; r5.xlarge=0; r5a.2xlarge=73; r5a.large=0; r5a.xlarge=77; z1d.2xlarge=59; z1d.large=0; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,CRITICALPATH,2950.2099999999937,38, 33, 61, 0, 29, 94, 48, 58, 100, 0, 0, 0, 22, 32, 45, 62, 0, 37, 59, 0, 0, 48, 0, 62, 58, 0, 114,{c5.2xlarge=38; c5.xlarge=33; c5a.2xlarge=61; c5a.xlarge=0; d3.2xlarge=29; d3.xlarge=94; i3.2xlarge=48; i3.large=58; i3.xlarge=100; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=22; m5a.large=32; m5a.xlarge=45; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=37; r5.2xlarge=59; r5.large=0; r5.xlarge=0; r5a.2xlarge=48; r5a.large=0; r5a.xlarge=62; z1d.2xlarge=58; z1d.large=0; z1d.xlarge=114},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,CRITICALPATHREVERSE,2949.579999999995,34, 31, 60, 0, 30, 102, 50, 55, 98, 0, 0, 0, 24, 27, 45, 64, 0, 34, 60, 0, 0, 57, 0, 63, 63, 0, 103,{c5.2xlarge=34; c5.xlarge=31; c5a.2xlarge=60; c5a.xlarge=0; d3.2xlarge=30; d3.xlarge=102; i3.2xlarge=50; i3.large=55; i3.xlarge=98; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=24; m5a.large=27; m5a.xlarge=45; m5zn.2xlarge=64; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=60; r5.large=0; r5.xlarge=0; r5a.2xlarge=57; r5a.large=0; r5a.xlarge=63; z1d.2xlarge=63; z1d.large=0; z1d.xlarge=103},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,RESHIV2,2951.0699999999947,36, 32, 64, 0, 30, 111, 45, 57, 109, 0, 0, 0, 27, 29, 45, 61, 0, 33, 56, 0, 0, 47, 0, 63, 59, 0, 96,{c5.2xlarge=36; c5.xlarge=32; c5a.2xlarge=64; c5a.xlarge=0; d3.2xlarge=30; d3.xlarge=111; i3.2xlarge=45; i3.large=57; i3.xlarge=109; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=27; m5a.large=29; m5a.xlarge=45; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=56; r5.large=0; r5.xlarge=0; r5a.2xlarge=47; r5a.large=0; r5a.xlarge=63; z1d.2xlarge=59; z1d.large=0; z1d.xlarge=96},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,RESHIV3,2950.579999999995,37, 32, 61, 0, 35, 100, 50, 54, 101, 0, 0, 0, 25, 31, 45, 65, 0, 36, 56, 0, 0, 52, 0, 65, 60, 0, 95,{c5.2xlarge=37; c5.xlarge=32; c5a.2xlarge=61; c5a.xlarge=0; d3.2xlarge=35; d3.xlarge=100; i3.2xlarge=50; i3.large=54; i3.xlarge=101; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=25; m5a.large=31; m5a.xlarge=45; m5zn.2xlarge=65; m5zn.large=0; m5zn.xlarge=36; r5.2xlarge=56; r5.large=0; r5.xlarge=0; r5a.2xlarge=52; r5a.large=0; r5a.xlarge=65; z1d.2xlarge=60; z1d.large=0; z1d.xlarge=95},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,RESHIMAX,2950.1699999999937,36, 33, 62, 0, 33, 103, 46, 57, 100, 0, 0, 0, 22, 30, 43, 60, 0, 34, 57, 0, 0, 51, 0, 66, 61, 0, 106,{c5.2xlarge=36; c5.xlarge=33; c5a.2xlarge=62; c5a.xlarge=0; d3.2xlarge=33; d3.xlarge=103; i3.2xlarge=46; i3.large=57; i3.xlarge=100; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=22; m5a.large=30; m5a.xlarge=43; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=57; r5.large=0; r5.xlarge=0; r5a.2xlarge=51; r5a.large=0; r5a.xlarge=66; z1d.2xlarge=61; z1d.large=0; z1d.xlarge=106},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,60,RESHIFCFS,2950.989999999995,39, 33, 58, 0, 29, 103, 50, 53, 106, 0, 0, 0, 23, 28, 46, 61, 0, 34, 60, 0, 0, 52, 0, 63, 57, 0, 105,{c5.2xlarge=39; c5.xlarge=33; c5a.2xlarge=58; c5a.xlarge=0; d3.2xlarge=29; d3.xlarge=103; i3.2xlarge=50; i3.large=53; i3.xlarge=106; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=23; m5a.large=28; m5a.xlarge=46; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=60; r5.large=0; r5.xlarge=0; r5a.2xlarge=52; r5a.large=0; r5a.xlarge=63; z1d.2xlarge=57; z1d.large=0; z1d.xlarge=105},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.15,40,61,MINMIN,2764.5299999999943,58, 31, 0, 54, 29, 127, 20, 25, 19, 0, 111, 0, 16, 40, 63, 0, 118, 0, 25, 26, 37, 22, 21, 20, 0, 84, 54,{c5.2xlarge=58; c5.xlarge=31; c5a.2xlarge=0; c5a.xlarge=54; d3.2xlarge=29; d3.xlarge=127; i3.2xlarge=20; i3.large=25; i3.xlarge=19; m5.2xlarge=0; m5.large=111; m5.xlarge=0; m5a.2xlarge=16; m5a.large=40; m5a.xlarge=63; m5zn.2xlarge=0; m5zn.large=118; m5zn.xlarge=0; r5.2xlarge=25; r5.large=26; r5.xlarge=37; r5a.2xlarge=22; r5a.large=21; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=84; z1d.xlarge=54},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,MAXMIN,2786.3299999999945,60, 33, 0, 59, 23, 127, 20, 19, 17, 0, 106, 0, 21, 43, 62, 0, 113, 0, 24, 27, 48, 18, 24, 20, 0, 83, 53,{c5.2xlarge=60; c5.xlarge=33; c5a.2xlarge=0; c5a.xlarge=59; d3.2xlarge=23; d3.xlarge=127; i3.2xlarge=20; i3.large=19; i3.xlarge=17; m5.2xlarge=0; m5.large=106; m5.xlarge=0; m5a.2xlarge=21; m5a.large=43; m5a.xlarge=62; m5zn.2xlarge=0; m5zn.large=113; m5zn.xlarge=0; r5.2xlarge=24; r5.large=27; r5.xlarge=48; r5a.2xlarge=18; r5a.large=24; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=83; z1d.xlarge=53},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,MCT,2787.949999999995,56, 30, 0, 58, 24, 137, 19, 26, 18, 0, 105, 0, 15, 46, 56, 0, 118, 0, 21, 32, 42, 17, 21, 22, 0, 83, 54,{c5.2xlarge=56; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=24; d3.xlarge=137; i3.2xlarge=19; i3.large=26; i3.xlarge=18; m5.2xlarge=0; m5.large=105; m5.xlarge=0; m5a.2xlarge=15; m5a.large=46; m5a.xlarge=56; m5zn.2xlarge=0; m5zn.large=118; m5zn.xlarge=0; r5.2xlarge=21; r5.large=32; r5.xlarge=42; r5a.2xlarge=17; r5a.large=21; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=83; z1d.xlarge=54},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,ROUNDROBIN,3110.969999999995,35, 34, 0, 53, 28, 138, 8, 52, 10, 0, 102, 0, 15, 23, 65, 0, 83, 0, 34, 34, 33, 34, 34, 30, 0, 87, 68,{c5.2xlarge=35; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=53; d3.2xlarge=28; d3.xlarge=138; i3.2xlarge=8; i3.large=52; i3.xlarge=10; m5.2xlarge=0; m5.large=102; m5.xlarge=0; m5a.2xlarge=15; m5a.large=23; m5a.xlarge=65; m5zn.2xlarge=0; m5zn.large=83; m5zn.xlarge=0; r5.2xlarge=34; r5.large=34; r5.xlarge=33; r5a.2xlarge=34; r5a.large=34; r5a.xlarge=30; z1d.2xlarge=0; z1d.large=87; z1d.xlarge=68},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,STATIC,2789.3799999999947,60, 30, 0, 59, 22, 139, 16, 22, 19, 0, 104, 0, 17, 43, 58, 0, 115, 0, 18, 29, 51, 18, 19, 22, 0, 84, 55,{c5.2xlarge=60; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=59; d3.2xlarge=22; d3.xlarge=139; i3.2xlarge=16; i3.large=22; i3.xlarge=19; m5.2xlarge=0; m5.large=104; m5.xlarge=0; m5a.2xlarge=17; m5a.large=43; m5a.xlarge=58; m5zn.2xlarge=0; m5zn.large=115; m5zn.xlarge=0; r5.2xlarge=18; r5.large=29; r5.xlarge=51; r5a.2xlarge=18; r5a.large=19; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=84; z1d.xlarge=55},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,NOML,3093.519999999994,62, 32, 0, 54, 20, 76, 21, 21, 22, 0, 86, 0, 30, 54, 80, 0, 99, 0, 31, 34, 55, 28, 29, 28, 0, 78, 60,{c5.2xlarge=62; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=54; d3.2xlarge=20; d3.xlarge=76; i3.2xlarge=21; i3.large=21; i3.xlarge=22; m5.2xlarge=0; m5.large=86; m5.xlarge=0; m5a.2xlarge=30; m5a.large=54; m5a.xlarge=80; m5zn.2xlarge=0; m5zn.large=99; m5zn.xlarge=0; r5.2xlarge=31; r5.large=34; r5.xlarge=55; r5a.2xlarge=28; r5a.large=29; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=78; z1d.xlarge=60},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,CUSTOMCLUSTERNOML,2975.949999999994,60, 34, 0, 55, 30, 121, 34, 29, 23, 0, 72, 0, 23, 45, 49, 0, 109, 0, 31, 24, 56, 24, 22, 22, 0, 74, 63,{c5.2xlarge=60; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=55; d3.2xlarge=30; d3.xlarge=121; i3.2xlarge=34; i3.large=29; i3.xlarge=23; m5.2xlarge=0; m5.large=72; m5.xlarge=0; m5a.2xlarge=23; m5a.large=45; m5a.xlarge=49; m5zn.2xlarge=0; m5zn.large=109; m5zn.xlarge=0; r5.2xlarge=31; r5.large=24; r5.xlarge=56; r5a.2xlarge=24; r5a.large=22; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=74; z1d.xlarge=63},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,TEXTDISTANCE,3011.5099999999948,54, 30, 0, 53, 30, 99, 24, 28, 29, 0, 111, 0, 31, 54, 73, 0, 79, 0, 28, 31, 50, 23, 22, 27, 0, 67, 57,{c5.2xlarge=54; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=53; d3.2xlarge=30; d3.xlarge=99; i3.2xlarge=24; i3.large=28; i3.xlarge=29; m5.2xlarge=0; m5.large=111; m5.xlarge=0; m5a.2xlarge=31; m5a.large=54; m5a.xlarge=73; m5zn.2xlarge=0; m5zn.large=79; m5zn.xlarge=0; r5.2xlarge=28; r5.large=31; r5.xlarge=50; r5a.2xlarge=23; r5a.large=22; r5a.xlarge=27; z1d.2xlarge=0; z1d.large=67; z1d.xlarge=57},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,CRITICALPATH,2741.279999999994,59, 32, 0, 56, 29, 112, 22, 24, 22, 0, 94, 0, 20, 47, 56, 0, 110, 0, 29, 27, 52, 19, 22, 20, 0, 90, 58,{c5.2xlarge=59; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=56; d3.2xlarge=29; d3.xlarge=112; i3.2xlarge=22; i3.large=24; i3.xlarge=22; m5.2xlarge=0; m5.large=94; m5.xlarge=0; m5a.2xlarge=20; m5a.large=47; m5a.xlarge=56; m5zn.2xlarge=0; m5zn.large=110; m5zn.xlarge=0; r5.2xlarge=29; r5.large=27; r5.xlarge=52; r5a.2xlarge=19; r5a.large=22; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=90; z1d.xlarge=58},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,CRITICALPATHREVERSE,2741.1399999999944,56, 32, 0, 60, 32, 103, 25, 29, 21, 0, 89, 0, 23, 45, 59, 0, 115, 0, 30, 31, 47, 21, 25, 21, 0, 80, 56,{c5.2xlarge=56; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=60; d3.2xlarge=32; d3.xlarge=103; i3.2xlarge=25; i3.large=29; i3.xlarge=21; m5.2xlarge=0; m5.large=89; m5.xlarge=0; m5a.2xlarge=23; m5a.large=45; m5a.xlarge=59; m5zn.2xlarge=0; m5zn.large=115; m5zn.xlarge=0; r5.2xlarge=30; r5.large=31; r5.xlarge=47; r5a.2xlarge=21; r5a.large=25; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=80; z1d.xlarge=56},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
chipseq,normal,0.15,40,61,RESHIV2,2743.109999999995,60, 34, 0, 60, 31, 117, 25, 27, 23, 0, 85, 0, 23, 45, 49, 0, 100, 0, 30, 29, 52, 20, 27, 22, 0, 82, 59,{c5.2xlarge=60; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=60; d3.2xlarge=31; d3.xlarge=117; i3.2xlarge=25; i3.large=27; i3.xlarge=23; m5.2xlarge=0; m5.large=85; m5.xlarge=0; m5a.2xlarge=23; m5a.large=45; m5a.xlarge=49; m5zn.2xlarge=0; m5zn.large=100; m5zn.xlarge=0; r5.2xlarge=30; r5.large=29; r5.xlarge=52; r5a.2xlarge=20; r5a.large=27; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=82; z1d.xlarge=59},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
