Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.1,40,0,MINMIN,356.97,0, 51, 78, 51, 72, 53, 24, 16, 0, 53, 27, 79, 57, 0, 49, 61, 0, 24, 0, 30, 50, 69, 85, 52, 0, 0, 19,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=78; c5a.xlarge=51; d3.2xlarge=72; d3.xlarge=53; i3.2xlarge=24; i3.large=16; i3.xlarge=0; m5.2xlarge=53; m5.large=27; m5.xlarge=79; m5a.2xlarge=57; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=0; r5.large=30; r5.xlarge=50; r5a.2xlarge=69; r5a.large=85; r5a.xlarge=52; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,MAXMIN,356.97,0, 53, 83, 43, 69, 50, 26, 22, 0, 49, 24, 72, 62, 0, 45, 60, 0, 20, 0, 29, 51, 70, 99, 55, 0, 0, 18,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=83; c5a.xlarge=43; d3.2xlarge=69; d3.xlarge=50; i3.2xlarge=26; i3.large=22; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=72; m5a.2xlarge=62; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=20; r5.2xlarge=0; r5.large=29; r5.xlarge=51; r5a.2xlarge=70; r5a.large=99; r5a.xlarge=55; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,MCT,356.97,0, 52, 74, 58, 84, 54, 29, 25, 0, 43, 27, 65, 58, 0, 54, 79, 0, 20, 0, 29, 47, 68, 75, 38, 0, 0, 21,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=74; c5a.xlarge=58; d3.2xlarge=84; d3.xlarge=54; i3.2xlarge=29; i3.large=25; i3.xlarge=0; m5.2xlarge=43; m5.large=27; m5.xlarge=65; m5a.2xlarge=58; m5a.large=0; m5a.xlarge=54; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=20; r5.2xlarge=0; r5.large=29; r5.xlarge=47; r5a.2xlarge=68; r5a.large=75; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,ROUNDROBIN,356.97,0, 58, 66, 102, 69, 61, 21, 0, 0, 61, 14, 1, 113, 0, 40, 86, 0, 0, 0, 10, 61, 48, 160, 29, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=58; c5a.2xlarge=66; c5a.xlarge=102; d3.2xlarge=69; d3.xlarge=61; i3.2xlarge=21; i3.large=0; i3.xlarge=0; m5.2xlarge=61; m5.large=14; m5.xlarge=1; m5a.2xlarge=113; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=61; r5a.2xlarge=48; r5a.large=160; r5a.xlarge=29; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,STATIC,356.97,0, 43, 72, 39, 81, 59, 23, 25, 0, 58, 22, 74, 53, 0, 52, 75, 0, 19, 0, 28, 45, 73, 82, 51, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=43; c5a.2xlarge=72; c5a.xlarge=39; d3.2xlarge=81; d3.xlarge=59; i3.2xlarge=23; i3.large=25; i3.xlarge=0; m5.2xlarge=58; m5.large=22; m5.xlarge=74; m5a.2xlarge=53; m5a.large=0; m5a.xlarge=52; m5zn.2xlarge=75; m5zn.large=0; m5zn.xlarge=19; r5.2xlarge=0; r5.large=28; r5.xlarge=45; r5a.2xlarge=73; r5a.large=82; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,NOML,356.97,0, 71, 88, 76, 32, 38, 28, 22, 0, 52, 39, 62, 56, 0, 36, 85, 0, 44, 0, 40, 51, 50, 55, 41, 0, 0, 34,{c5.2xlarge=0; c5.xlarge=71; c5a.2xlarge=88; c5a.xlarge=76; d3.2xlarge=32; d3.xlarge=38; i3.2xlarge=28; i3.large=22; i3.xlarge=0; m5.2xlarge=52; m5.large=39; m5.xlarge=62; m5a.2xlarge=56; m5a.large=0; m5a.xlarge=36; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=44; r5.2xlarge=0; r5.large=40; r5.xlarge=51; r5a.2xlarge=50; r5a.large=55; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=34},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,CUSTOMCLUSTERNOML,356.97,0, 63, 85, 47, 51, 70, 33, 24, 0, 56, 25, 78, 48, 0, 40, 94, 0, 46, 0, 21, 67, 37, 33, 33, 0, 0, 49,{c5.2xlarge=0; c5.xlarge=63; c5a.2xlarge=85; c5a.xlarge=47; d3.2xlarge=51; d3.xlarge=70; i3.2xlarge=33; i3.large=24; i3.xlarge=0; m5.2xlarge=56; m5.large=25; m5.xlarge=78; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=94; m5zn.large=0; m5zn.xlarge=46; r5.2xlarge=0; r5.large=21; r5.xlarge=67; r5a.2xlarge=37; r5a.large=33; r5a.xlarge=33; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=49},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,TEXTDISTANCE,356.97,0, 61, 65, 53, 46, 52, 28, 28, 0, 58, 35, 78, 48, 0, 47, 86, 0, 41, 0, 33, 57, 43, 54, 49, 0, 0, 38,{c5.2xlarge=0; c5.xlarge=61; c5a.2xlarge=65; c5a.xlarge=53; d3.2xlarge=46; d3.xlarge=52; i3.2xlarge=28; i3.large=28; i3.xlarge=0; m5.2xlarge=58; m5.large=35; m5.xlarge=78; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=41; r5.2xlarge=0; r5.large=33; r5.xlarge=57; r5a.2xlarge=43; r5a.large=54; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=38},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,CRITICALPATH,356.97,0, 66, 88, 81, 40, 57, 25, 29, 0, 45, 40, 60, 35, 0, 38, 80, 0, 42, 0, 36, 52, 55, 45, 42, 0, 0, 44,{c5.2xlarge=0; c5.xlarge=66; c5a.2xlarge=88; c5a.xlarge=81; d3.2xlarge=40; d3.xlarge=57; i3.2xlarge=25; i3.large=29; i3.xlarge=0; m5.2xlarge=45; m5.large=40; m5.xlarge=60; m5a.2xlarge=35; m5a.large=0; m5a.xlarge=38; m5zn.2xlarge=80; m5zn.large=0; m5zn.xlarge=42; r5.2xlarge=0; r5.large=36; r5.xlarge=52; r5a.2xlarge=55; r5a.large=45; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=44},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,CRITICALPATHREVERSE,356.97,0, 72, 89, 82, 51, 60, 30, 27, 0, 45, 40, 49, 27, 0, 43, 83, 0, 48, 0, 39, 50, 39, 46, 38, 0, 0, 42,{c5.2xlarge=0; c5.xlarge=72; c5a.2xlarge=89; c5a.xlarge=82; d3.2xlarge=51; d3.xlarge=60; i3.2xlarge=30; i3.large=27; i3.xlarge=0; m5.2xlarge=45; m5.large=40; m5.xlarge=49; m5a.2xlarge=27; m5a.large=0; m5a.xlarge=43; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=48; r5.2xlarge=0; r5.large=39; r5.xlarge=50; r5a.2xlarge=39; r5a.large=46; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=42},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,0,RESHIV2,356.97,0, 60, 91, 75, 60, 68, 28, 23, 0, 40, 38, 54, 38, 0, 36, 92, 0, 45, 0, 36, 56, 40, 39, 36, 0, 0, 45,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=91; c5a.xlarge=75; d3.2xlarge=60; d3.xlarge=68; i3.2xlarge=28; i3.large=23; i3.xlarge=0; m5.2xlarge=40; m5.large=38; m5.xlarge=54; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=36; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=45; r5.2xlarge=0; r5.large=36; r5.xlarge=56; r5a.2xlarge=40; r5a.large=39; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=45},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
