Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.2,40,0,MINMIN,356.97,0, 59, 73, 56, 81, 47, 27, 22, 0, 47, 22, 78, 41, 0, 54, 70, 0, 24, 0, 19, 54, 72, 76, 55, 0, 0, 23,{c5.2xlarge=0; c5.xlarge=59; c5a.2xlarge=73; c5a.xlarge=56; d3.2xlarge=81; d3.xlarge=47; i3.2xlarge=27; i3.large=22; i3.xlarge=0; m5.2xlarge=47; m5.large=22; m5.xlarge=78; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=54; m5zn.2xlarge=70; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=0; r5.large=19; r5.xlarge=54; r5a.2xlarge=72; r5a.large=76; r5a.xlarge=55; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=23},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.2,40,38,RESHIV3,356.97,83, 0, 37, 0, 28, 33, 36, 35, 26, 28, 34, 48, 35, 22, 23, 42, 65, 60, 28, 56, 59, 32, 33, 32, 68, 0, 57,{c5.2xlarge=83; c5.xlarge=0; c5a.2xlarge=37; c5a.xlarge=0; d3.2xlarge=28; d3.xlarge=33; i3.2xlarge=36; i3.large=35; i3.xlarge=26; m5.2xlarge=28; m5.large=34; m5.xlarge=48; m5a.2xlarge=35; m5a.large=22; m5a.xlarge=23; m5zn.2xlarge=42; m5zn.large=65; m5zn.xlarge=60; r5.2xlarge=28; r5.large=56; r5.xlarge=59; r5a.2xlarge=32; r5a.large=33; r5a.xlarge=32; z1d.2xlarge=68; z1d.large=0; z1d.xlarge=57},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.2,40,38,RESHIMAX,356.97,79, 0, 35, 0, 24, 35, 41, 33, 27, 21, 38, 50, 29, 29, 26, 39, 67, 70, 30, 44, 52, 36, 24, 46, 62, 0, 63,{c5.2xlarge=79; c5.xlarge=0; c5a.2xlarge=35; c5a.xlarge=0; d3.2xlarge=24; d3.xlarge=35; i3.2xlarge=41; i3.large=33; i3.xlarge=27; m5.2xlarge=21; m5.large=38; m5.xlarge=50; m5a.2xlarge=29; m5a.large=29; m5a.xlarge=26; m5zn.2xlarge=39; m5zn.large=67; m5zn.xlarge=70; r5.2xlarge=30; r5.large=44; r5.xlarge=52; r5a.2xlarge=36; r5a.large=24; r5a.xlarge=46; z1d.2xlarge=62; z1d.large=0; z1d.xlarge=63},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.2,40,38,RESHIFCFS,356.97,89, 0, 37, 0, 26, 31, 35, 27, 31, 27, 32, 40, 39, 22, 29, 47, 75, 65, 30, 56, 47, 23, 28, 31, 65, 0, 68,{c5.2xlarge=89; c5.xlarge=0; c5a.2xlarge=37; c5a.xlarge=0; d3.2xlarge=26; d3.xlarge=31; i3.2xlarge=35; i3.large=27; i3.xlarge=31; m5.2xlarge=27; m5.large=32; m5.xlarge=40; m5a.2xlarge=39; m5a.large=22; m5a.xlarge=29; m5zn.2xlarge=47; m5zn.large=75; m5zn.xlarge=65; r5.2xlarge=30; r5.large=56; r5.xlarge=47; r5a.2xlarge=23; r5a.large=28; r5a.xlarge=31; z1d.2xlarge=65; z1d.large=0; z1d.xlarge=68},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.2,40,39,MINMIN,356.97,15, 59, 0, 0, 34, 104, 46, 44, 40, 126, 0, 58, 14, 59, 25, 15, 0, 0, 0, 30, 35, 64, 67, 51, 0, 44, 70,{c5.2xlarge=15; c5.xlarge=59; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=34; d3.xlarge=104; i3.2xlarge=46; i3.large=44; i3.xlarge=40; m5.2xlarge=126; m5.large=0; m5.xlarge=58; m5a.2xlarge=14; m5a.large=59; m5a.xlarge=25; m5zn.2xlarge=15; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=30; r5.xlarge=35; r5a.2xlarge=64; r5a.large=67; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=44; z1d.xlarge=70},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,MAXMIN,356.97,24, 62, 0, 0, 29, 111, 47, 36, 20, 123, 0, 56, 28, 62, 27, 16, 0, 0, 0, 32, 37, 53, 70, 44, 0, 43, 80,{c5.2xlarge=24; c5.xlarge=62; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=29; d3.xlarge=111; i3.2xlarge=47; i3.large=36; i3.xlarge=20; m5.2xlarge=123; m5.large=0; m5.xlarge=56; m5a.2xlarge=28; m5a.large=62; m5a.xlarge=27; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=32; r5.xlarge=37; r5a.2xlarge=53; r5a.large=70; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=43; z1d.xlarge=80},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,MCT,356.97,18, 73, 0, 0, 40, 97, 36, 51, 42, 121, 0, 60, 13, 60, 29, 19, 0, 0, 0, 35, 32, 59, 73, 49, 0, 32, 61,{c5.2xlarge=18; c5.xlarge=73; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=40; d3.xlarge=97; i3.2xlarge=36; i3.large=51; i3.xlarge=42; m5.2xlarge=121; m5.large=0; m5.xlarge=60; m5a.2xlarge=13; m5a.large=60; m5a.xlarge=29; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=35; r5.xlarge=32; r5a.2xlarge=59; r5a.large=73; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=61},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,ROUNDROBIN,356.97,0, 60, 0, 0, 61, 112, 10, 0, 83, 105, 0, 66, 0, 61, 44, 0, 0, 0, 0, 58, 61, 75, 81, 62, 0, 0, 61,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=61; d3.xlarge=112; i3.2xlarge=10; i3.large=0; i3.xlarge=83; m5.2xlarge=105; m5.large=0; m5.xlarge=66; m5a.2xlarge=0; m5a.large=61; m5a.xlarge=44; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=58; r5.xlarge=61; r5a.2xlarge=75; r5a.large=81; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=61},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,STATIC,356.97,23, 84, 0, 0, 24, 100, 52, 55, 26, 135, 0, 46, 25, 47, 33, 21, 0, 0, 0, 19, 24, 52, 69, 46, 0, 47, 72,{c5.2xlarge=23; c5.xlarge=84; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=24; d3.xlarge=100; i3.2xlarge=52; i3.large=55; i3.xlarge=26; m5.2xlarge=135; m5.large=0; m5.xlarge=46; m5a.2xlarge=25; m5a.large=47; m5a.xlarge=33; m5zn.2xlarge=21; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=19; r5.xlarge=24; r5a.2xlarge=52; r5a.large=69; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=47; z1d.xlarge=72},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,NOML,356.97,48, 103, 0, 0, 32, 47, 45, 35, 27, 97, 0, 61, 33, 46, 27, 43, 0, 0, 0, 36, 35, 41, 63, 40, 0, 63, 78,{c5.2xlarge=48; c5.xlarge=103; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=32; d3.xlarge=47; i3.2xlarge=45; i3.large=35; i3.xlarge=27; m5.2xlarge=97; m5.large=0; m5.xlarge=61; m5a.2xlarge=33; m5a.large=46; m5a.xlarge=27; m5zn.2xlarge=43; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=36; r5.xlarge=35; r5a.2xlarge=41; r5a.large=63; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=63; z1d.xlarge=78},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,CUSTOMCLUSTERNOML,356.97,49, 85, 0, 0, 39, 87, 66, 42, 33, 78, 0, 66, 27, 37, 35, 49, 0, 0, 0, 27, 40, 39, 45, 28, 0, 35, 93,{c5.2xlarge=49; c5.xlarge=85; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=39; d3.xlarge=87; i3.2xlarge=66; i3.large=42; i3.xlarge=33; m5.2xlarge=78; m5.large=0; m5.xlarge=66; m5a.2xlarge=27; m5a.large=37; m5a.xlarge=35; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=27; r5.xlarge=40; r5a.2xlarge=39; r5a.large=45; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=35; z1d.xlarge=93},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,TEXTDISTANCE,356.97,38, 78, 0, 0, 39, 89, 42, 41, 32, 132, 0, 67, 31, 45, 29, 43, 0, 0, 0, 36, 31, 33, 40, 48, 0, 42, 64,{c5.2xlarge=38; c5.xlarge=78; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=39; d3.xlarge=89; i3.2xlarge=42; i3.large=41; i3.xlarge=32; m5.2xlarge=132; m5.large=0; m5.xlarge=67; m5a.2xlarge=31; m5a.large=45; m5a.xlarge=29; m5zn.2xlarge=43; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=36; r5.xlarge=31; r5a.2xlarge=33; r5a.large=40; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=42; z1d.xlarge=64},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,CRITICALPATH,356.97,53, 84, 0, 0, 38, 95, 46, 40, 32, 62, 0, 64, 32, 27, 28, 47, 0, 0, 0, 30, 36, 39, 35, 41, 0, 78, 93,{c5.2xlarge=53; c5.xlarge=84; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=38; d3.xlarge=95; i3.2xlarge=46; i3.large=40; i3.xlarge=32; m5.2xlarge=62; m5.large=0; m5.xlarge=64; m5a.2xlarge=32; m5a.large=27; m5a.xlarge=28; m5zn.2xlarge=47; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=30; r5.xlarge=36; r5a.2xlarge=39; r5a.large=35; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=78; z1d.xlarge=93},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,CRITICALPATHREVERSE,356.97,47, 84, 0, 0, 38, 96, 42, 43, 21, 73, 0, 66, 31, 30, 30, 50, 0, 0, 0, 35, 35, 46, 45, 32, 0, 72, 84,{c5.2xlarge=47; c5.xlarge=84; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=38; d3.xlarge=96; i3.2xlarge=42; i3.large=43; i3.xlarge=21; m5.2xlarge=73; m5.large=0; m5.xlarge=66; m5a.2xlarge=31; m5a.large=30; m5a.xlarge=30; m5zn.2xlarge=50; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=35; r5.xlarge=35; r5a.2xlarge=46; r5a.large=45; r5a.xlarge=32; z1d.2xlarge=0; z1d.large=72; z1d.xlarge=84},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,RESHIV2,356.97,46, 91, 0, 0, 36, 97, 27, 32, 33, 68, 0, 52, 28, 41, 24, 44, 0, 0, 0, 40, 38, 43, 54, 35, 0, 75, 96,{c5.2xlarge=46; c5.xlarge=91; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=36; d3.xlarge=97; i3.2xlarge=27; i3.large=32; i3.xlarge=33; m5.2xlarge=68; m5.large=0; m5.xlarge=52; m5a.2xlarge=28; m5a.large=41; m5a.xlarge=24; m5zn.2xlarge=44; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=40; r5.xlarge=38; r5a.2xlarge=43; r5a.large=54; r5a.xlarge=35; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=96},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,RESHIV3,356.97,49, 92, 0, 0, 30, 92, 29, 40, 29, 73, 0, 50, 29, 46, 38, 44, 0, 0, 0, 42, 31, 38, 47, 41, 0, 77, 83,{c5.2xlarge=49; c5.xlarge=92; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=30; d3.xlarge=92; i3.2xlarge=29; i3.large=40; i3.xlarge=29; m5.2xlarge=73; m5.large=0; m5.xlarge=50; m5a.2xlarge=29; m5a.large=46; m5a.xlarge=38; m5zn.2xlarge=44; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=42; r5.xlarge=31; r5a.2xlarge=38; r5a.large=47; r5a.xlarge=41; z1d.2xlarge=0; z1d.large=77; z1d.xlarge=83},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,RESHIMAX,356.97,45, 99, 0, 0, 31, 104, 34, 43, 20, 64, 0, 47, 35, 38, 25, 46, 0, 0, 0, 37, 36, 30, 49, 40, 0, 89, 88,{c5.2xlarge=45; c5.xlarge=99; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=31; d3.xlarge=104; i3.2xlarge=34; i3.large=43; i3.xlarge=20; m5.2xlarge=64; m5.large=0; m5.xlarge=47; m5a.2xlarge=35; m5a.large=38; m5a.xlarge=25; m5zn.2xlarge=46; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=37; r5.xlarge=36; r5a.2xlarge=30; r5a.large=49; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=89; z1d.xlarge=88},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,39,RESHIFCFS,356.97,40, 88, 0, 0, 33, 97, 37, 39, 28, 65, 0, 54, 33, 49, 30, 47, 0, 0, 0, 39, 35, 39, 38, 47, 0, 75, 87,{c5.2xlarge=40; c5.xlarge=88; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=33; d3.xlarge=97; i3.2xlarge=37; i3.large=39; i3.xlarge=28; m5.2xlarge=65; m5.large=0; m5.xlarge=54; m5a.2xlarge=33; m5a.large=49; m5a.xlarge=30; m5zn.2xlarge=47; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=39; r5.xlarge=35; r5a.2xlarge=39; r5a.large=38; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=87},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.2,40,40,MINMIN,356.97,21, 28, 0, 62, 58, 84, 42, 35, 0, 0, 0, 0, 17, 55, 48, 52, 0, 95, 0, 36, 56, 118, 87, 0, 36, 29, 41,{c5.2xlarge=21; c5.xlarge=28; c5a.2xlarge=0; c5a.xlarge=62; d3.2xlarge=58; d3.xlarge=84; i3.2xlarge=42; i3.large=35; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=17; m5a.large=55; m5a.xlarge=48; m5zn.2xlarge=52; m5zn.large=0; m5zn.xlarge=95; r5.2xlarge=0; r5.large=36; r5.xlarge=56; r5a.2xlarge=118; r5a.large=87; r5a.xlarge=0; z1d.2xlarge=36; z1d.large=29; z1d.xlarge=41},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.2,40,40,MAXMIN,356.97,28, 41, 0, 75, 58, 81, 53, 47, 0, 0, 0, 0, 21, 55, 47, 56, 0, 100, 0, 44, 51, 97, 75, 0, 32, 24, 15,{c5.2xlarge=28; c5.xlarge=41; c5a.2xlarge=0; c5a.xlarge=75; d3.2xlarge=58; d3.xlarge=81; i3.2xlarge=53; i3.large=47; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=21; m5a.large=55; m5a.xlarge=47; m5zn.2xlarge=56; m5zn.large=0; m5zn.xlarge=100; r5.2xlarge=0; r5.large=44; r5.xlarge=51; r5a.2xlarge=97; r5a.large=75; r5a.xlarge=0; z1d.2xlarge=32; z1d.large=24; z1d.xlarge=15},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
