Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.0,40,0,MINMIN,2763.0099999999943,0, 57, 99, 69, 85, 62, 26, 15, 0, 40, 33, 49, 48, 0, 33, 91, 0, 27, 0, 32, 55, 43, 88, 36, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=99; c5a.xlarge=69; d3.2xlarge=85; d3.xlarge=62; i3.2xlarge=26; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=49; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=55; r5a.2xlarge=43; r5a.large=88; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,MAXMIN,2761.9899999999943,0, 57, 98, 67, 86, 62, 25, 15, 0, 40, 33, 50, 47, 0, 33, 92, 0, 27, 0, 32, 55, 44, 87, 37, 0, 0, 13,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=98; c5a.xlarge=67; d3.2xlarge=86; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=50; m5a.2xlarge=47; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=55; r5a.2xlarge=44; r5a.large=87; r5a.xlarge=37; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,MCT,2763.209999999995,0, 57, 99, 67, 86, 62, 25, 15, 0, 41, 33, 49, 48, 0, 33, 90, 0, 27, 0, 32, 58, 43, 87, 36, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=99; c5a.xlarge=67; d3.2xlarge=86; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=41; m5.large=33; m5.xlarge=49; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=58; r5a.2xlarge=43; r5a.large=87; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,ROUNDROBIN,3103.689999999995,0, 50, 92, 68, 87, 56, 34, 13, 0, 36, 34, 32, 68, 0, 39, 82, 0, 18, 0, 34, 50, 62, 102, 42, 0, 0, 1,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=92; c5a.xlarge=68; d3.2xlarge=87; d3.xlarge=56; i3.2xlarge=34; i3.large=13; i3.xlarge=0; m5.2xlarge=36; m5.large=34; m5.xlarge=32; m5a.2xlarge=68; m5a.large=0; m5a.xlarge=39; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=18; r5.2xlarge=0; r5.large=34; r5.xlarge=50; r5a.2xlarge=62; r5a.large=102; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,STATIC,2762.649999999994,0, 57, 98, 69, 85, 62, 25, 15, 0, 40, 33, 51, 48, 0, 34, 92, 0, 27, 0, 32, 55, 43, 87, 35, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=98; c5a.xlarge=69; d3.2xlarge=85; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=51; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=34; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=55; r5a.2xlarge=43; r5a.large=87; r5a.xlarge=35; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,NOML,3100.189999999994,0, 68, 76, 60, 45, 37, 23, 19, 0, 56, 32, 71, 54, 0, 51, 77, 0, 30, 0, 32, 54, 63, 68, 51, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=68; c5a.2xlarge=76; c5a.xlarge=60; d3.2xlarge=45; d3.xlarge=37; i3.2xlarge=23; i3.large=19; i3.xlarge=0; m5.2xlarge=56; m5.large=32; m5.xlarge=71; m5a.2xlarge=54; m5a.large=0; m5a.xlarge=51; m5zn.2xlarge=77; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=0; r5.large=32; r5.xlarge=54; r5a.2xlarge=63; r5a.large=68; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,CUSTOMCLUSTERNOML,2827.499999999994,0, 58, 78, 57, 74, 56, 31, 26, 0, 54, 26, 78, 42, 0, 38, 81, 0, 32, 0, 25, 57, 53, 57, 44, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=58; c5a.2xlarge=78; c5a.xlarge=57; d3.2xlarge=74; d3.xlarge=56; i3.2xlarge=31; i3.large=26; i3.xlarge=0; m5.2xlarge=54; m5.large=26; m5.xlarge=78; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=38; m5zn.2xlarge=81; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=25; r5.xlarge=57; r5a.2xlarge=53; r5a.large=57; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,TEXTDISTANCE,2840.0799999999945,0, 56, 66, 50, 60, 55, 23, 32, 0, 57, 35, 73, 53, 0, 52, 75, 0, 29, 0, 28, 47, 65, 66, 45, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=66; c5a.xlarge=50; d3.2xlarge=60; d3.xlarge=55; i3.2xlarge=23; i3.large=32; i3.xlarge=0; m5.2xlarge=57; m5.large=35; m5.xlarge=73; m5a.2xlarge=53; m5a.large=0; m5a.xlarge=52; m5zn.2xlarge=75; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=28; r5.xlarge=47; r5a.2xlarge=65; r5a.large=66; r5a.xlarge=45; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,CRITICALPATH,2761.9799999999955,0, 60, 84, 60, 72, 59, 23, 28, 0, 57, 33, 67, 35, 0, 44, 75, 0, 32, 0, 31, 51, 53, 55, 48, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=84; c5a.xlarge=60; d3.2xlarge=72; d3.xlarge=59; i3.2xlarge=23; i3.large=28; i3.xlarge=0; m5.2xlarge=57; m5.large=33; m5.xlarge=67; m5a.2xlarge=35; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=75; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=31; r5.xlarge=51; r5a.2xlarge=53; r5a.large=55; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,CRITICALPATHREVERSE,2762.2699999999954,0, 63, 79, 63, 73, 55, 26, 28, 0, 55, 31, 76, 36, 0, 41, 72, 0, 33, 0, 30, 58, 42, 64, 43, 0, 0, 32,{c5.2xlarge=0; c5.xlarge=63; c5a.2xlarge=79; c5a.xlarge=63; d3.2xlarge=73; d3.xlarge=55; i3.2xlarge=26; i3.large=28; i3.xlarge=0; m5.2xlarge=55; m5.large=31; m5.xlarge=76; m5a.2xlarge=36; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=72; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=30; r5.xlarge=58; r5a.2xlarge=42; r5a.large=64; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.0,40,0,RESHIV2,2764.1899999999955,0, 59, 79, 59, 70, 63, 20, 29, 0, 59, 33, 68, 38, 0, 38, 78, 0, 34, 0, 30, 60, 49, 62, 43, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=59; c5a.2xlarge=79; c5a.xlarge=59; d3.2xlarge=70; d3.xlarge=63; i3.2xlarge=20; i3.large=29; i3.xlarge=0; m5.2xlarge=59; m5.large=33; m5.xlarge=68; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=38; m5zn.2xlarge=78; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=30; r5.xlarge=60; r5a.2xlarge=49; r5a.large=62; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
