Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.05,40,0,MINMIN,2790.159999999992,0, 53, 85, 53, 80, 58, 17, 19, 0, 52, 26, 80, 38, 0, 48, 83, 0, 29, 0, 26, 51, 59, 70, 42, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=85; c5a.xlarge=53; d3.2xlarge=80; d3.xlarge=58; i3.2xlarge=17; i3.large=19; i3.xlarge=0; m5.2xlarge=52; m5.large=26; m5.xlarge=80; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=26; r5.xlarge=51; r5a.2xlarge=59; r5a.large=70; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.05,40,17,NOML,3092.4399999999937,94, 0, 35, 0, 47, 85, 37, 23, 0, 0, 30, 57, 56, 0, 52, 62, 63, 71, 51, 32, 29, 28, 0, 31, 0, 32, 85,{c5.2xlarge=94; c5.xlarge=0; c5a.2xlarge=35; c5a.xlarge=0; d3.2xlarge=47; d3.xlarge=85; i3.2xlarge=37; i3.large=23; i3.xlarge=0; m5.2xlarge=0; m5.large=30; m5.xlarge=57; m5a.2xlarge=56; m5a.large=0; m5a.xlarge=52; m5zn.2xlarge=62; m5zn.large=63; m5zn.xlarge=71; r5.2xlarge=51; r5.large=32; r5.xlarge=29; r5a.2xlarge=28; r5a.large=0; r5a.xlarge=31; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,CUSTOMCLUSTERNOML,2789.769999999993,90, 0, 31, 0, 69, 122, 58, 25, 0, 0, 24, 57, 38, 0, 38, 63, 47, 83, 50, 25, 30, 22, 0, 20, 0, 27, 81,{c5.2xlarge=90; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=0; d3.2xlarge=69; d3.xlarge=122; i3.2xlarge=58; i3.large=25; i3.xlarge=0; m5.2xlarge=0; m5.large=24; m5.xlarge=57; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=38; m5zn.2xlarge=63; m5zn.large=47; m5zn.xlarge=83; r5.2xlarge=50; r5.large=25; r5.xlarge=30; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=81},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,TEXTDISTANCE,2835.1099999999938,71, 0, 31, 0, 61, 112, 48, 31, 0, 0, 36, 60, 49, 0, 49, 58, 49, 87, 48, 33, 26, 27, 0, 24, 0, 26, 74,{c5.2xlarge=71; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=0; d3.2xlarge=61; d3.xlarge=112; i3.2xlarge=48; i3.large=31; i3.xlarge=0; m5.2xlarge=0; m5.large=36; m5.xlarge=60; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=58; m5zn.large=49; m5zn.xlarge=87; r5.2xlarge=48; r5.large=33; r5.xlarge=26; r5a.2xlarge=27; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=74},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,CRITICALPATH,2738.3799999999947,73, 0, 32, 0, 75, 121, 44, 26, 0, 0, 30, 52, 41, 0, 41, 62, 68, 73, 42, 29, 25, 22, 0, 24, 0, 33, 87,{c5.2xlarge=73; c5.xlarge=0; c5a.2xlarge=32; c5a.xlarge=0; d3.2xlarge=75; d3.xlarge=121; i3.2xlarge=44; i3.large=26; i3.xlarge=0; m5.2xlarge=0; m5.large=30; m5.xlarge=52; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=62; m5zn.large=68; m5zn.xlarge=73; r5.2xlarge=42; r5.large=29; r5.xlarge=25; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=33; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,CRITICALPATHREVERSE,2737.7599999999948,78, 0, 31, 0, 72, 121, 41, 30, 0, 0, 30, 47, 38, 0, 48, 54, 64, 86, 44, 28, 25, 20, 0, 25, 0, 33, 85,{c5.2xlarge=78; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=0; d3.2xlarge=72; d3.xlarge=121; i3.2xlarge=41; i3.large=30; i3.xlarge=0; m5.2xlarge=0; m5.large=30; m5.xlarge=47; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=48; m5zn.2xlarge=54; m5zn.large=64; m5zn.xlarge=86; r5.2xlarge=44; r5.large=28; r5.xlarge=25; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=33; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,RESHIV2,2740.4299999999957,81, 0, 30, 0, 78, 124, 45, 26, 0, 0, 25, 51, 38, 0, 34, 62, 61, 84, 47, 27, 24, 20, 0, 22, 0, 32, 89,{c5.2xlarge=81; c5.xlarge=0; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=78; d3.xlarge=124; i3.2xlarge=45; i3.large=26; i3.xlarge=0; m5.2xlarge=0; m5.large=25; m5.xlarge=51; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=34; m5zn.2xlarge=62; m5zn.large=61; m5zn.xlarge=84; r5.2xlarge=47; r5.large=27; r5.xlarge=24; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=89},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,RESHIV3,2740.3899999999953,88, 0, 30, 0, 74, 121, 42, 24, 0, 0, 26, 55, 41, 0, 40, 55, 64, 83, 46, 30, 29, 22, 0, 25, 0, 27, 78,{c5.2xlarge=88; c5.xlarge=0; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=74; d3.xlarge=121; i3.2xlarge=42; i3.large=24; i3.xlarge=0; m5.2xlarge=0; m5.large=26; m5.xlarge=55; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=55; m5zn.large=64; m5zn.xlarge=83; r5.2xlarge=46; r5.large=30; r5.xlarge=29; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=78},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,RESHIMAX,2738.4999999999945,83, 0, 33, 0, 75, 126, 39, 24, 0, 0, 28, 47, 39, 0, 44, 61, 59, 80, 51, 27, 24, 23, 0, 19, 0, 33, 85,{c5.2xlarge=83; c5.xlarge=0; c5a.2xlarge=33; c5a.xlarge=0; d3.2xlarge=75; d3.xlarge=126; i3.2xlarge=39; i3.large=24; i3.xlarge=0; m5.2xlarge=0; m5.large=28; m5.xlarge=47; m5a.2xlarge=39; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=61; m5zn.large=59; m5zn.xlarge=80; r5.2xlarge=51; r5.large=27; r5.xlarge=24; r5a.2xlarge=23; r5a.large=0; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=33; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,17,RESHIFCFS,2740.409999999996,81, 0, 32, 0, 75, 119, 37, 24, 0, 0, 28, 48, 38, 0, 47, 54, 63, 82, 46, 28, 27, 22, 0, 22, 0, 35, 92,{c5.2xlarge=81; c5.xlarge=0; c5a.2xlarge=32; c5a.xlarge=0; d3.2xlarge=75; d3.xlarge=119; i3.2xlarge=37; i3.large=24; i3.xlarge=0; m5.2xlarge=0; m5.large=28; m5.xlarge=48; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=54; m5zn.large=63; m5zn.xlarge=82; r5.2xlarge=46; r5.large=28; r5.xlarge=27; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=35; z1d.xlarge=92},{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,MINMIN,2712.489999999995,30, 0, 72, 55, 25, 52, 62, 27, 0, 0, 30, 23, 14, 59, 43, 30, 27, 62, 44, 52, 0, 35, 25, 0, 93, 54, 86,{c5.2xlarge=30; c5.xlarge=0; c5a.2xlarge=72; c5a.xlarge=55; d3.2xlarge=25; d3.xlarge=52; i3.2xlarge=62; i3.large=27; i3.xlarge=0; m5.2xlarge=0; m5.large=30; m5.xlarge=23; m5a.2xlarge=14; m5a.large=59; m5a.xlarge=43; m5zn.2xlarge=30; m5zn.large=27; m5zn.xlarge=62; r5.2xlarge=44; r5.large=52; r5.xlarge=0; r5a.2xlarge=35; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=93; z1d.large=54; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,MAXMIN,2710.779999999996,27, 0, 73, 55, 24, 55, 60, 23, 0, 0, 30, 24, 15, 64, 42, 27, 26, 57, 49, 53, 0, 35, 21, 0, 91, 56, 93,{c5.2xlarge=27; c5.xlarge=0; c5a.2xlarge=73; c5a.xlarge=55; d3.2xlarge=24; d3.xlarge=55; i3.2xlarge=60; i3.large=23; i3.xlarge=0; m5.2xlarge=0; m5.large=30; m5.xlarge=24; m5a.2xlarge=15; m5a.large=64; m5a.xlarge=42; m5zn.2xlarge=27; m5zn.large=26; m5zn.xlarge=57; r5.2xlarge=49; r5.large=53; r5.xlarge=0; r5a.2xlarge=35; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=91; z1d.large=56; z1d.xlarge=93},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,MCT,2713.359999999994,32, 0, 76, 51, 28, 53, 61, 24, 0, 0, 27, 23, 18, 57, 38, 26, 31, 60, 39, 55, 0, 36, 22, 0, 97, 58, 88,{c5.2xlarge=32; c5.xlarge=0; c5a.2xlarge=76; c5a.xlarge=51; d3.2xlarge=28; d3.xlarge=53; i3.2xlarge=61; i3.large=24; i3.xlarge=0; m5.2xlarge=0; m5.large=27; m5.xlarge=23; m5a.2xlarge=18; m5a.large=57; m5a.xlarge=38; m5zn.2xlarge=26; m5zn.large=31; m5zn.xlarge=60; r5.2xlarge=39; r5.large=55; r5.xlarge=0; r5a.2xlarge=36; r5a.large=22; r5a.xlarge=0; z1d.2xlarge=97; z1d.large=58; z1d.xlarge=88},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,ROUNDROBIN,3098.329999999996,35, 0, 12, 34, 34, 68, 86, 34, 0, 0, 34, 5, 2, 63, 53, 13, 8, 64, 36, 64, 0, 56, 34, 0, 114, 49, 102,{c5.2xlarge=35; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=34; d3.2xlarge=34; d3.xlarge=68; i3.2xlarge=86; i3.large=34; i3.xlarge=0; m5.2xlarge=0; m5.large=34; m5.xlarge=5; m5a.2xlarge=2; m5a.large=63; m5a.xlarge=53; m5zn.2xlarge=13; m5zn.large=8; m5zn.xlarge=64; r5.2xlarge=36; r5.large=64; r5.xlarge=0; r5a.2xlarge=56; r5a.large=34; r5a.xlarge=0; z1d.2xlarge=114; z1d.large=49; z1d.xlarge=102},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,STATIC,2747.2299999999946,27, 0, 85, 57, 23, 58, 62, 20, 0, 0, 25, 22, 21, 65, 41, 30, 31, 54, 53, 45, 0, 38, 21, 0, 85, 53, 84,{c5.2xlarge=27; c5.xlarge=0; c5a.2xlarge=85; c5a.xlarge=57; d3.2xlarge=23; d3.xlarge=58; i3.2xlarge=62; i3.large=20; i3.xlarge=0; m5.2xlarge=0; m5.large=25; m5.xlarge=22; m5a.2xlarge=21; m5a.large=65; m5a.xlarge=41; m5zn.2xlarge=30; m5zn.large=31; m5zn.xlarge=54; r5.2xlarge=53; r5.large=45; r5.xlarge=0; r5a.2xlarge=38; r5a.large=21; r5a.xlarge=0; z1d.2xlarge=85; z1d.large=53; z1d.xlarge=84},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,NOML,3001.859999999994,37, 0, 80, 59, 21, 42, 41, 23, 0, 0, 28, 30, 29, 67, 48, 30, 32, 57, 49, 53, 0, 50, 23, 0, 73, 55, 73,{c5.2xlarge=37; c5.xlarge=0; c5a.2xlarge=80; c5a.xlarge=59; d3.2xlarge=21; d3.xlarge=42; i3.2xlarge=41; i3.large=23; i3.xlarge=0; m5.2xlarge=0; m5.large=28; m5.xlarge=30; m5a.2xlarge=29; m5a.large=67; m5a.xlarge=48; m5zn.2xlarge=30; m5zn.large=32; m5zn.xlarge=57; r5.2xlarge=49; r5.large=53; r5.xlarge=0; r5a.2xlarge=50; r5a.large=23; r5a.xlarge=0; z1d.2xlarge=73; z1d.large=55; z1d.xlarge=73},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,CUSTOMCLUSTERNOML,2972.4299999999944,34, 0, 71, 47, 31, 52, 78, 22, 0, 0, 25, 31, 23, 61, 39, 28, 30, 61, 58, 49, 0, 34, 25, 0, 75, 48, 78,{c5.2xlarge=34; c5.xlarge=0; c5a.2xlarge=71; c5a.xlarge=47; d3.2xlarge=31; d3.xlarge=52; i3.2xlarge=78; i3.large=22; i3.xlarge=0; m5.2xlarge=0; m5.large=25; m5.xlarge=31; m5a.2xlarge=23; m5a.large=61; m5a.xlarge=39; m5zn.2xlarge=28; m5zn.large=30; m5zn.xlarge=61; r5.2xlarge=58; r5.large=49; r5.xlarge=0; r5a.2xlarge=34; r5a.large=25; r5a.xlarge=0; z1d.2xlarge=75; z1d.large=48; z1d.xlarge=78},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,TEXTDISTANCE,2839.5199999999927,30, 0, 67, 47, 24, 51, 49, 33, 0, 0, 35, 33, 25, 70, 53, 33, 27, 53, 45, 57, 0, 50, 27, 0, 72, 46, 73,{c5.2xlarge=30; c5.xlarge=0; c5a.2xlarge=67; c5a.xlarge=47; d3.2xlarge=24; d3.xlarge=51; i3.2xlarge=49; i3.large=33; i3.xlarge=0; m5.2xlarge=0; m5.large=35; m5.xlarge=33; m5a.2xlarge=25; m5a.large=70; m5a.xlarge=53; m5zn.2xlarge=33; m5zn.large=27; m5zn.xlarge=53; r5.2xlarge=45; r5.large=57; r5.xlarge=0; r5a.2xlarge=50; r5a.large=27; r5a.xlarge=0; z1d.2xlarge=72; z1d.large=46; z1d.xlarge=73},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,CRITICALPATH,2710.9099999999944,33, 0, 78, 53, 27, 60, 45, 27, 0, 0, 28, 27, 24, 58, 40, 33, 34, 58, 52, 52, 0, 37, 26, 0, 76, 56, 76,{c5.2xlarge=33; c5.xlarge=0; c5a.2xlarge=78; c5a.xlarge=53; d3.2xlarge=27; d3.xlarge=60; i3.2xlarge=45; i3.large=27; i3.xlarge=0; m5.2xlarge=0; m5.large=28; m5.xlarge=27; m5a.2xlarge=24; m5a.large=58; m5a.xlarge=40; m5zn.2xlarge=33; m5zn.large=34; m5zn.xlarge=58; r5.2xlarge=52; r5.large=52; r5.xlarge=0; r5a.2xlarge=37; r5a.large=26; r5a.xlarge=0; z1d.2xlarge=76; z1d.large=56; z1d.xlarge=76},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
chipseq,exponential,0.05,40,18,CRITICALPATHREVERSE,2710.509999999995,29, 0, 80, 54, 27, 56, 53, 24, 0, 0, 34, 25, 24, 55, 44, 33, 38, 58, 46, 52, 0, 36, 23, 0, 72, 51, 86,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=80; c5a.xlarge=54; d3.2xlarge=27; d3.xlarge=56; i3.2xlarge=53; i3.large=24; i3.xlarge=0; m5.2xlarge=0; m5.large=34; m5.xlarge=25; m5a.2xlarge=24; m5a.large=55; m5a.xlarge=44; m5zn.2xlarge=33; m5zn.large=38; m5zn.xlarge=58; r5.2xlarge=46; r5.large=52; r5.xlarge=0; r5a.2xlarge=36; r5a.large=23; r5a.xlarge=0; z1d.2xlarge=72; z1d.large=51; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=2; z1d.xlarge=3}
