Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
eager,normal,0.2,40,0,MINMIN,259.1799999999999,0, 54, 84, 58, 73, 54, 20, 20, 0, 51, 28, 72, 41, 0, 40, 94, 0, 33, 0, 28, 52, 62, 68, 40, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=84; c5a.xlarge=58; d3.2xlarge=73; d3.xlarge=54; i3.2xlarge=20; i3.large=20; i3.xlarge=0; m5.2xlarge=51; m5.large=28; m5.xlarge=72; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=94; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=28; r5.xlarge=52; r5a.2xlarge=62; r5a.large=68; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
eager,normal,0.2,40,41,CRITICALPATHREVERSE,235.8199999999999,115, 56, 55, 29, 0, 83, 0, 21, 20, 48, 0, 25, 82, 63, 42, 35, 0, 0, 73, 28, 51, 40, 44, 0, 0, 60, 30,{c5.2xlarge=115; c5.xlarge=56; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=83; i3.2xlarge=0; i3.large=21; i3.xlarge=20; m5.2xlarge=48; m5.large=0; m5.xlarge=25; m5a.2xlarge=82; m5a.large=63; m5a.xlarge=42; m5zn.2xlarge=35; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=28; r5.xlarge=51; r5a.2xlarge=40; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,normal,0.2,40,41,RESHIV2,236.63999999999993,115, 57, 56, 29, 0, 82, 0, 20, 19, 50, 0, 24, 81, 66, 40, 35, 0, 0, 73, 28, 52, 41, 42, 0, 0, 60, 30,{c5.2xlarge=115; c5.xlarge=57; c5a.2xlarge=56; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=20; i3.xlarge=19; m5.2xlarge=50; m5.large=0; m5.xlarge=24; m5a.2xlarge=81; m5a.large=66; m5a.xlarge=40; m5zn.2xlarge=35; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=28; r5.xlarge=52; r5a.2xlarge=41; r5a.large=42; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,normal,0.2,40,41,RESHIV3,237.75999999999988,113, 58, 55, 28, 0, 80, 0, 21, 19, 51, 0, 25, 84, 66, 42, 34, 0, 0, 72, 27, 50, 41, 45, 0, 0, 59, 30,{c5.2xlarge=113; c5.xlarge=58; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=80; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=25; m5a.2xlarge=84; m5a.large=66; m5a.xlarge=42; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=72; r5.large=27; r5.xlarge=50; r5a.2xlarge=41; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,normal,0.2,40,41,RESHIMAX,236.1099999999999,116, 55, 55, 28, 0, 83, 0, 20, 19, 49, 0, 25, 82, 65, 41, 33, 0, 0, 73, 27, 52, 43, 44, 0, 0, 61, 29,{c5.2xlarge=116; c5.xlarge=55; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=83; i3.2xlarge=0; i3.large=20; i3.xlarge=19; m5.2xlarge=49; m5.large=0; m5.xlarge=25; m5a.2xlarge=82; m5a.large=65; m5a.xlarge=41; m5zn.2xlarge=33; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=27; r5.xlarge=52; r5a.2xlarge=43; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,normal,0.2,40,41,RESHIFCFS,236.3299999999999,113, 57, 55, 28, 0, 83, 0, 22, 20, 50, 0, 23, 82, 65, 41, 33, 0, 0, 74, 27, 51, 40, 45, 0, 0, 61, 30,{c5.2xlarge=113; c5.xlarge=57; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=83; i3.2xlarge=0; i3.large=22; i3.xlarge=20; m5.2xlarge=50; m5.large=0; m5.xlarge=23; m5a.2xlarge=82; m5a.large=65; m5a.xlarge=41; m5zn.2xlarge=33; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=74; r5.large=27; r5.xlarge=51; r5a.2xlarge=40; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,normal,0.2,40,42,MINMIN,233.09999999999982,87, 28, 28, 29, 70, 0, 42, 61, 20, 24, 0, 46, 82, 22, 0, 88, 66, 0, 23, 55, 24, 0, 43, 20, 0, 58, 84,{c5.2xlarge=87; c5.xlarge=28; c5a.2xlarge=28; c5a.xlarge=29; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=42; i3.large=61; i3.xlarge=20; m5.2xlarge=24; m5.large=0; m5.xlarge=46; m5a.2xlarge=82; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=23; r5.large=55; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=84},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,MAXMIN,236.8099999999999,86, 28, 28, 28, 70, 0, 42, 61, 19, 25, 0, 47, 82, 21, 0, 89, 64, 0, 23, 55, 24, 0, 42, 23, 0, 57, 86,{c5.2xlarge=86; c5.xlarge=28; c5a.2xlarge=28; c5a.xlarge=28; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=42; i3.large=61; i3.xlarge=19; m5.2xlarge=25; m5.large=0; m5.xlarge=47; m5a.2xlarge=82; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=23; r5.large=55; r5.xlarge=24; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,MCT,237.39999999999986,87, 27, 28, 28, 69, 0, 43, 60, 22, 24, 0, 47, 82, 22, 0, 86, 64, 0, 23, 54, 25, 0, 43, 20, 0, 59, 87,{c5.2xlarge=87; c5.xlarge=27; c5a.2xlarge=28; c5a.xlarge=28; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=43; i3.large=60; i3.xlarge=22; m5.2xlarge=24; m5.large=0; m5.xlarge=47; m5a.2xlarge=82; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=86; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=23; r5.large=54; r5.xlarge=25; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,ROUNDROBIN,236.50999999999988,86, 27, 27, 28, 69, 0, 41, 60, 19, 24, 0, 47, 83, 22, 0, 94, 64, 0, 23, 55, 24, 0, 42, 20, 0, 58, 87,{c5.2xlarge=86; c5.xlarge=27; c5a.2xlarge=27; c5a.xlarge=28; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=41; i3.large=60; i3.xlarge=19; m5.2xlarge=24; m5.large=0; m5.xlarge=47; m5a.2xlarge=83; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=94; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=23; r5.large=55; r5.xlarge=24; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,STATIC,236.73999999999978,90, 29, 28, 30, 70, 0, 38, 52, 19, 22, 0, 43, 71, 18, 0, 109, 74, 0, 21, 48, 22, 0, 41, 19, 0, 62, 94,{c5.2xlarge=90; c5.xlarge=29; c5a.2xlarge=28; c5a.xlarge=30; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=38; i3.large=52; i3.xlarge=19; m5.2xlarge=22; m5.large=0; m5.xlarge=43; m5a.2xlarge=71; m5a.large=18; m5a.xlarge=0; m5zn.2xlarge=109; m5zn.large=74; m5zn.xlarge=0; r5.2xlarge=21; r5.large=48; r5.xlarge=22; r5a.2xlarge=0; r5a.large=41; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=62; z1d.xlarge=94},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,NOML,249.83999999999986,89, 29, 28, 30, 67, 0, 41, 64, 20, 25, 0, 46, 81, 22, 0, 86, 63, 0, 22, 54, 24, 0, 42, 21, 0, 59, 87,{c5.2xlarge=89; c5.xlarge=29; c5a.2xlarge=28; c5a.xlarge=30; d3.2xlarge=67; d3.xlarge=0; i3.2xlarge=41; i3.large=64; i3.xlarge=20; m5.2xlarge=25; m5.large=0; m5.xlarge=46; m5a.2xlarge=81; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=86; m5zn.large=63; m5zn.xlarge=0; r5.2xlarge=22; r5.large=54; r5.xlarge=24; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,CUSTOMCLUSTERNOML,236.73999999999987,84, 27, 28, 28, 73, 0, 41, 60, 20, 25, 0, 46, 83, 22, 0, 90, 63, 0, 24, 54, 24, 0, 44, 20, 0, 59, 85,{c5.2xlarge=84; c5.xlarge=27; c5a.2xlarge=28; c5a.xlarge=28; d3.2xlarge=73; d3.xlarge=0; i3.2xlarge=41; i3.large=60; i3.xlarge=20; m5.2xlarge=25; m5.large=0; m5.xlarge=46; m5a.2xlarge=83; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=90; m5zn.large=63; m5zn.xlarge=0; r5.2xlarge=24; r5.large=54; r5.xlarge=24; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,TEXTDISTANCE,237.83999999999986,84, 28, 28, 30, 70, 0, 42, 59, 19, 26, 0, 49, 83, 22, 0, 86, 64, 0, 25, 54, 24, 0, 43, 20, 0, 59, 85,{c5.2xlarge=84; c5.xlarge=28; c5a.2xlarge=28; c5a.xlarge=30; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=42; i3.large=59; i3.xlarge=19; m5.2xlarge=26; m5.large=0; m5.xlarge=49; m5a.2xlarge=83; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=86; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=25; r5.large=54; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,CRITICALPATH,234.00999999999988,84, 28, 27, 29, 71, 0, 42, 62, 19, 25, 0, 47, 82, 21, 0, 87, 66, 0, 23, 55, 25, 0, 42, 21, 0, 57, 87,{c5.2xlarge=84; c5.xlarge=28; c5a.2xlarge=27; c5a.xlarge=29; d3.2xlarge=71; d3.xlarge=0; i3.2xlarge=42; i3.large=62; i3.xlarge=19; m5.2xlarge=25; m5.large=0; m5.xlarge=47; m5a.2xlarge=82; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=23; r5.large=55; r5.xlarge=25; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,CRITICALPATHREVERSE,234.1599999999999,85, 28, 27, 28, 70, 0, 41, 60, 19, 25, 0, 47, 83, 21, 0, 89, 66, 0, 23, 55, 24, 0, 43, 22, 0, 58, 86,{c5.2xlarge=85; c5.xlarge=28; c5a.2xlarge=27; c5a.xlarge=28; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=41; i3.large=60; i3.xlarge=19; m5.2xlarge=25; m5.large=0; m5.xlarge=47; m5a.2xlarge=83; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=23; r5.large=55; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,RESHIV2,233.65999999999985,86, 27, 28, 29, 69, 0, 40, 60, 19, 25, 0, 47, 81, 22, 0, 87, 66, 0, 25, 56, 24, 0, 44, 21, 0, 59, 85,{c5.2xlarge=86; c5.xlarge=27; c5a.2xlarge=28; c5a.xlarge=29; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=40; i3.large=60; i3.xlarge=19; m5.2xlarge=25; m5.large=0; m5.xlarge=47; m5a.2xlarge=81; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=25; r5.large=56; r5.xlarge=24; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=85},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,RESHIV3,234.92999999999984,85, 27, 27, 28, 69, 0, 42, 63, 20, 25, 0, 46, 83, 21, 0, 88, 66, 0, 24, 55, 25, 0, 43, 21, 0, 58, 84,{c5.2xlarge=85; c5.xlarge=27; c5a.2xlarge=27; c5a.xlarge=28; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=42; i3.large=63; i3.xlarge=20; m5.2xlarge=25; m5.large=0; m5.xlarge=46; m5a.2xlarge=83; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=24; r5.large=55; r5.xlarge=25; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=84},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,RESHIMAX,233.95999999999987,84, 27, 27, 28, 71, 0, 41, 59, 20, 27, 0, 48, 82, 22, 0, 88, 66, 0, 23, 54, 24, 0, 43, 20, 0, 58, 88,{c5.2xlarge=84; c5.xlarge=27; c5a.2xlarge=27; c5a.xlarge=28; d3.2xlarge=71; d3.xlarge=0; i3.2xlarge=41; i3.large=59; i3.xlarge=20; m5.2xlarge=27; m5.large=0; m5.xlarge=48; m5a.2xlarge=82; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=23; r5.large=54; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=88},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,normal,0.2,40,42,RESHIFCFS,233.61999999999986,86, 28, 27, 30, 70, 0, 41, 61, 20, 26, 0, 46, 79, 23, 0, 88, 66, 0, 22, 54, 24, 0, 43, 21, 0, 59, 86,{c5.2xlarge=86; c5.xlarge=28; c5a.2xlarge=27; c5a.xlarge=30; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=41; i3.large=61; i3.xlarge=20; m5.2xlarge=26; m5.large=0; m5.xlarge=46; m5a.2xlarge=79; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=22; r5.large=54; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
