Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
eager,exponential,0.15,40,0,MINMIN,256.43999999999994,0, 56, 82, 57, 75, 54, 19, 20, 0, 50, 28, 73, 42, 0, 41, 92, 0, 32, 0, 28, 51, 63, 65, 40, 0, 0, 32,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=82; c5a.xlarge=57; d3.2xlarge=75; d3.xlarge=54; i3.2xlarge=19; i3.large=20; i3.xlarge=0; m5.2xlarge=50; m5.large=28; m5.xlarge=73; m5a.2xlarge=42; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=28; r5.xlarge=51; r5a.2xlarge=63; r5a.large=65; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
eager,exponential,0.15,40,40,RESHIMAX,232.41999999999976,27, 60, 0, 86, 46, 76, 41, 40, 0, 0, 0, 0, 21, 43, 40, 62, 0, 124, 0, 54, 51, 77, 65, 0, 28, 31, 28,{c5.2xlarge=27; c5.xlarge=60; c5a.2xlarge=0; c5a.xlarge=86; d3.2xlarge=46; d3.xlarge=76; i3.2xlarge=41; i3.large=40; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=21; m5a.large=43; m5a.xlarge=40; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=124; r5.2xlarge=0; r5.large=54; r5.xlarge=51; r5a.2xlarge=77; r5a.large=65; r5a.xlarge=0; z1d.2xlarge=28; z1d.large=31; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
eager,exponential,0.15,40,40,RESHIFCFS,232.26999999999975,27, 55, 0, 86, 48, 77, 40, 40, 0, 0, 0, 0, 21, 42, 41, 59, 0, 124, 0, 55, 50, 81, 66, 0, 29, 30, 29,{c5.2xlarge=27; c5.xlarge=55; c5a.2xlarge=0; c5a.xlarge=86; d3.2xlarge=48; d3.xlarge=77; i3.2xlarge=40; i3.large=40; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=21; m5a.large=42; m5a.xlarge=41; m5zn.2xlarge=59; m5zn.large=0; m5zn.xlarge=124; r5.2xlarge=0; r5.large=55; r5.xlarge=50; r5a.2xlarge=81; r5a.large=66; r5a.xlarge=0; z1d.2xlarge=29; z1d.large=30; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=1}
eager,exponential,0.15,40,41,MINMIN,244.1299999999999,114, 59, 56, 29, 0, 80, 0, 23, 19, 51, 0, 24, 81, 64, 41, 32, 0, 0, 72, 28, 52, 41, 44, 0, 0, 60, 30,{c5.2xlarge=114; c5.xlarge=59; c5a.2xlarge=56; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=80; i3.2xlarge=0; i3.large=23; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=24; m5a.2xlarge=81; m5a.large=64; m5a.xlarge=41; m5zn.2xlarge=32; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=72; r5.large=28; r5.xlarge=52; r5a.2xlarge=41; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,MAXMIN,262.59,116, 59, 57, 28, 0, 85, 0, 20, 19, 49, 0, 24, 82, 66, 41, 29, 0, 0, 76, 27, 50, 39, 45, 0, 0, 58, 30,{c5.2xlarge=116; c5.xlarge=59; c5a.2xlarge=57; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=85; i3.2xlarge=0; i3.large=20; i3.xlarge=19; m5.2xlarge=49; m5.large=0; m5.xlarge=24; m5a.2xlarge=82; m5a.large=66; m5a.xlarge=41; m5zn.2xlarge=29; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=76; r5.large=27; r5.xlarge=50; r5a.2xlarge=39; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,MCT,246.37,116, 57, 57, 29, 0, 81, 0, 20, 19, 51, 0, 25, 82, 63, 41, 32, 0, 0, 73, 27, 51, 41, 45, 0, 0, 59, 31,{c5.2xlarge=116; c5.xlarge=57; c5a.2xlarge=57; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=81; i3.2xlarge=0; i3.large=20; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=25; m5a.2xlarge=82; m5a.large=63; m5a.xlarge=41; m5zn.2xlarge=32; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=27; r5.xlarge=51; r5a.2xlarge=41; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=31},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,ROUNDROBIN,299.0400000000001,114, 55, 55, 29, 0, 84, 0, 21, 20, 49, 0, 24, 90, 64, 40, 29, 0, 0, 71, 27, 51, 41, 46, 0, 0, 60, 30,{c5.2xlarge=114; c5.xlarge=55; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=84; i3.2xlarge=0; i3.large=21; i3.xlarge=20; m5.2xlarge=49; m5.large=0; m5.xlarge=24; m5a.2xlarge=90; m5a.large=64; m5a.xlarge=40; m5zn.2xlarge=29; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=71; r5.large=27; r5.xlarge=51; r5a.2xlarge=41; r5a.large=46; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,STATIC,439.07999999999964,112, 55, 59, 25, 0, 73, 0, 25, 19, 51, 0, 33, 86, 67, 40, 40, 0, 0, 73, 22, 48, 37, 46, 0, 0, 55, 34,{c5.2xlarge=112; c5.xlarge=55; c5a.2xlarge=59; c5a.xlarge=25; d3.2xlarge=0; d3.xlarge=73; i3.2xlarge=0; i3.large=25; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=33; m5a.2xlarge=86; m5a.large=67; m5a.xlarge=40; m5zn.2xlarge=40; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=22; r5.xlarge=48; r5a.2xlarge=37; r5a.large=46; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=34},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,NOML,251.2399999999999,117, 59, 56, 30, 0, 81, 0, 22, 20, 47, 0, 24, 81, 65, 42, 31, 0, 0, 74, 27, 51, 41, 44, 0, 0, 59, 29,{c5.2xlarge=117; c5.xlarge=59; c5a.2xlarge=56; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=81; i3.2xlarge=0; i3.large=22; i3.xlarge=20; m5.2xlarge=47; m5.large=0; m5.xlarge=24; m5a.2xlarge=81; m5a.large=65; m5a.xlarge=42; m5zn.2xlarge=31; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=74; r5.large=27; r5.xlarge=51; r5a.2xlarge=41; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,CUSTOMCLUSTERNOML,238.5199999999999,113, 57, 55, 28, 0, 82, 0, 21, 19, 56, 0, 24, 82, 66, 41, 33, 0, 0, 71, 28, 50, 42, 44, 0, 0, 59, 29,{c5.2xlarge=113; c5.xlarge=57; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=56; m5.large=0; m5.xlarge=24; m5a.2xlarge=82; m5a.large=66; m5a.xlarge=41; m5zn.2xlarge=33; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=71; r5.large=28; r5.xlarge=50; r5a.2xlarge=42; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,TEXTDISTANCE,239.67999999999992,114, 57, 54, 29, 0, 82, 0, 21, 21, 52, 0, 26, 82, 64, 40, 32, 0, 0, 71, 27, 52, 42, 44, 0, 0, 60, 30,{c5.2xlarge=114; c5.xlarge=57; c5a.2xlarge=54; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=21; i3.xlarge=21; m5.2xlarge=52; m5.large=0; m5.xlarge=26; m5a.2xlarge=82; m5a.large=64; m5a.xlarge=40; m5zn.2xlarge=32; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=71; r5.large=27; r5.xlarge=52; r5a.2xlarge=42; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,CRITICALPATH,237.0199999999999,116, 56, 55, 29, 0, 80, 0, 21, 19, 51, 0, 24, 84, 63, 41, 34, 0, 0, 73, 28, 51, 40, 45, 0, 0, 60, 30,{c5.2xlarge=116; c5.xlarge=56; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=80; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=24; m5a.2xlarge=84; m5a.large=63; m5a.xlarge=41; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=28; r5.xlarge=51; r5a.2xlarge=40; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,CRITICALPATHREVERSE,236.96999999999994,115, 57, 56, 29, 0, 81, 0, 22, 19, 52, 0, 24, 82, 65, 40, 34, 0, 0, 70, 27, 51, 42, 43, 0, 0, 61, 30,{c5.2xlarge=115; c5.xlarge=57; c5a.2xlarge=56; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=81; i3.2xlarge=0; i3.large=22; i3.xlarge=19; m5.2xlarge=52; m5.large=0; m5.xlarge=24; m5a.2xlarge=82; m5a.large=65; m5a.xlarge=40; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=70; r5.large=27; r5.xlarge=51; r5a.2xlarge=42; r5a.large=43; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,RESHIV2,236.44999999999993,116, 57, 56, 29, 0, 81, 0, 20, 20, 49, 0, 24, 81, 65, 41, 35, 0, 0, 73, 28, 51, 43, 43, 0, 0, 59, 29,{c5.2xlarge=116; c5.xlarge=57; c5a.2xlarge=56; c5a.xlarge=29; d3.2xlarge=0; d3.xlarge=81; i3.2xlarge=0; i3.large=20; i3.xlarge=20; m5.2xlarge=49; m5.large=0; m5.xlarge=24; m5a.2xlarge=81; m5a.large=65; m5a.xlarge=41; m5zn.2xlarge=35; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=28; r5.xlarge=51; r5a.2xlarge=43; r5a.large=43; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,RESHIV3,237.54999999999987,113, 56, 55, 30, 0, 82, 0, 22, 19, 51, 0, 24, 82, 66, 41, 34, 0, 0, 71, 28, 50, 40, 46, 0, 0, 61, 29,{c5.2xlarge=113; c5.xlarge=56; c5a.2xlarge=55; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=22; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=24; m5a.2xlarge=82; m5a.large=66; m5a.xlarge=41; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=71; r5.large=28; r5.xlarge=50; r5a.2xlarge=40; r5a.large=46; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,RESHIMAX,236.6799999999999,115, 58, 55, 28, 0, 82, 0, 21, 19, 51, 0, 25, 82, 64, 40, 34, 0, 0, 73, 27, 51, 40, 44, 0, 0, 61, 30,{c5.2xlarge=115; c5.xlarge=58; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=82; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=25; m5a.2xlarge=82; m5a.large=64; m5a.xlarge=40; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=73; r5.large=27; r5.xlarge=51; r5a.2xlarge=40; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,41,RESHIFCFS,236.40999999999994,115, 58, 54, 30, 0, 85, 0, 21, 19, 51, 0, 25, 81, 64, 41, 34, 0, 0, 72, 28, 51, 39, 44, 0, 0, 59, 29,{c5.2xlarge=115; c5.xlarge=58; c5a.2xlarge=54; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=85; i3.2xlarge=0; i3.large=21; i3.xlarge=19; m5.2xlarge=51; m5.large=0; m5.xlarge=25; m5a.2xlarge=81; m5a.large=64; m5a.xlarge=41; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=72; r5.large=28; r5.xlarge=51; r5a.2xlarge=39; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=29},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
eager,exponential,0.15,40,42,MINMIN,234.56999999999988,86, 29, 28, 28, 69, 0, 41, 61, 19, 24, 0, 48, 84, 21, 0, 85, 65, 0, 23, 56, 24, 0, 43, 21, 0, 58, 87,{c5.2xlarge=86; c5.xlarge=29; c5a.2xlarge=28; c5a.xlarge=28; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=41; i3.large=61; i3.xlarge=19; m5.2xlarge=24; m5.large=0; m5.xlarge=48; m5a.2xlarge=84; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=85; m5zn.large=65; m5zn.xlarge=0; r5.2xlarge=23; r5.large=56; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=87},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,exponential,0.15,40,42,MAXMIN,232.97999999999985,86, 28, 28, 29, 69, 0, 41, 61, 19, 25, 0, 47, 84, 21, 0, 89, 64, 0, 24, 54, 25, 0, 43, 20, 0, 57, 86,{c5.2xlarge=86; c5.xlarge=28; c5a.2xlarge=28; c5a.xlarge=29; d3.2xlarge=69; d3.xlarge=0; i3.2xlarge=41; i3.large=61; i3.xlarge=19; m5.2xlarge=25; m5.large=0; m5.xlarge=47; m5a.2xlarge=84; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=24; r5.large=54; r5.xlarge=25; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
eager,exponential,0.15,40,42,MCT,233.1399999999999,87, 27, 28, 29, 71, 0, 43, 60, 19, 24, 0, 47, 83, 22, 0, 87, 64, 0, 23, 57, 24, 0, 43, 20, 0, 58, 84,{c5.2xlarge=87; c5.xlarge=27; c5a.2xlarge=28; c5a.xlarge=29; d3.2xlarge=71; d3.xlarge=0; i3.2xlarge=43; i3.large=60; i3.xlarge=19; m5.2xlarge=24; m5.large=0; m5.xlarge=47; m5a.2xlarge=83; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=23; r5.large=57; r5.xlarge=24; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=84},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
