Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.05,40,0,MINMIN,356.97,0, 47, 76, 57, 80, 55, 27, 18, 0, 55, 25, 63, 63, 0, 47, 75, 0, 24, 0, 21, 57, 62, 84, 48, 0, 0, 16,{c5.2xlarge=0; c5.xlarge=47; c5a.2xlarge=76; c5a.xlarge=57; d3.2xlarge=80; d3.xlarge=55; i3.2xlarge=27; i3.large=18; i3.xlarge=0; m5.2xlarge=55; m5.large=25; m5.xlarge=63; m5a.2xlarge=63; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=75; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=0; r5.large=21; r5.xlarge=57; r5a.2xlarge=62; r5a.large=84; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=16},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,MAXMIN,356.97,0, 50, 84, 60, 68, 44, 24, 19, 0, 57, 24, 60, 70, 0, 47, 61, 0, 21, 0, 25, 57, 69, 99, 49, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=84; c5a.xlarge=60; d3.2xlarge=68; d3.xlarge=44; i3.2xlarge=24; i3.large=19; i3.xlarge=0; m5.2xlarge=57; m5.large=24; m5.xlarge=60; m5a.2xlarge=70; m5a.large=0; m5a.xlarge=47; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=0; r5.large=25; r5.xlarge=57; r5a.2xlarge=69; r5a.large=99; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,MCT,356.97,0, 48, 80, 50, 84, 61, 30, 18, 0, 43, 23, 55, 69, 0, 52, 81, 0, 18, 0, 23, 52, 72, 78, 42, 0, 0, 21,{c5.2xlarge=0; c5.xlarge=48; c5a.2xlarge=80; c5a.xlarge=50; d3.2xlarge=84; d3.xlarge=61; i3.2xlarge=30; i3.large=18; i3.xlarge=0; m5.2xlarge=43; m5.large=23; m5.xlarge=55; m5a.2xlarge=69; m5a.large=0; m5a.xlarge=52; m5zn.2xlarge=81; m5zn.large=0; m5zn.xlarge=18; r5.2xlarge=0; r5.large=23; r5.xlarge=52; r5a.2xlarge=72; r5a.large=78; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,ROUNDROBIN,356.97,0, 58, 66, 102, 69, 61, 21, 0, 0, 61, 14, 1, 113, 0, 40, 86, 0, 0, 0, 10, 61, 48, 160, 29, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=58; c5a.2xlarge=66; c5a.xlarge=102; d3.2xlarge=69; d3.xlarge=61; i3.2xlarge=21; i3.large=0; i3.xlarge=0; m5.2xlarge=61; m5.large=14; m5.xlarge=1; m5a.2xlarge=113; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=61; r5a.2xlarge=48; r5a.large=160; r5a.xlarge=29; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,STATIC,356.97,0, 43, 72, 39, 81, 59, 23, 25, 0, 58, 22, 74, 53, 0, 52, 75, 0, 19, 0, 28, 46, 73, 82, 50, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=43; c5a.2xlarge=72; c5a.xlarge=39; d3.2xlarge=81; d3.xlarge=59; i3.2xlarge=23; i3.large=25; i3.xlarge=0; m5.2xlarge=58; m5.large=22; m5.xlarge=74; m5a.2xlarge=53; m5a.large=0; m5a.xlarge=52; m5zn.2xlarge=75; m5zn.large=0; m5zn.xlarge=19; r5.2xlarge=0; r5.large=28; r5.xlarge=46; r5a.2xlarge=73; r5a.large=82; r5a.xlarge=50; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,NOML,356.97,0, 67, 89, 76, 56, 43, 25, 30, 0, 54, 33, 65, 43, 0, 35, 86, 0, 43, 0, 37, 57, 40, 49, 38, 0, 0, 34,{c5.2xlarge=0; c5.xlarge=67; c5a.2xlarge=89; c5a.xlarge=76; d3.2xlarge=56; d3.xlarge=43; i3.2xlarge=25; i3.large=30; i3.xlarge=0; m5.2xlarge=54; m5.large=33; m5.xlarge=65; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=35; m5zn.2xlarge=86; m5zn.large=0; m5zn.xlarge=43; r5.2xlarge=0; r5.large=37; r5.xlarge=57; r5a.2xlarge=40; r5a.large=49; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=34},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,CUSTOMCLUSTERNOML,356.97,0, 71, 89, 38, 57, 71, 40, 26, 0, 46, 31, 74, 36, 0, 41, 94, 0, 40, 0, 30, 61, 29, 37, 42, 0, 0, 47,{c5.2xlarge=0; c5.xlarge=71; c5a.2xlarge=89; c5a.xlarge=38; d3.2xlarge=57; d3.xlarge=71; i3.2xlarge=40; i3.large=26; i3.xlarge=0; m5.2xlarge=46; m5.large=31; m5.xlarge=74; m5a.2xlarge=36; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=94; m5zn.large=0; m5zn.xlarge=40; r5.2xlarge=0; r5.large=30; r5.xlarge=61; r5a.2xlarge=29; r5a.large=37; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=47},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,TEXTDISTANCE,356.97,0, 59, 72, 64, 52, 46, 34, 30, 0, 63, 33, 74, 57, 0, 44, 82, 0, 45, 0, 33, 56, 41, 39, 39, 0, 0, 37,{c5.2xlarge=0; c5.xlarge=59; c5a.2xlarge=72; c5a.xlarge=64; d3.2xlarge=52; d3.xlarge=46; i3.2xlarge=34; i3.large=30; i3.xlarge=0; m5.2xlarge=63; m5.large=33; m5.xlarge=74; m5a.2xlarge=57; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=45; r5.2xlarge=0; r5.large=33; r5.xlarge=56; r5a.2xlarge=41; r5a.large=39; r5a.xlarge=39; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=37},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,CRITICALPATH,356.97,0, 68, 102, 67, 55, 69, 27, 31, 0, 41, 30, 55, 38, 0, 38, 97, 0, 48, 0, 34, 54, 41, 34, 28, 0, 0, 43,{c5.2xlarge=0; c5.xlarge=68; c5a.2xlarge=102; c5a.xlarge=67; d3.2xlarge=55; d3.xlarge=69; i3.2xlarge=27; i3.large=31; i3.xlarge=0; m5.2xlarge=41; m5.large=30; m5.xlarge=55; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=38; m5zn.2xlarge=97; m5zn.large=0; m5zn.xlarge=48; r5.2xlarge=0; r5.large=34; r5.xlarge=54; r5a.2xlarge=41; r5a.large=34; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=43},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,CRITICALPATHREVERSE,356.97,0, 60, 84, 67, 64, 67, 34, 27, 0, 35, 32, 67, 38, 0, 39, 97, 0, 44, 0, 35, 56, 33, 45, 33, 0, 0, 43,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=84; c5a.xlarge=67; d3.2xlarge=64; d3.xlarge=67; i3.2xlarge=34; i3.large=27; i3.xlarge=0; m5.2xlarge=35; m5.large=32; m5.xlarge=67; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=39; m5zn.2xlarge=97; m5zn.large=0; m5zn.xlarge=44; r5.2xlarge=0; r5.large=35; r5.xlarge=56; r5a.2xlarge=33; r5a.large=45; r5a.xlarge=33; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=43},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,0,RESHIV2,356.97,0, 74, 97, 71, 60, 64, 18, 24, 0, 37, 35, 64, 37, 0, 33, 94, 0, 36, 0, 37, 48, 38, 49, 38, 0, 0, 46,{c5.2xlarge=0; c5.xlarge=74; c5a.2xlarge=97; c5a.xlarge=71; d3.2xlarge=60; d3.xlarge=64; i3.2xlarge=18; i3.large=24; i3.xlarge=0; m5.2xlarge=37; m5.large=35; m5.xlarge=64; m5a.2xlarge=37; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=94; m5zn.large=0; m5zn.xlarge=36; r5.2xlarge=0; r5.large=37; r5.xlarge=48; r5a.2xlarge=38; r5a.large=49; r5a.xlarge=38; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=46},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
