Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.15,40,0,MINMIN,356.97,0, 56, 73, 52, 76, 46, 25, 18, 0, 54, 28, 79, 44, 0, 42, 77, 0, 24, 0, 24, 56, 77, 61, 66, 0, 0, 22,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=73; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=46; i3.2xlarge=25; i3.large=18; i3.xlarge=0; m5.2xlarge=54; m5.large=28; m5.xlarge=79; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=77; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=0; r5.large=24; r5.xlarge=56; r5a.2xlarge=77; r5a.large=61; r5a.xlarge=66; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=22},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.15,40,34,MINMIN,356.97,105, 101, 26, 21, 28, 50, 48, 70, 0, 109, 0, 0, 22, 21, 26, 55, 25, 25, 0, 64, 52, 25, 30, 0, 0, 26, 71,{c5.2xlarge=105; c5.xlarge=101; c5a.2xlarge=26; c5a.xlarge=21; d3.2xlarge=28; d3.xlarge=50; i3.2xlarge=48; i3.large=70; i3.xlarge=0; m5.2xlarge=109; m5.large=0; m5.xlarge=0; m5a.2xlarge=22; m5a.large=21; m5a.xlarge=26; m5zn.2xlarge=55; m5zn.large=25; m5zn.xlarge=25; r5.2xlarge=0; r5.large=64; r5.xlarge=52; r5a.2xlarge=25; r5a.large=30; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=71},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,MAXMIN,356.97,120, 91, 31, 15, 37, 48, 66, 56, 0, 101, 0, 0, 16, 29, 19, 47, 16, 32, 0, 85, 57, 18, 30, 0, 0, 20, 66,{c5.2xlarge=120; c5.xlarge=91; c5a.2xlarge=31; c5a.xlarge=15; d3.2xlarge=37; d3.xlarge=48; i3.2xlarge=66; i3.large=56; i3.xlarge=0; m5.2xlarge=101; m5.large=0; m5.xlarge=0; m5a.2xlarge=16; m5a.large=29; m5a.xlarge=19; m5zn.2xlarge=47; m5zn.large=16; m5zn.xlarge=32; r5.2xlarge=0; r5.large=85; r5.xlarge=57; r5a.2xlarge=18; r5a.large=30; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=20; z1d.xlarge=66},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,MCT,356.97,114, 91, 30, 13, 41, 48, 56, 37, 0, 123, 0, 0, 23, 33, 21, 48, 17, 23, 0, 85, 61, 18, 31, 0, 0, 28, 59,{c5.2xlarge=114; c5.xlarge=91; c5a.2xlarge=30; c5a.xlarge=13; d3.2xlarge=41; d3.xlarge=48; i3.2xlarge=56; i3.large=37; i3.xlarge=0; m5.2xlarge=123; m5.large=0; m5.xlarge=0; m5a.2xlarge=23; m5a.large=33; m5a.xlarge=21; m5zn.2xlarge=48; m5zn.large=17; m5zn.xlarge=23; r5.2xlarge=0; r5.large=85; r5.xlarge=61; r5a.2xlarge=18; r5a.large=31; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=59},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,ROUNDROBIN,356.97,169, 88, 56, 0, 61, 58, 75, 0, 0, 148, 0, 0, 0, 61, 1, 44, 0, 8, 0, 113, 71, 0, 44, 0, 0, 0, 3,{c5.2xlarge=169; c5.xlarge=88; c5a.2xlarge=56; c5a.xlarge=0; d3.2xlarge=61; d3.xlarge=58; i3.2xlarge=75; i3.large=0; i3.xlarge=0; m5.2xlarge=148; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=61; m5a.xlarge=1; m5zn.2xlarge=44; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=113; r5.xlarge=71; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,STATIC,356.97,104, 107, 27, 26, 22, 54, 50, 80, 0, 95, 0, 0, 25, 22, 25, 51, 27, 23, 0, 66, 47, 33, 28, 0, 0, 21, 67,{c5.2xlarge=104; c5.xlarge=107; c5a.2xlarge=27; c5a.xlarge=26; d3.2xlarge=22; d3.xlarge=54; i3.2xlarge=50; i3.large=80; i3.xlarge=0; m5.2xlarge=95; m5.large=0; m5.xlarge=0; m5a.2xlarge=25; m5a.large=22; m5a.xlarge=25; m5zn.2xlarge=51; m5zn.large=27; m5zn.xlarge=23; r5.2xlarge=0; r5.large=66; r5.xlarge=47; r5a.2xlarge=33; r5a.large=28; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=67},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,NOML,356.97,109, 97, 42, 44, 33, 41, 34, 34, 0, 63, 0, 0, 30, 34, 35, 60, 43, 40, 0, 58, 49, 28, 22, 0, 0, 31, 73,{c5.2xlarge=109; c5.xlarge=97; c5a.2xlarge=42; c5a.xlarge=44; d3.2xlarge=33; d3.xlarge=41; i3.2xlarge=34; i3.large=34; i3.xlarge=0; m5.2xlarge=63; m5.large=0; m5.xlarge=0; m5a.2xlarge=30; m5a.large=34; m5a.xlarge=35; m5zn.2xlarge=60; m5zn.large=43; m5zn.xlarge=40; r5.2xlarge=0; r5.large=58; r5.xlarge=49; r5a.2xlarge=28; r5a.large=22; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=31; z1d.xlarge=73},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,CUSTOMCLUSTERNOML,356.97,109, 94, 37, 27, 37, 63, 46, 54, 0, 45, 0, 0, 23, 25, 28, 79, 30, 40, 0, 43, 51, 32, 27, 0, 0, 24, 86,{c5.2xlarge=109; c5.xlarge=94; c5a.2xlarge=37; c5a.xlarge=27; d3.2xlarge=37; d3.xlarge=63; i3.2xlarge=46; i3.large=54; i3.xlarge=0; m5.2xlarge=45; m5.large=0; m5.xlarge=0; m5a.2xlarge=23; m5a.large=25; m5a.xlarge=28; m5zn.2xlarge=79; m5zn.large=30; m5zn.xlarge=40; r5.2xlarge=0; r5.large=43; r5.xlarge=51; r5a.2xlarge=32; r5a.large=27; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=24; z1d.xlarge=86},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,TEXTDISTANCE,356.97,88, 85, 37, 34, 32, 58, 36, 53, 0, 103, 0, 0, 32, 20, 31, 74, 29, 40, 0, 58, 47, 22, 28, 0, 0, 28, 65,{c5.2xlarge=88; c5.xlarge=85; c5a.2xlarge=37; c5a.xlarge=34; d3.2xlarge=32; d3.xlarge=58; i3.2xlarge=36; i3.large=53; i3.xlarge=0; m5.2xlarge=103; m5.large=0; m5.xlarge=0; m5a.2xlarge=32; m5a.large=20; m5a.xlarge=31; m5zn.2xlarge=74; m5zn.large=29; m5zn.xlarge=40; r5.2xlarge=0; r5.large=58; r5.xlarge=47; r5a.2xlarge=22; r5a.large=28; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=65},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,CRITICALPATH,356.97,109, 95, 42, 43, 29, 44, 38, 51, 0, 50, 0, 0, 29, 31, 29, 62, 53, 38, 0, 50, 42, 20, 19, 0, 0, 48, 78,{c5.2xlarge=109; c5.xlarge=95; c5a.2xlarge=42; c5a.xlarge=43; d3.2xlarge=29; d3.xlarge=44; i3.2xlarge=38; i3.large=51; i3.xlarge=0; m5.2xlarge=50; m5.large=0; m5.xlarge=0; m5a.2xlarge=29; m5a.large=31; m5a.xlarge=29; m5zn.2xlarge=62; m5zn.large=53; m5zn.xlarge=38; r5.2xlarge=0; r5.large=50; r5.xlarge=42; r5a.2xlarge=20; r5a.large=19; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=78},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,CRITICALPATHREVERSE,356.97,99, 94, 43, 42, 29, 41, 44, 33, 0, 55, 0, 0, 30, 28, 27, 65, 51, 46, 0, 56, 38, 24, 23, 0, 0, 38, 94,{c5.2xlarge=99; c5.xlarge=94; c5a.2xlarge=43; c5a.xlarge=42; d3.2xlarge=29; d3.xlarge=41; i3.2xlarge=44; i3.large=33; i3.xlarge=0; m5.2xlarge=55; m5.large=0; m5.xlarge=0; m5a.2xlarge=30; m5a.large=28; m5a.xlarge=27; m5zn.2xlarge=65; m5zn.large=51; m5zn.xlarge=46; r5.2xlarge=0; r5.large=56; r5.xlarge=38; r5a.2xlarge=24; r5a.large=23; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=38; z1d.xlarge=94},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,RESHIV2,356.97,102, 92, 35, 42, 34, 52, 38, 48, 0, 37, 0, 0, 25, 23, 36, 65, 50, 45, 0, 54, 41, 27, 24, 0, 0, 44, 86,{c5.2xlarge=102; c5.xlarge=92; c5a.2xlarge=35; c5a.xlarge=42; d3.2xlarge=34; d3.xlarge=52; i3.2xlarge=38; i3.large=48; i3.xlarge=0; m5.2xlarge=37; m5.large=0; m5.xlarge=0; m5a.2xlarge=25; m5a.large=23; m5a.xlarge=36; m5zn.2xlarge=65; m5zn.large=50; m5zn.xlarge=45; r5.2xlarge=0; r5.large=54; r5.xlarge=41; r5a.2xlarge=27; r5a.large=24; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=44; z1d.xlarge=86},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,RESHIV3,356.97,106, 83, 45, 44, 27, 47, 43, 38, 0, 40, 0, 0, 28, 28, 23, 73, 54, 43, 0, 53, 44, 26, 31, 0, 0, 41, 83,{c5.2xlarge=106; c5.xlarge=83; c5a.2xlarge=45; c5a.xlarge=44; d3.2xlarge=27; d3.xlarge=47; i3.2xlarge=43; i3.large=38; i3.xlarge=0; m5.2xlarge=40; m5.large=0; m5.xlarge=0; m5a.2xlarge=28; m5a.large=28; m5a.xlarge=23; m5zn.2xlarge=73; m5zn.large=54; m5zn.xlarge=43; r5.2xlarge=0; r5.large=53; r5.xlarge=44; r5a.2xlarge=26; r5a.large=31; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=41; z1d.xlarge=83},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,RESHIMAX,356.97,109, 81, 41, 41, 27, 49, 37, 52, 0, 43, 0, 0, 30, 29, 22, 81, 51, 41, 0, 45, 46, 29, 26, 0, 0, 43, 77,{c5.2xlarge=109; c5.xlarge=81; c5a.2xlarge=41; c5a.xlarge=41; d3.2xlarge=27; d3.xlarge=49; i3.2xlarge=37; i3.large=52; i3.xlarge=0; m5.2xlarge=43; m5.large=0; m5.xlarge=0; m5a.2xlarge=30; m5a.large=29; m5a.xlarge=22; m5zn.2xlarge=81; m5zn.large=51; m5zn.xlarge=41; r5.2xlarge=0; r5.large=45; r5.xlarge=46; r5a.2xlarge=29; r5a.large=26; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=43; z1d.xlarge=77},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,34,RESHIFCFS,356.97,114, 93, 39, 39, 30, 38, 35, 43, 0, 47, 0, 0, 24, 26, 35, 60, 47, 43, 0, 50, 43, 33, 27, 0, 0, 47, 87,{c5.2xlarge=114; c5.xlarge=93; c5a.2xlarge=39; c5a.xlarge=39; d3.2xlarge=30; d3.xlarge=38; i3.2xlarge=35; i3.large=43; i3.xlarge=0; m5.2xlarge=47; m5.large=0; m5.xlarge=0; m5a.2xlarge=24; m5a.large=26; m5a.xlarge=35; m5zn.2xlarge=60; m5zn.large=47; m5zn.xlarge=43; r5.2xlarge=0; r5.large=50; r5.xlarge=43; r5a.2xlarge=33; r5a.large=27; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=47; z1d.xlarge=87},{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
viralrecon,exponential,0.15,40,35,MINMIN,356.97,0, 82, 0, 39, 34, 16, 73, 51, 41, 32, 0, 50, 55, 0, 0, 150, 43, 22, 63, 0, 61, 72, 0, 50, 15, 51, 0,{c5.2xlarge=0; c5.xlarge=82; c5a.2xlarge=0; c5a.xlarge=39; d3.2xlarge=34; d3.xlarge=16; i3.2xlarge=73; i3.large=51; i3.xlarge=41; m5.2xlarge=32; m5.large=0; m5.xlarge=50; m5a.2xlarge=55; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=150; m5zn.large=43; m5zn.xlarge=22; r5.2xlarge=63; r5.large=0; r5.xlarge=61; r5a.2xlarge=72; r5a.large=0; r5a.xlarge=50; z1d.2xlarge=15; z1d.large=51; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
viralrecon,exponential,0.15,40,35,MAXMIN,356.97,0, 117, 0, 17, 32, 25, 53, 52, 51, 45, 0, 47, 56, 0, 0, 119, 55, 25, 74, 0, 42, 69, 0, 42, 25, 54, 0,{c5.2xlarge=0; c5.xlarge=117; c5a.2xlarge=0; c5a.xlarge=17; d3.2xlarge=32; d3.xlarge=25; i3.2xlarge=53; i3.large=52; i3.xlarge=51; m5.2xlarge=45; m5.large=0; m5.xlarge=47; m5a.2xlarge=56; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=119; m5zn.large=55; m5zn.xlarge=25; r5.2xlarge=74; r5.large=0; r5.xlarge=42; r5a.2xlarge=69; r5a.large=0; r5a.xlarge=42; z1d.2xlarge=25; z1d.large=54; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
viralrecon,exponential,0.15,40,35,MCT,356.97,0, 89, 0, 23, 27, 21, 47, 42, 54, 42, 0, 56, 52, 0, 0, 123, 65, 28, 77, 0, 58, 75, 0, 54, 18, 49, 0,{c5.2xlarge=0; c5.xlarge=89; c5a.2xlarge=0; c5a.xlarge=23; d3.2xlarge=27; d3.xlarge=21; i3.2xlarge=47; i3.large=42; i3.xlarge=54; m5.2xlarge=42; m5.large=0; m5.xlarge=56; m5a.2xlarge=52; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=123; m5zn.large=65; m5zn.xlarge=28; r5.2xlarge=77; r5.large=0; r5.xlarge=58; r5a.2xlarge=75; r5a.large=0; r5a.xlarge=54; z1d.2xlarge=18; z1d.large=49; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
viralrecon,exponential,0.15,40,35,ROUNDROBIN,356.97,0, 21, 0, 61, 61, 0, 121, 14, 0, 0, 0, 52, 58, 0, 0, 178, 58, 5, 54, 0, 113, 84, 0, 56, 0, 64, 0,{c5.2xlarge=0; c5.xlarge=21; c5a.2xlarge=0; c5a.xlarge=61; d3.2xlarge=61; d3.xlarge=0; i3.2xlarge=121; i3.large=14; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=52; m5a.2xlarge=58; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=178; m5zn.large=58; m5zn.xlarge=5; r5.2xlarge=54; r5.large=0; r5.xlarge=113; r5a.2xlarge=84; r5a.large=0; r5a.xlarge=56; z1d.2xlarge=0; z1d.large=64; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
viralrecon,exponential,0.15,40,35,STATIC,403.2399999999999,0, 109, 0, 21, 26, 25, 50, 47, 43, 60, 0, 45, 48, 0, 0, 135, 48, 21, 75, 0, 48, 76, 0, 56, 28, 39, 0,{c5.2xlarge=0; c5.xlarge=109; c5a.2xlarge=0; c5a.xlarge=21; d3.2xlarge=26; d3.xlarge=25; i3.2xlarge=50; i3.large=47; i3.xlarge=43; m5.2xlarge=60; m5.large=0; m5.xlarge=45; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=135; m5zn.large=48; m5zn.xlarge=21; r5.2xlarge=75; r5.large=0; r5.xlarge=48; r5a.2xlarge=76; r5a.large=0; r5a.xlarge=56; z1d.2xlarge=28; z1d.large=39; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=0}
