Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.1,40,0,MINMIN,2787.4099999999944,0, 60, 88, 60, 71, 61, 19, 17, 0, 53, 23, 76, 40, 0, 39, 89, 0, 32, 0, 26, 54, 47, 69, 46, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=88; c5a.xlarge=60; d3.2xlarge=71; d3.xlarge=61; i3.2xlarge=19; i3.large=17; i3.xlarge=0; m5.2xlarge=53; m5.large=23; m5.xlarge=76; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=39; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=26; r5.xlarge=54; r5a.2xlarge=47; r5a.large=69; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.1,40,19,TEXTDISTANCE,2837.2399999999943,27, 56, 58, 46, 52, 76, 35, 30, 43, 71, 33, 32, 26, 44, 67, 26, 28, 25, 65, 0, 26, 26, 25, 30, 0, 0, 53,{c5.2xlarge=27; c5.xlarge=56; c5a.2xlarge=58; c5a.xlarge=46; d3.2xlarge=52; d3.xlarge=76; i3.2xlarge=35; i3.large=30; i3.xlarge=43; m5.2xlarge=71; m5.large=33; m5.xlarge=32; m5a.2xlarge=26; m5a.large=44; m5a.xlarge=67; m5zn.2xlarge=26; m5zn.large=28; m5zn.xlarge=25; r5.2xlarge=65; r5.large=0; r5.xlarge=26; r5a.2xlarge=26; r5a.large=25; r5a.xlarge=30; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=53},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,CRITICALPATH,2756.1499999999946,31, 57, 51, 55, 51, 73, 42, 28, 35, 80, 27, 28, 20, 47, 51, 33, 35, 32, 74, 0, 28, 22, 28, 22, 0, 0, 50,{c5.2xlarge=31; c5.xlarge=57; c5a.2xlarge=51; c5a.xlarge=55; d3.2xlarge=51; d3.xlarge=73; i3.2xlarge=42; i3.large=28; i3.xlarge=35; m5.2xlarge=80; m5.large=27; m5.xlarge=28; m5a.2xlarge=20; m5a.large=47; m5a.xlarge=51; m5zn.2xlarge=33; m5zn.large=35; m5zn.xlarge=32; r5.2xlarge=74; r5.large=0; r5.xlarge=28; r5a.2xlarge=22; r5a.large=28; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=50},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,CRITICALPATHREVERSE,2756.369999999995,29, 53, 54, 56, 52, 74, 38, 26, 39, 70, 29, 27, 19, 50, 54, 29, 36, 32, 70, 0, 32, 22, 28, 27, 0, 0, 54,{c5.2xlarge=29; c5.xlarge=53; c5a.2xlarge=54; c5a.xlarge=56; d3.2xlarge=52; d3.xlarge=74; i3.2xlarge=38; i3.large=26; i3.xlarge=39; m5.2xlarge=70; m5.large=29; m5.xlarge=27; m5a.2xlarge=19; m5a.large=50; m5a.xlarge=54; m5zn.2xlarge=29; m5zn.large=36; m5zn.xlarge=32; r5.2xlarge=70; r5.large=0; r5.xlarge=32; r5a.2xlarge=22; r5a.large=28; r5a.xlarge=27; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=54},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,RESHIV2,2758.2299999999955,28, 51, 57, 55, 54, 74, 42, 26, 39, 77, 26, 26, 24, 44, 52, 33, 34, 32, 73, 0, 28, 20, 23, 24, 0, 0, 58,{c5.2xlarge=28; c5.xlarge=51; c5a.2xlarge=57; c5a.xlarge=55; d3.2xlarge=54; d3.xlarge=74; i3.2xlarge=42; i3.large=26; i3.xlarge=39; m5.2xlarge=77; m5.large=26; m5.xlarge=26; m5a.2xlarge=24; m5a.large=44; m5a.xlarge=52; m5zn.2xlarge=33; m5zn.large=34; m5zn.xlarge=32; r5.2xlarge=73; r5.large=0; r5.xlarge=28; r5a.2xlarge=20; r5a.large=23; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=58},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,RESHIV3,2758.119999999995,29, 55, 58, 54, 47, 74, 39, 28, 43, 77, 30, 31, 23, 44, 44, 32, 38, 32, 69, 0, 27, 21, 24, 23, 0, 0, 58,{c5.2xlarge=29; c5.xlarge=55; c5a.2xlarge=58; c5a.xlarge=54; d3.2xlarge=47; d3.xlarge=74; i3.2xlarge=39; i3.large=28; i3.xlarge=43; m5.2xlarge=77; m5.large=30; m5.xlarge=31; m5a.2xlarge=23; m5a.large=44; m5a.xlarge=44; m5zn.2xlarge=32; m5zn.large=38; m5zn.xlarge=32; r5.2xlarge=69; r5.large=0; r5.xlarge=27; r5a.2xlarge=21; r5a.large=24; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=58},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,RESHIMAX,2756.1899999999955,32, 51, 54, 48, 52, 73, 36, 27, 39, 79, 32, 28, 21, 47, 57, 32, 37, 30, 69, 0, 27, 20, 29, 23, 0, 0, 57,{c5.2xlarge=32; c5.xlarge=51; c5a.2xlarge=54; c5a.xlarge=48; d3.2xlarge=52; d3.xlarge=73; i3.2xlarge=36; i3.large=27; i3.xlarge=39; m5.2xlarge=79; m5.large=32; m5.xlarge=28; m5a.2xlarge=21; m5a.large=47; m5a.xlarge=57; m5zn.2xlarge=32; m5zn.large=37; m5zn.xlarge=30; r5.2xlarge=69; r5.large=0; r5.xlarge=27; r5a.2xlarge=20; r5a.large=29; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=57},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,19,RESHIFCFS,2758.3599999999956,30, 62, 58, 52, 51, 76, 40, 24, 43, 69, 29, 28, 21, 44, 54, 33, 35, 32, 65, 0, 26, 22, 30, 21, 0, 0, 55,{c5.2xlarge=30; c5.xlarge=62; c5a.2xlarge=58; c5a.xlarge=52; d3.2xlarge=51; d3.xlarge=76; i3.2xlarge=40; i3.large=24; i3.xlarge=43; m5.2xlarge=69; m5.large=29; m5.xlarge=28; m5a.2xlarge=21; m5a.large=44; m5a.xlarge=54; m5zn.2xlarge=33; m5zn.large=35; m5zn.xlarge=32; r5.2xlarge=65; r5.large=0; r5.xlarge=26; r5a.2xlarge=22; r5a.large=30; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=55},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,20,MINMIN,2670.3399999999956,90, 29, 0, 87, 24, 44, 0, 0, 37, 26, 22, 85, 19, 0, 0, 0, 89, 58, 39, 0, 0, 17, 37, 42, 58, 143, 54,{c5.2xlarge=90; c5.xlarge=29; c5a.2xlarge=0; c5a.xlarge=87; d3.2xlarge=24; d3.xlarge=44; i3.2xlarge=0; i3.large=0; i3.xlarge=37; m5.2xlarge=26; m5.large=22; m5.xlarge=85; m5a.2xlarge=19; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=89; m5zn.xlarge=58; r5.2xlarge=39; r5.large=0; r5.xlarge=0; r5a.2xlarge=17; r5a.large=37; r5a.xlarge=42; z1d.2xlarge=58; z1d.large=143; z1d.xlarge=54},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,MAXMIN,2669.3699999999953,87, 28, 0, 80, 16, 53, 0, 0, 37, 17, 25, 89, 20, 0, 0, 0, 89, 61, 50, 0, 0, 20, 39, 36, 56, 141, 56,{c5.2xlarge=87; c5.xlarge=28; c5a.2xlarge=0; c5a.xlarge=80; d3.2xlarge=16; d3.xlarge=53; i3.2xlarge=0; i3.large=0; i3.xlarge=37; m5.2xlarge=17; m5.large=25; m5.xlarge=89; m5a.2xlarge=20; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=89; m5zn.xlarge=61; r5.2xlarge=50; r5.large=0; r5.xlarge=0; r5a.2xlarge=20; r5a.large=39; r5a.xlarge=36; z1d.2xlarge=56; z1d.large=141; z1d.xlarge=56},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,MCT,2669.339999999995,86, 29, 0, 84, 22, 51, 0, 0, 36, 21, 23, 94, 18, 0, 0, 0, 85, 53, 45, 0, 0, 15, 40, 41, 57, 141, 59,{c5.2xlarge=86; c5.xlarge=29; c5a.2xlarge=0; c5a.xlarge=84; d3.2xlarge=22; d3.xlarge=51; i3.2xlarge=0; i3.large=0; i3.xlarge=36; m5.2xlarge=21; m5.large=23; m5.xlarge=94; m5a.2xlarge=18; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=85; m5zn.xlarge=53; r5.2xlarge=45; r5.large=0; r5.xlarge=0; r5a.2xlarge=15; r5a.large=40; r5a.xlarge=41; z1d.2xlarge=57; z1d.large=141; z1d.xlarge=59},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,ROUNDROBIN,3092.929999999995,55, 28, 0, 103, 2, 68, 0, 0, 52, 34, 34, 109, 34, 0, 0, 0, 72, 64, 47, 0, 0, 1, 35, 68, 49, 113, 32,{c5.2xlarge=55; c5.xlarge=28; c5a.2xlarge=0; c5a.xlarge=103; d3.2xlarge=2; d3.xlarge=68; i3.2xlarge=0; i3.large=0; i3.xlarge=52; m5.2xlarge=34; m5.large=34; m5.xlarge=109; m5a.2xlarge=34; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=72; m5zn.xlarge=64; r5.2xlarge=47; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=35; r5a.xlarge=68; z1d.2xlarge=49; z1d.large=113; z1d.xlarge=32},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,STATIC,2713.2999999999947,80, 30, 0, 89, 22, 44, 0, 0, 35, 24, 23, 90, 18, 0, 0, 0, 91, 58, 44, 0, 0, 18, 38, 40, 58, 142, 56,{c5.2xlarge=80; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=89; d3.2xlarge=22; d3.xlarge=44; i3.2xlarge=0; i3.large=0; i3.xlarge=35; m5.2xlarge=24; m5.large=23; m5.xlarge=90; m5a.2xlarge=18; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=91; m5zn.xlarge=58; r5.2xlarge=44; r5.large=0; r5.xlarge=0; r5a.2xlarge=18; r5a.large=38; r5a.xlarge=40; z1d.2xlarge=58; z1d.large=142; z1d.xlarge=56},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,NOML,2998.659999999993,82, 33, 0, 73, 24, 39, 0, 0, 36, 31, 28, 94, 31, 0, 0, 0, 69, 58, 53, 0, 0, 25, 45, 51, 51, 116, 61,{c5.2xlarge=82; c5.xlarge=33; c5a.2xlarge=0; c5a.xlarge=73; d3.2xlarge=24; d3.xlarge=39; i3.2xlarge=0; i3.large=0; i3.xlarge=36; m5.2xlarge=31; m5.large=28; m5.xlarge=94; m5a.2xlarge=31; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=69; m5zn.xlarge=58; r5.2xlarge=53; r5.large=0; r5.xlarge=0; r5a.2xlarge=25; r5a.large=45; r5a.xlarge=51; z1d.2xlarge=51; z1d.large=116; z1d.xlarge=61},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,CUSTOMCLUSTERNOML,2784.3399999999942,80, 32, 0, 58, 30, 62, 0, 0, 49, 27, 24, 101, 22, 0, 0, 0, 78, 66, 52, 0, 0, 22, 43, 36, 60, 100, 58,{c5.2xlarge=80; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=30; d3.xlarge=62; i3.2xlarge=0; i3.large=0; i3.xlarge=49; m5.2xlarge=27; m5.large=24; m5.xlarge=101; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=78; m5zn.xlarge=66; r5.2xlarge=52; r5.large=0; r5.xlarge=0; r5a.2xlarge=22; r5a.large=43; r5a.xlarge=36; z1d.2xlarge=60; z1d.large=100; z1d.xlarge=58},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,TEXTDISTANCE,2837.119999999994,75, 32, 0, 80, 27, 53, 0, 0, 49, 28, 36, 96, 33, 0, 0, 0, 72, 52, 52, 0, 0, 27, 44, 52, 56, 75, 61,{c5.2xlarge=75; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=80; d3.2xlarge=27; d3.xlarge=53; i3.2xlarge=0; i3.large=0; i3.xlarge=49; m5.2xlarge=28; m5.large=36; m5.xlarge=96; m5a.2xlarge=33; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=72; m5zn.xlarge=52; r5.2xlarge=52; r5.large=0; r5.xlarge=0; r5a.2xlarge=27; r5a.large=44; r5a.xlarge=52; z1d.2xlarge=56; z1d.large=75; z1d.xlarge=61},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,CRITICALPATH,2669.7699999999936,86, 32, 0, 82, 30, 56, 0, 0, 40, 27, 28, 72, 22, 0, 0, 0, 87, 60, 46, 0, 0, 19, 47, 35, 59, 115, 57,{c5.2xlarge=86; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=82; d3.2xlarge=30; d3.xlarge=56; i3.2xlarge=0; i3.large=0; i3.xlarge=40; m5.2xlarge=27; m5.large=28; m5.xlarge=72; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=87; m5zn.xlarge=60; r5.2xlarge=46; r5.large=0; r5.xlarge=0; r5a.2xlarge=19; r5a.large=47; r5a.xlarge=35; z1d.2xlarge=59; z1d.large=115; z1d.xlarge=57},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,CRITICALPATHREVERSE,2669.4699999999934,79, 32, 0, 83, 25, 56, 0, 0, 45, 26, 29, 82, 23, 0, 0, 0, 82, 59, 48, 0, 0, 21, 40, 40, 60, 115, 55,{c5.2xlarge=79; c5.xlarge=32; c5a.2xlarge=0; c5a.xlarge=83; d3.2xlarge=25; d3.xlarge=56; i3.2xlarge=0; i3.large=0; i3.xlarge=45; m5.2xlarge=26; m5.large=29; m5.xlarge=82; m5a.2xlarge=23; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=82; m5zn.xlarge=59; r5.2xlarge=48; r5.large=0; r5.xlarge=0; r5a.2xlarge=21; r5a.large=40; r5a.xlarge=40; z1d.2xlarge=60; z1d.large=115; z1d.xlarge=55},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,RESHIV2,2670.369999999995,76, 34, 0, 79, 28, 53, 0, 0, 45, 27, 29, 76, 22, 0, 0, 0, 88, 61, 44, 0, 0, 21, 45, 42, 55, 115, 60,{c5.2xlarge=76; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=79; d3.2xlarge=28; d3.xlarge=53; i3.2xlarge=0; i3.large=0; i3.xlarge=45; m5.2xlarge=27; m5.large=29; m5.xlarge=76; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=88; m5zn.xlarge=61; r5.2xlarge=44; r5.large=0; r5.xlarge=0; r5a.2xlarge=21; r5a.large=45; r5a.xlarge=42; z1d.2xlarge=55; z1d.large=115; z1d.xlarge=60},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,20,RESHIV3,2671.5299999999934,83, 29, 0, 72, 27, 56, 0, 0, 45, 28, 26, 77, 22, 0, 0, 0, 87, 62, 50, 0, 0, 19, 46, 39, 63, 109, 60,{c5.2xlarge=83; c5.xlarge=29; c5a.2xlarge=0; c5a.xlarge=72; d3.2xlarge=27; d3.xlarge=56; i3.2xlarge=0; i3.large=0; i3.xlarge=45; m5.2xlarge=28; m5.large=26; m5.xlarge=77; m5a.2xlarge=22; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=87; m5zn.xlarge=62; r5.2xlarge=50; r5.large=0; r5.xlarge=0; r5a.2xlarge=19; r5a.large=46; r5a.xlarge=39; z1d.2xlarge=63; z1d.large=109; z1d.xlarge=60},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=2}
