Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.0,40,0,MINMIN,2763.0099999999943,0, 57, 99, 67, 85, 62, 26, 15, 0, 40, 33, 49, 48, 0, 33, 91, 0, 27, 0, 32, 55, 43, 90, 36, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=99; c5a.xlarge=67; d3.2xlarge=85; d3.xlarge=62; i3.2xlarge=26; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=49; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=91; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=55; r5a.2xlarge=43; r5a.large=90; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,MAXMIN,2761.9899999999943,0, 57, 98, 67, 86, 62, 25, 15, 0, 40, 33, 50, 47, 0, 33, 90, 0, 27, 0, 32, 57, 44, 87, 37, 0, 0, 13,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=98; c5a.xlarge=67; d3.2xlarge=86; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=50; m5a.2xlarge=47; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=57; r5a.2xlarge=44; r5a.large=87; r5a.xlarge=37; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=13},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,MCT,2763.209999999995,0, 57, 99, 67, 86, 62, 25, 15, 0, 41, 33, 49, 48, 0, 33, 90, 0, 27, 0, 32, 56, 45, 87, 36, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=99; c5a.xlarge=67; d3.2xlarge=86; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=41; m5.large=33; m5.xlarge=49; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=90; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=56; r5a.2xlarge=45; r5a.large=87; r5a.xlarge=36; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,ROUNDROBIN,3103.689999999995,0, 50, 92, 68, 87, 56, 34, 13, 0, 36, 34, 32, 68, 0, 39, 82, 0, 18, 0, 34, 50, 62, 102, 42, 0, 0, 1,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=92; c5a.xlarge=68; d3.2xlarge=87; d3.xlarge=56; i3.2xlarge=34; i3.large=13; i3.xlarge=0; m5.2xlarge=36; m5.large=34; m5.xlarge=32; m5a.2xlarge=68; m5a.large=0; m5a.xlarge=39; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=18; r5.2xlarge=0; r5.large=34; r5.xlarge=50; r5a.2xlarge=62; r5a.large=102; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,STATIC,2762.649999999994,0, 57, 98, 69, 85, 62, 25, 15, 0, 40, 33, 51, 48, 0, 34, 92, 0, 27, 0, 32, 55, 43, 87, 35, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=98; c5a.xlarge=69; d3.2xlarge=85; d3.xlarge=62; i3.2xlarge=25; i3.large=15; i3.xlarge=0; m5.2xlarge=40; m5.large=33; m5.xlarge=51; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=34; m5zn.2xlarge=92; m5zn.large=0; m5zn.xlarge=27; r5.2xlarge=0; r5.large=32; r5.xlarge=55; r5a.2xlarge=43; r5a.large=87; r5a.xlarge=35; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,NOML,3100.0699999999943,0, 56, 84, 61, 52, 40, 23, 22, 0, 56, 32, 73, 54, 0, 53, 77, 0, 29, 0, 35, 59, 59, 52, 53, 0, 0, 30,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=84; c5a.xlarge=61; d3.2xlarge=52; d3.xlarge=40; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=56; m5.large=32; m5.xlarge=73; m5a.2xlarge=54; m5a.large=0; m5a.xlarge=53; m5zn.2xlarge=77; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=35; r5.xlarge=59; r5a.2xlarge=59; r5a.large=52; r5a.xlarge=53; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=30},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,CUSTOMCLUSTERNOML,2827.6099999999947,0, 54, 74, 53, 72, 61, 29, 26, 0, 50, 25, 81, 41, 0, 41, 80, 0, 34, 0, 25, 64, 49, 62, 50, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=74; c5a.xlarge=53; d3.2xlarge=72; d3.xlarge=61; i3.2xlarge=29; i3.large=26; i3.xlarge=0; m5.2xlarge=50; m5.large=25; m5.xlarge=81; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=80; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=25; r5.xlarge=64; r5a.2xlarge=49; r5a.large=62; r5a.xlarge=50; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,TEXTDISTANCE,2839.969999999994,0, 50, 64, 58, 65, 54, 22, 30, 0, 59, 32, 70, 48, 0, 51, 78, 0, 29, 0, 28, 49, 67, 68, 47, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=50; c5a.2xlarge=64; c5a.xlarge=58; d3.2xlarge=65; d3.xlarge=54; i3.2xlarge=22; i3.large=30; i3.xlarge=0; m5.2xlarge=59; m5.large=32; m5.xlarge=70; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=51; m5zn.2xlarge=78; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=28; r5.xlarge=49; r5a.2xlarge=67; r5a.large=68; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,CRITICALPATH,2762.1799999999953,0, 56, 83, 63, 66, 57, 23, 26, 0, 51, 33, 72, 40, 0, 45, 77, 0, 32, 0, 29, 59, 43, 66, 46, 0, 0, 33,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=83; c5a.xlarge=63; d3.2xlarge=66; d3.xlarge=57; i3.2xlarge=23; i3.large=26; i3.xlarge=0; m5.2xlarge=51; m5.large=33; m5.xlarge=72; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=45; m5zn.2xlarge=77; m5zn.large=0; m5zn.xlarge=32; r5.2xlarge=0; r5.large=29; r5.xlarge=59; r5a.2xlarge=43; r5a.large=66; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=33},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,CRITICALPATHREVERSE,2762.099999999995,0, 60, 89, 57, 70, 51, 21, 27, 0, 56, 34, 73, 43, 0, 44, 79, 0, 34, 0, 28, 51, 48, 62, 39, 0, 0, 34,{c5.2xlarge=0; c5.xlarge=60; c5a.2xlarge=89; c5a.xlarge=57; d3.2xlarge=70; d3.xlarge=51; i3.2xlarge=21; i3.large=27; i3.xlarge=0; m5.2xlarge=56; m5.large=34; m5.xlarge=73; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=79; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=28; r5.xlarge=51; r5a.2xlarge=48; r5a.large=62; r5a.xlarge=39; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=34},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.0,40,0,RESHIV2,2764.1499999999955,0, 61, 83, 59, 69, 59, 26, 28, 0, 55, 32, 72, 36, 0, 41, 83, 0, 34, 0, 30, 57, 42, 60, 44, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=61; c5a.2xlarge=83; c5a.xlarge=59; d3.2xlarge=69; d3.xlarge=59; i3.2xlarge=26; i3.large=28; i3.xlarge=0; m5.2xlarge=55; m5.large=32; m5.xlarge=72; m5a.2xlarge=36; m5a.large=0; m5a.xlarge=41; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=0; r5.large=30; r5.xlarge=57; r5a.2xlarge=42; r5a.large=60; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
