Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.05,40,0,MINMIN,356.97,0, 61, 83, 54, 76, 37, 30, 28, 0, 47, 21, 71, 51, 0, 44, 65, 0, 22, 0, 23, 48, 86, 71, 58, 0, 0, 24,{c5.2xlarge=0; c5.xlarge=61; c5a.2xlarge=83; c5a.xlarge=54; d3.2xlarge=76; d3.xlarge=37; i3.2xlarge=30; i3.large=28; i3.xlarge=0; m5.2xlarge=47; m5.large=21; m5.xlarge=71; m5a.2xlarge=51; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=65; m5zn.large=0; m5zn.xlarge=22; r5.2xlarge=0; r5.large=23; r5.xlarge=48; r5a.2xlarge=86; r5a.large=71; r5a.xlarge=58; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=24},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,MAXMIN,356.97,19, 97, 55, 25, 30, 28, 55, 103, 94, 69, 30, 27, 17, 20, 56, 0, 11, 14, 15, 51, 0, 15, 0, 48, 68, 21, 32,{c5.2xlarge=19; c5.xlarge=97; c5a.2xlarge=55; c5a.xlarge=25; d3.2xlarge=30; d3.xlarge=28; i3.2xlarge=55; i3.large=103; i3.xlarge=94; m5.2xlarge=69; m5.large=30; m5.xlarge=27; m5a.2xlarge=17; m5a.large=20; m5a.xlarge=56; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=14; r5.2xlarge=15; r5.large=51; r5.xlarge=0; r5a.2xlarge=15; r5a.large=0; r5a.xlarge=48; z1d.2xlarge=68; z1d.large=21; z1d.xlarge=32},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,MCT,356.97,15, 114, 56, 30, 25, 27, 66, 100, 87, 72, 15, 24, 29, 10, 53, 0, 12, 8, 15, 65, 0, 5, 0, 48, 57, 21, 46,{c5.2xlarge=15; c5.xlarge=114; c5a.2xlarge=56; c5a.xlarge=30; d3.2xlarge=25; d3.xlarge=27; i3.2xlarge=66; i3.large=100; i3.xlarge=87; m5.2xlarge=72; m5.large=15; m5.xlarge=24; m5a.2xlarge=29; m5a.large=10; m5a.xlarge=53; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=8; r5.2xlarge=15; r5.large=65; r5.xlarge=0; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=48; z1d.2xlarge=57; z1d.large=21; z1d.xlarge=46},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,ROUNDROBIN,356.97,0, 144, 56, 44, 40, 0, 61, 118, 119, 53, 14, 44, 0, 0, 58, 0, 0, 0, 0, 61, 0, 0, 0, 52, 66, 10, 60,{c5.2xlarge=0; c5.xlarge=144; c5a.2xlarge=56; c5a.xlarge=44; d3.2xlarge=40; d3.xlarge=0; i3.2xlarge=61; i3.large=118; i3.xlarge=119; m5.2xlarge=53; m5.large=14; m5.xlarge=44; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=58; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=61; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=52; z1d.2xlarge=66; z1d.large=10; z1d.xlarge=60},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,STATIC,356.97,24, 75, 46, 32, 28, 49, 51, 71, 61, 80, 22, 28, 51, 22, 58, 0, 26, 29, 33, 39, 0, 26, 0, 50, 50, 24, 25,{c5.2xlarge=24; c5.xlarge=75; c5a.2xlarge=46; c5a.xlarge=32; d3.2xlarge=28; d3.xlarge=49; i3.2xlarge=51; i3.large=71; i3.xlarge=61; m5.2xlarge=80; m5.large=22; m5.xlarge=28; m5a.2xlarge=51; m5a.large=22; m5a.xlarge=58; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=29; r5.2xlarge=33; r5.large=39; r5.xlarge=0; r5a.2xlarge=26; r5a.large=0; r5a.xlarge=50; z1d.2xlarge=50; z1d.large=24; z1d.xlarge=25},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,NOML,356.97,44, 81, 62, 43, 26, 41, 40, 46, 43, 60, 30, 35, 38, 31, 31, 0, 41, 39, 31, 46, 0, 29, 0, 38, 52, 32, 41,{c5.2xlarge=44; c5.xlarge=81; c5a.2xlarge=62; c5a.xlarge=43; d3.2xlarge=26; d3.xlarge=41; i3.2xlarge=40; i3.large=46; i3.xlarge=43; m5.2xlarge=60; m5.large=30; m5.xlarge=35; m5a.2xlarge=38; m5a.large=31; m5a.xlarge=31; m5zn.2xlarge=0; m5zn.large=41; m5zn.xlarge=39; r5.2xlarge=31; r5.large=46; r5.xlarge=0; r5a.2xlarge=29; r5a.large=0; r5a.xlarge=38; z1d.2xlarge=52; z1d.large=32; z1d.xlarge=41},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,CUSTOMCLUSTERNOML,356.97,47, 72, 70, 25, 33, 66, 60, 46, 41, 69, 19, 36, 28, 23, 31, 0, 31, 45, 37, 43, 0, 20, 0, 24, 72, 24, 38,{c5.2xlarge=47; c5.xlarge=72; c5a.2xlarge=70; c5a.xlarge=25; d3.2xlarge=33; d3.xlarge=66; i3.2xlarge=60; i3.large=46; i3.xlarge=41; m5.2xlarge=69; m5.large=19; m5.xlarge=36; m5a.2xlarge=28; m5a.large=23; m5a.xlarge=31; m5zn.2xlarge=0; m5zn.large=31; m5zn.xlarge=45; r5.2xlarge=37; r5.large=43; r5.xlarge=0; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=72; z1d.large=24; z1d.xlarge=38},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,TEXTDISTANCE,356.97,34, 69, 47, 38, 33, 54, 38, 42, 44, 81, 34, 43, 43, 31, 45, 0, 32, 38, 33, 47, 0, 30, 0, 35, 49, 21, 39,{c5.2xlarge=34; c5.xlarge=69; c5a.2xlarge=47; c5a.xlarge=38; d3.2xlarge=33; d3.xlarge=54; i3.2xlarge=38; i3.large=42; i3.xlarge=44; m5.2xlarge=81; m5.large=34; m5.xlarge=43; m5a.2xlarge=43; m5a.large=31; m5a.xlarge=45; m5zn.2xlarge=0; m5zn.large=32; m5zn.xlarge=38; r5.2xlarge=33; r5.large=47; r5.xlarge=0; r5a.2xlarge=30; r5a.large=0; r5a.xlarge=35; z1d.2xlarge=49; z1d.large=21; z1d.xlarge=39},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,CRITICALPATH,356.97,42, 81, 66, 43, 25, 65, 36, 44, 38, 37, 33, 33, 32, 27, 36, 0, 44, 45, 32, 50, 0, 25, 0, 29, 67, 37, 33,{c5.2xlarge=42; c5.xlarge=81; c5a.2xlarge=66; c5a.xlarge=43; d3.2xlarge=25; d3.xlarge=65; i3.2xlarge=36; i3.large=44; i3.xlarge=38; m5.2xlarge=37; m5.large=33; m5.xlarge=33; m5a.2xlarge=32; m5a.large=27; m5a.xlarge=36; m5zn.2xlarge=0; m5zn.large=44; m5zn.xlarge=45; r5.2xlarge=32; r5.large=50; r5.xlarge=0; r5a.2xlarge=25; r5a.large=0; r5a.xlarge=29; z1d.2xlarge=67; z1d.large=37; z1d.xlarge=33},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,CRITICALPATHREVERSE,356.97,46, 89, 59, 44, 36, 54, 41, 33, 32, 50, 36, 30, 30, 17, 27, 0, 52, 42, 28, 52, 0, 26, 0, 29, 62, 45, 40,{c5.2xlarge=46; c5.xlarge=89; c5a.2xlarge=59; c5a.xlarge=44; d3.2xlarge=36; d3.xlarge=54; i3.2xlarge=41; i3.large=33; i3.xlarge=32; m5.2xlarge=50; m5.large=36; m5.xlarge=30; m5a.2xlarge=30; m5a.large=17; m5a.xlarge=27; m5zn.2xlarge=0; m5zn.large=52; m5zn.xlarge=42; r5.2xlarge=28; r5.large=52; r5.xlarge=0; r5a.2xlarge=26; r5a.large=0; r5a.xlarge=29; z1d.2xlarge=62; z1d.large=45; z1d.xlarge=40},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,RESHIV2,356.97,37, 91, 58, 38, 28, 45, 26, 39, 43, 47, 36, 28, 33, 26, 41, 0, 49, 43, 32, 42, 0, 20, 0, 38, 77, 39, 44,{c5.2xlarge=37; c5.xlarge=91; c5a.2xlarge=58; c5a.xlarge=38; d3.2xlarge=28; d3.xlarge=45; i3.2xlarge=26; i3.large=39; i3.xlarge=43; m5.2xlarge=47; m5.large=36; m5.xlarge=28; m5a.2xlarge=33; m5a.large=26; m5a.xlarge=41; m5zn.2xlarge=0; m5zn.large=49; m5zn.xlarge=43; r5.2xlarge=32; r5.large=42; r5.xlarge=0; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=38; z1d.2xlarge=77; z1d.large=39; z1d.xlarge=44},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,RESHIV3,356.97,36, 81, 55, 41, 26, 65, 37, 37, 47, 48, 32, 31, 34, 28, 37, 0, 44, 45, 30, 54, 0, 27, 0, 27, 54, 41, 43,{c5.2xlarge=36; c5.xlarge=81; c5a.2xlarge=55; c5a.xlarge=41; d3.2xlarge=26; d3.xlarge=65; i3.2xlarge=37; i3.large=37; i3.xlarge=47; m5.2xlarge=48; m5.large=32; m5.xlarge=31; m5a.2xlarge=34; m5a.large=28; m5a.xlarge=37; m5zn.2xlarge=0; m5zn.large=44; m5zn.xlarge=45; r5.2xlarge=30; r5.large=54; r5.xlarge=0; r5a.2xlarge=27; r5a.large=0; r5a.xlarge=27; z1d.2xlarge=54; z1d.large=41; z1d.xlarge=43},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,RESHIMAX,356.97,47, 79, 71, 43, 31, 53, 38, 36, 34, 49, 31, 36, 35, 24, 27, 0, 48, 37, 32, 48, 0, 19, 0, 37, 64, 42, 39,{c5.2xlarge=47; c5.xlarge=79; c5a.2xlarge=71; c5a.xlarge=43; d3.2xlarge=31; d3.xlarge=53; i3.2xlarge=38; i3.large=36; i3.xlarge=34; m5.2xlarge=49; m5.large=31; m5.xlarge=36; m5a.2xlarge=35; m5a.large=24; m5a.xlarge=27; m5zn.2xlarge=0; m5zn.large=48; m5zn.xlarge=37; r5.2xlarge=32; r5.large=48; r5.xlarge=0; r5a.2xlarge=19; r5a.large=0; r5a.xlarge=37; z1d.2xlarge=64; z1d.large=42; z1d.xlarge=39},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,24,RESHIFCFS,356.97,36, 86, 58, 47, 31, 58, 37, 34, 37, 37, 30, 27, 30, 27, 32, 0, 49, 43, 31, 50, 0, 25, 0, 39, 69, 46, 41,{c5.2xlarge=36; c5.xlarge=86; c5a.2xlarge=58; c5a.xlarge=47; d3.2xlarge=31; d3.xlarge=58; i3.2xlarge=37; i3.large=34; i3.xlarge=37; m5.2xlarge=37; m5.large=30; m5.xlarge=27; m5a.2xlarge=30; m5a.large=27; m5a.xlarge=32; m5zn.2xlarge=0; m5zn.large=49; m5zn.xlarge=43; r5.2xlarge=31; r5.large=50; r5.xlarge=0; r5a.2xlarge=25; r5a.large=0; r5a.xlarge=39; z1d.2xlarge=69; z1d.large=46; z1d.xlarge=41},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.05,40,25,MINMIN,356.97,93, 67, 20, 26, 57, 0, 12, 16, 0, 43, 31, 42, 61, 12, 59, 15, 45, 46, 50, 22, 31, 44, 0, 0, 0, 120, 88,{c5.2xlarge=93; c5.xlarge=67; c5a.2xlarge=20; c5a.xlarge=26; d3.2xlarge=57; d3.xlarge=0; i3.2xlarge=12; i3.large=16; i3.xlarge=0; m5.2xlarge=43; m5.large=31; m5.xlarge=42; m5a.2xlarge=61; m5a.large=12; m5a.xlarge=59; m5zn.2xlarge=15; m5zn.large=45; m5zn.xlarge=46; r5.2xlarge=50; r5.large=22; r5.xlarge=31; r5a.2xlarge=44; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=120; z1d.xlarge=88},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,25,MAXMIN,356.97,98, 55, 21, 34, 42, 0, 17, 9, 0, 39, 32, 36, 88, 16, 58, 9, 45, 61, 41, 25, 25, 45, 0, 0, 0, 127, 77,{c5.2xlarge=98; c5.xlarge=55; c5a.2xlarge=21; c5a.xlarge=34; d3.2xlarge=42; d3.xlarge=0; i3.2xlarge=17; i3.large=9; i3.xlarge=0; m5.2xlarge=39; m5.large=32; m5.xlarge=36; m5a.2xlarge=88; m5a.large=16; m5a.xlarge=58; m5zn.2xlarge=9; m5zn.large=45; m5zn.xlarge=61; r5.2xlarge=41; r5.large=25; r5.xlarge=25; r5a.2xlarge=45; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=127; z1d.xlarge=77},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,25,MCT,356.97,105, 57, 17, 35, 61, 0, 6, 18, 0, 54, 34, 34, 65, 17, 65, 8, 44, 50, 37, 17, 25, 40, 0, 0, 0, 131, 80,{c5.2xlarge=105; c5.xlarge=57; c5a.2xlarge=17; c5a.xlarge=35; d3.2xlarge=61; d3.xlarge=0; i3.2xlarge=6; i3.large=18; i3.xlarge=0; m5.2xlarge=54; m5.large=34; m5.xlarge=34; m5a.2xlarge=65; m5a.large=17; m5a.xlarge=65; m5zn.2xlarge=8; m5zn.large=44; m5zn.xlarge=50; r5.2xlarge=37; r5.large=17; r5.xlarge=25; r5a.2xlarge=40; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=131; z1d.xlarge=80},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,25,ROUNDROBIN,356.97,125, 61, 8, 44, 83, 0, 0, 0, 0, 61, 52, 58, 58, 1, 61, 0, 14, 29, 0, 21, 44, 60, 0, 0, 0, 154, 66,{c5.2xlarge=125; c5.xlarge=61; c5a.2xlarge=8; c5a.xlarge=44; d3.2xlarge=83; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=61; m5.large=52; m5.xlarge=58; m5a.2xlarge=58; m5a.large=1; m5a.xlarge=61; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=29; r5.2xlarge=0; r5.large=21; r5.xlarge=44; r5a.2xlarge=60; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=154; z1d.xlarge=66},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,25,STATIC,356.97,75, 42, 17, 30, 26, 0, 18, 35, 0, 21, 26, 31, 80, 28, 50, 28, 69, 72, 78, 25, 28, 24, 0, 0, 0, 128, 69,{c5.2xlarge=75; c5.xlarge=42; c5a.2xlarge=17; c5a.xlarge=30; d3.2xlarge=26; d3.xlarge=0; i3.2xlarge=18; i3.large=35; i3.xlarge=0; m5.2xlarge=21; m5.large=26; m5.xlarge=31; m5a.2xlarge=80; m5a.large=28; m5a.xlarge=50; m5zn.2xlarge=28; m5zn.large=69; m5zn.xlarge=72; r5.2xlarge=78; r5.large=25; r5.xlarge=28; r5a.2xlarge=24; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=128; z1d.xlarge=69},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,25,NOML,356.97,86, 79, 43, 52, 30, 0, 26, 28, 0, 26, 30, 24, 34, 27, 36, 36, 83, 85, 44, 30, 28, 35, 0, 0, 0, 76, 62,{c5.2xlarge=86; c5.xlarge=79; c5a.2xlarge=43; c5a.xlarge=52; d3.2xlarge=30; d3.xlarge=0; i3.2xlarge=26; i3.large=28; i3.xlarge=0; m5.2xlarge=26; m5.large=30; m5.xlarge=24; m5a.2xlarge=34; m5a.large=27; m5a.xlarge=36; m5zn.2xlarge=36; m5zn.large=83; m5zn.xlarge=85; r5.2xlarge=44; r5.large=30; r5.xlarge=28; r5a.2xlarge=35; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=76; z1d.xlarge=62},{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=3; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
